Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN15_G00_neg m/z,LCN15_G00_neg RT mean,LCN15_G00_neg Normalized Area,LCN15_G09_neg m/z,LCN15_G09_neg RT mean,LCN15_G09_neg Normalized Area,LCN15_G10_neg m/z,LCN15_G10_neg RT mean,LCN15_G10_neg Normalized Area,LCN15_G11_neg m/z,LCN15_G11_neg RT mean,LCN15_G11_neg Normalized Area,LCN15_G04_neg m/z,LCN15_G04_neg RT mean,LCN15_G04_neg Normalized Area,LCN15_G05_neg m/z,LCN15_G05_neg RT mean,LCN15_G05_neg Normalized Area,LCN15_G06_neg m/z,LCN15_G06_neg RT mean,LCN15_G06_neg Normalized Area,LCN15_G07_neg m/z,LCN15_G07_neg RT mean,LCN15_G07_neg Normalized Area,LCN15_G08_neg m/z,LCN15_G08_neg RT mean,LCN15_G08_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.75,24.12,688.4913,7.16 - 7.95,1,2.9E5,-,-,0,688.4918,7.67,7.22E4,688.4917,7.68,5.79E4,-,-,0,688.4905,7.66,1.32E6,688.4909,7.67,6.52E5,688.4911,7.65,3.55E5,688.4918,7.65,7.54E4,688.4915,7.64,1.02E5,0:0.11:0.09:0:2.02:1.00:0.54:0.12:0.16,3.25E4,5.01E5,0.07:1.00,7.66,,
,0.75,4.67,412.1907,3.83 - 4.78,1,2.5E4,412.1906,4.53,2.47E4,412.1903,4.54,2.66E4,412.1900,4.55,2E4,412.1915,4.53,5.54E3,412.1909,4.54,3.34E4,412.1909,4.55,4.29E4,412.1909,4.54,2.67E4,412.1908,4.53,1.56E4,412.1907,4.54,2.75E4,0.58:0.62:0.46:0.13:0.78:1.00:0.62:0.36:0.64,1.92E4,2.92E4,0.66:1.00,4.54,,
,0.75,3.59,732.8564,20.08 - 20.25,2,1.1E4,732.8570,20.18,8.65E3,732.8561,20.18,9.97E3,732.8564,20.17,1.19E4,732.8555,20.16,1.7E4,732.8569,20.20,1.06E4,732.8561,20.18,1.14E4,732.8557,20.19,1.07E4,732.8573,20.18,6.22E3,732.8571,20.18,1.17E4,0.76:0.88:1.05:1.50:0.93:1.00:0.94:0.55:1.03,1.19E4,1.01E4,1.18:1.00,20.18,,
,0.75,3.53,826.8500,20.05 - 20.25,2,1.7E4,826.8495,20.16,1.51E4,826.8495,20.19,1.76E4,826.8489,20.18,1.48E4,826.8514,20.18,2.41E4,826.8494,20.19,1.71E4,826.8496,20.18,1.77E4,826.8504,20.19,1.66E4,826.8511,20.16,1.01E4,826.8503,20.18,1.57E4,0.86:0.99:0.84:1.36:0.97:1.00:0.94:0.57:0.89,1.79E4,1.54E4,1.16:1.00,20.18,,
,0.74,4.16,433.2960,2.62 - 3.50,1,3E4,433.2957,3.38,3.16E4,433.2968,3.39,3.37E4,433.2960,3.39,3.34E4,-,-,0,433.2961,3.39,3.68E4,433.2957,3.39,3.66E4,433.2952,3.39,3.85E4,433.2963,3.38,2.1E4,433.2961,3.39,3.48E4,0.86:0.92:0.91:0:1.00:1.00:1.05:0.57:0.95,2.47E4,3.35E4,0.74:1.00,3.39,,
,0.74,15.53,285.1329,0.24 - 0.67,1,8.9E5,285.1330,0.52,7.54E4,285.1329,0.51,1.62E5,285.1330,0.54,6.59E6,-,-,0,-,-,0,285.1329,0.52,1.2E6,-,-,0,-,-,0,-,-,0,0.06:0.14:5.51:0:0:1.00:0:0:0,1.71E6,2.39E5,7.14:1.00,0.52,,
,0.74,5.83,255.2316,2.85 - 3.96,1,6.1E4,255.2321,3.66,5.15E4,255.2316,3.67,7.12E4,255.2316,3.67,3.84E4,-,-,0,255.2315,3.69,9.16E4,255.2315,3.66,8.84E4,255.2315,3.67,1.08E5,255.2318,3.66,4.08E4,255.2316,3.67,6.04E4,0.58:0.81:0.43:0:1.04:1.00:1.22:0.46:0.68,4.03E4,7.79E4,0.52:1.00,3.67,,
,0.74,3.39,834.8378,20.00 - 20.25,2,1.3E4,834.8367,20.18,1.18E4,834.8373,20.21,1.29E4,834.8374,20.20,1.1E4,834.8369,20.18,1.97E4,834.8395,20.19,1.38E4,834.8383,20.18,1.35E4,834.8392,20.19,1.36E4,834.8378,20.18,7.76E3,834.8375,20.20,1.35E4,0.87:0.96:0.82:1.46:1.02:1.00:1.01:0.58:1.00,1.38E4,1.24E4,1.11:1.00,20.19,,
,0.74,9.14,462.0394,1.00 - 2.30,1,2.5E4,462.0396,2.14,1.26E4,462.0394,2.13,1.58E4,462.0396,2.15,1.37E4,-,-,0,462.0394,2.13,9.26E4,462.0395,2.14,1.48E4,462.0391,2.14,2.05E4,462.0395,2.14,3.64E4,462.0393,2.15,1.54E4,0.85:1.07:0.93:0:6.25:1.00:1.38:2.46:1.04,1.05E4,3.59E4,0.29:1.00,2.14,,
,0.73,5.15,637.5877,12.37 - 12.94,1,6.2E4,-,-,0,637.5876,12.58,5.31E4,637.5876,12.61,1.25E5,-,-,0,637.5879,12.61,5.96E4,637.5876,12.59,7.79E4,637.5878,12.58,1.26E5,637.5876,12.59,2.67E4,637.5875,12.57,9.06E4,0:0.68:1.60:0:0.77:1.00:1.61:0.34:1.16,4.45E4,7.61E4,0.58:1.00,12.59,,
,0.73,3.43,766.8495,19.19 - 20.26,2,2.1E4,766.8502,20.18,1.91E4,766.8482,20.19,2.3E4,766.8488,20.18,2.09E4,766.8503,20.18,2.65E4,766.8486,20.17,1.55E4,766.8499,20.17,1.89E4,766.8495,20.17,2.56E4,766.8496,20.18,1.49E4,766.8507,20.18,2.41E4,1.01:1.22:1.11:1.40:0.82:1.00:1.36:0.79:1.28,2.24E4,1.98E4,1.13:1.00,20.18,,
,0.73,9.51,424.2743,1.89 - 3.07,1,7.4E4,424.2741,2.94,7.81E4,424.2747,2.95,1.65E4,424.2742,2.96,2.67E4,-,-,0,424.2740,2.95,5.98E4,424.2744,2.95,2.12E4,424.2743,2.94,3.83E5,424.2746,2.95,1.47E4,424.2737,2.95,6.66E4,3.68:0.78:1.26:0:2.81:1.00:18.04:0.69:3.14,3.03E4,1.09E5,0.28:1.00,2.95,,
,0.73,4.21,868.8304,20.11 - 20.25,2,8.8E3,868.8308,20.18,8.34E3,868.8304,20.19,1.02E4,868.8300,20.20,9.98E3,868.8295,20.18,1.28E4,868.8314,20.19,7.97E3,868.8292,20.19,7.6E3,868.8300,20.18,9.9E3,868.8323,20.16,4.31E3,868.8304,20.18,7.95E3,1.10:1.34:1.31:1.68:1.05:1.00:1.30:0.57:1.05,1.03E4,7.55E3,1.37:1.00,20.18,,
,0.73,5.29,428.1856,3.88 - 4.74,1,1.6E4,428.1857,4.53,1.49E4,428.1854,4.55,1.64E4,428.1855,4.55,1.07E4,428.1860,4.50,3.34E3,428.1857,4.54,2.3E4,428.1857,4.55,2.94E4,428.1859,4.54,1.56E4,428.1855,4.54,1.14E4,428.1854,4.53,1.78E4,0.51:0.56:0.36:0.11:0.78:1.00:0.53:0.39:0.61,1.13E4,1.94E4,0.58:1.00,4.53,,
,0.72,5.46,374.1307,2.83 - 3.84,1,3.9E4,374.1308,3.66,4.11E4,374.1306,3.67,4.25E4,374.1302,3.68,2.45E4,-,-,0,374.1309,3.67,6.85E4,374.1310,3.66,6.29E4,374.1309,3.67,3.81E4,374.1306,3.66,3.05E4,374.1304,3.67,3.93E4,0.65:0.68:0.39:0:1.09:1.00:0.60:0.48:0.62,2.7E4,4.78E4,0.56:1.00,3.67,,
,0.72,12.02,338.1593,0.10 - 0.34,1,6E5,338.1596,0.16,8.03E5,-,-,0,-,-,0,-,-,0,338.1595,0.17,1.01E6,338.1591,0.17,2.19E6,338.1591,0.17,1.31E6,-,-,0,338.1591,0.18,4.97E4,0.37:0:0:0:0.46:1.00:0.60:0:0.02,2.01E5,9.13E5,0.22:1.00,0.17,,
,0.72,5.80,571.4963,9.20 - 9.94,1,3.2E4,571.4968,9.57,2.09E4,571.4962,9.62,1.68E4,571.4960,9.61,5.11E4,-,-,0,571.4962,9.61,3.14E4,571.4965,9.61,2.58E4,571.4962,9.62,1.12E5,571.4962,9.59,9.51E3,571.4966,9.60,2.43E4,0.81:0.65:1.98:0:1.22:1.00:4.32:0.37:0.94,2.22E4,4.05E4,0.55:1.00,9.60,,
,0.72,8.99,436.2993,1.88 - 3.05,1,4.6E4,436.2986,2.94,6.55E4,436.2998,2.94,8.5E3,436.2991,2.95,1.62E4,-,-,0,436.2996,2.94,3.77E4,436.2991,2.94,1.09E4,436.2994,2.94,2.17E5,436.2997,2.93,8.38E3,436.2992,2.95,4.66E4,6.00:0.78:1.48:0:3.45:1.00:19.84:0.77:4.26,2.26E4,6.41E4,0.35:1.00,2.94,,
,0.72,5.13,383.1881,3.86 - 4.81,1,2.1E4,383.1885,4.53,2.09E4,383.1885,4.53,2.38E4,383.1882,4.53,1.54E4,383.1883,4.52,4.67E3,383.1877,4.54,3.13E4,383.1877,4.53,3.79E4,383.1882,4.54,1.94E4,383.1884,4.53,1.56E4,383.1877,4.53,2.38E4,0.55:0.63:0.41:0.12:0.83:1.00:0.51:0.41:0.63,1.62E4,2.56E4,0.63:1.00,4.53,,
,0.71,3.40,656.6651,0.10 - 0.22,1,3.7E5,656.6646,0.18,5.36E5,656.6647,0.17,4.92E5,656.6650,0.17,3.53E5,-,-,0,656.6659,0.17,4.32E5,-,-,0,656.6653,0.17,3.78E5,656.6654,0.18,7.91E5,656.6648,0.18,3.04E5,1.00:0.92:0.66:0:0.81:0:0.71:1.48:0.57,3.45E5,3.81E5,0.91:1.00,0.17,,
,0.71,3.60,719.6359,0.10 - 0.20,1,2.4E5,719.6338,0.16,2.52E5,719.6348,0.15,3.06E5,719.6373,0.17,3.16E5,-,-,0,719.6370,0.17,1.35E5,719.6375,0.17,1.1E5,719.6365,0.17,2.86E5,719.6343,0.15,7.32E5,-,-,0,2.30:2.78:2.87:0:1.23:1.00:2.60:6.67:0,2.18E5,2.53E5,0.86:1.00,0.16,,
,0.71,4.91,295.2270,0.41 - 2.62,1,5.7E4,295.2268,1.86,5.67E4,295.2273,1.87,6.1E4,295.2269,1.82,5.82E4,-,-,0,295.2267,1.86,8.99E4,295.2267,1.86,5.96E4,295.2269,1.87,7.78E4,295.2275,1.86,3.73E4,295.2272,1.87,6.82E4,0.95:1.02:0.98:0:1.51:1.00:1.31:0.63:1.15,4.4E4,6.66E4,0.66:1.00,1.86,,
,0.71,4.93,367.2629,3.35 - 4.40,1,9.4E3,367.2629,3.44,8.84E3,367.2631,3.43,9.6E3,367.2630,3.41,1.07E4,-,-,0,367.2630,3.42,9.72E3,367.2625,3.42,1.23E4,367.2629,3.43,1.46E4,367.2630,3.42,6.6E3,367.2631,3.44,1.22E4,0.72:0.78:0.87:0:0.79:1.00:1.19:0.54:0.99,7.29E3,1.11E4,0.66:1.00,3.43,,
,0.71,4.12,364.0049,0.44 - 2.05,1,4.7E4,364.0044,1.88,9.71E4,364.0050,1.90,5.11E4,364.0049,1.90,1.43E4,-,-,0,364.0052,1.92,9.44E4,364.0050,1.89,8.17E4,364.0051,1.91,5.98E4,364.0051,1.90,1.99E4,364.0048,1.90,7.17E3,1.19:0.63:0.17:0:1.16:1.00:0.73:0.24:0.09,4.06E4,5.26E4,0.77:1.00,1.90,,
,0.71,29.84,303.1431,0.10 - 0.51,1,1.1E6,303.1433,0.38,7.77E4,303.1434,0.36,9.54E5,303.1429,0.15,8.23E6,-,-,0,-,-,0,303.1428,0.15,6.25E5,-,-,0,-,-,0,-,-,0,0.12:1.53:13.15:0:0:1.00:0:0:0,2.31E6,1.25E5,18.51:1.00,0.26,,
,0.70,4.05,902.8241,20.05 - 20.25,2,1.1E4,902.8226,20.18,9.18E3,902.8237,20.16,1.13E4,902.8224,20.17,1.18E4,902.8256,20.18,1.86E4,902.8254,20.19,1.2E4,902.8223,20.18,9.44E3,902.8263,20.19,1.19E4,902.8256,20.16,7.03E3,902.8231,20.16,9.48E3,0.97:1.20:1.25:1.97:1.28:1.00:1.26:0.74:1.00,1.27E4,9.98E3,1.28:1.00,20.18,,
,0.70,6.22,281.2474,3.04 - 4.41,1,2.8E4,281.2474,3.79,4.37E4,281.2478,3.67,1.78E4,281.2473,3.80,1.56E4,-,-,0,281.2475,3.78,3.06E4,281.2474,3.77,4.57E4,281.2469,3.78,6.9E4,281.2476,3.77,1.32E4,281.2474,3.78,1.92E4,0.96:0.39:0.34:0:0.67:1.00:1.51:0.29:0.42,1.93E4,3.56E4,0.54:1.00,3.77,,
,0.70,3.61,664.8688,20.08 - 20.25,2,6E3,664.8691,20.18,5.97E3,664.8690,20.16,5.76E3,664.8684,20.17,5.36E3,664.8690,20.18,8.82E3,664.8693,20.17,6.08E3,664.8683,20.18,5.39E3,664.8680,20.19,6.17E3,664.8693,20.18,3.08E3,664.8688,20.18,7.33E3,1.11:1.07:0.99:1.64:1.13:1.00:1.14:0.57:1.36,6.48E3,5.61E3,1.15:1.00,20.18,,
,0.70,8.75,549.2966,5.24 - 6.88,1,4.4E4,-,-,0,549.2971,5.62,4.16E4,549.2965,5.64,4.97E4,-,-,0,549.2964,5.63,5.72E4,549.2963,5.61,7.7E4,549.2960,5.62,5.81E4,549.2970,5.65,2.21E4,549.2968,5.61,9.1E4,0:0.54:0.65:0:0.74:1.00:0.75:0.29:1.18,2.28E4,6.11E4,0.37:1.00,5.62,,
,0.70,3.77,362.9389,19.29 - 20.38,1,2E4,362.9390,20.20,1.91E4,362.9387,20.21,1.84E4,362.9390,20.18,1.93E4,362.9387,20.20,2.91E4,362.9388,20.20,1.83E4,362.9391,20.20,1.7E4,362.9389,20.20,2.09E4,362.9391,20.18,1.39E4,362.9391,20.20,1.96E4,1.12:1.08:1.13:1.71:1.08:1.00:1.23:0.82:1.15,2.15E4,1.79E4,1.20:1.00,20.20,,
,0.70,4.12,490.1286,3.31 - 6.98,1,5.4E4,490.1285,4.25,1.74E4,490.1286,4.43,5.91E4,490.1289,4.39,2.95E4,490.1289,4.75,1.4E5,490.1287,4.49,3.04E4,490.1281,4.39,3.56E4,490.1284,4.29,3.22E4,490.1287,4.41,6.07E4,490.1285,4.37,7.7E4,0.49:1.66:0.83:3.94:0.85:1.00:0.90:1.70:2.16,6.16E4,4.72E4,1.30:1.00,4.42,,
,0.70,3.27,795.8312,20.06 - 20.26,2,1.1E4,795.8310,20.21,9.98E3,795.8314,20.21,1.13E4,795.8327,20.21,8.36E3,795.8331,20.21,1.66E4,795.8314,20.21,1.26E4,795.8289,20.18,1.12E4,795.8298,20.20,1.01E4,795.8309,20.18,8.2E3,795.8312,20.16,1.19E4,0.89:1.01:0.75:1.48:1.12:1.00:0.90:0.73:1.06,1.16E4,1.08E4,1.07:1.00,20.20,,
,0.70,3.53,336.8576,20.23 - 21.92,1,3.1E4,336.8575,20.29,2.11E4,336.8576,20.30,1.62E4,336.8578,20.28,1.71E4,336.8572,20.28,5.94E4,336.8577,20.31,3.7E4,336.8577,20.28,2.42E4,336.8577,20.31,4.99E4,336.8580,20.30,1.66E4,336.8574,20.28,3.47E4,0.87:0.67:0.71:2.46:1.53:1.00:2.07:0.69:1.44,2.84E4,3.25E4,0.88:1.00,20.29,,
,0.69,3.81,792.7974,20.21 - 20.42,1,4.8E3,792.7976,20.26,3.78E3,792.7967,20.26,5E3,792.7975,20.26,5.03E3,792.7994,20.25,7.5E3,792.7968,20.26,4.36E3,792.7968,20.26,4.6E3,792.7973,20.26,4.74E3,792.7968,20.26,2.88E3,792.7980,20.27,5.22E3,0.82:1.09:1.09:1.63:0.95:1.00:1.03:0.63:1.13,5.33E3,4.36E3,1.22:1.00,20.26,,
,0.69,4.56,876.8176,19.76 - 20.27,1,2.6E4,876.8179,20.18,1.55E4,876.8172,20.19,1.86E4,876.8176,20.16,2.64E4,876.8172,20.18,6.3E4,876.8184,20.19,2.36E4,876.8171,20.18,2.04E4,876.8185,20.18,2.41E4,876.8164,20.18,1.32E4,876.8181,20.18,2.59E4,0.76:0.91:1.29:3.09:1.15:1.00:1.18:0.65:1.27,3.09E4,2.15E4,1.44:1.00,20.18,,
,0.69,3.22,863.8180,20.06 - 20.26,2,1.1E4,863.8190,20.18,1.05E4,863.8196,20.21,8.02E3,863.8159,20.17,9.47E3,863.8184,20.16,1.4E4,863.8180,20.17,1.13E4,863.8158,20.17,1.02E4,863.8193,20.21,1.29E4,863.8178,20.18,7.73E3,863.8180,20.20,1.36E4,1.03:0.78:0.93:1.37:1.11:1.00:1.26:0.76:1.33,1.05E4,1.11E4,0.94:1.00,20.19,,
,0.69,3.31,724.8111,20.22 - 20.53,1,5E3,724.8113,20.27,4.08E3,724.8112,20.26,4.81E3,724.8121,20.26,4.25E3,724.8106,20.27,7.6E3,724.8099,20.27,5.57E3,724.8124,20.26,4.94E3,724.8108,20.27,5.03E3,724.8103,20.26,3.09E3,724.8109,20.27,5.24E3,0.83:0.97:0.86:1.54:1.13:1.00:1.02:0.63:1.06,5.19E3,4.77E3,1.09:1.00,20.26,,
,0.69,9.07,1238.7681,8.01 - 9.36,1,5.2E4,1238.7689,8.91,3.81E4,1238.7687,8.94,2.21E4,1238.7688,8.95,2.18E4,1238.7677,8.95,1.43E4,1238.7683,8.93,9.73E4,1238.7677,8.92,9.71E4,1238.7670,8.91,9.42E4,1238.7676,8.93,4.27E4,1238.7684,8.94,4.35E4,0.39:0.23:0.22:0.15:1.00:1.00:0.97:0.44:0.45,2.41E4,7.49E4,0.32:1.00,8.93,,
,0.69,8.17,547.2961,5.25 - 6.71,1,3.9E4,-,-,0,547.2969,5.60,3.56E4,547.2959,5.60,4.38E4,-,-,0,547.2960,5.67,4.9E4,547.2958,5.65,7.06E4,547.2958,5.66,5.08E4,547.2958,5.62,1.94E4,547.2964,5.63,8.34E4,0:0.50:0.62:0:0.69:1.00:0.72:0.27:1.18,1.98E4,5.47E4,0.36:1.00,5.63,,
,0.69,3.39,644.2692,7.97 - 11.27,1,4E4,644.2684,8.15,3.11E4,644.2708,8.23,5.1E4,644.2688,8.55,8.29E3,644.2689,8.52,5.86E4,644.2692,8.24,6.64E4,644.2690,8.19,4.42E4,644.2693,8.54,2.95E4,644.2696,8.24,2.95E4,644.2690,8.53,3.75E4,0.70:1.15:0.19:1.33:1.50:1.00:0.67:0.67:0.85,3.72E4,4.14E4,0.90:1.00,8.36,,
,0.69,3.17,602.7001,0.10 - 0.24,1,2.7E5,602.6997,0.18,4.45E5,602.7002,0.17,3.45E5,602.7003,0.17,3.03E5,-,-,0,-,-,0,602.7002,0.17,3.07E5,602.7003,0.17,2.2E5,602.7000,0.16,5.52E5,602.7002,0.18,2.27E5,1.45:1.12:0.99:0:0:1.00:0.72:1.80:0.74,2.73E5,2.61E5,1.05:1.00,0.17,,
,0.68,3.91,409.3107,5.04 - 6.52,1,1E4,409.3107,5.16,7.87E3,409.3109,5.17,8.25E3,409.3108,5.17,8.7E3,409.3106,5.12,2.27E4,409.3109,5.16,1.1E4,409.3104,5.16,9.78E3,409.3107,5.16,1.06E4,409.3107,5.18,5.67E3,409.3105,5.16,9.91E3,0.81:0.84:0.89:2.32:1.12:1.00:1.08:0.58:1.01,1.19E4,9.38E3,1.26:1.00,5.16,,
,0.68,5.15,283.2633,3.84 - 5.02,1,7.8E4,283.2633,4.53,7.81E4,283.2634,4.55,8.31E4,283.2630,4.55,5.18E4,283.2635,4.53,1.43E4,283.2635,4.54,1.13E5,283.2628,4.53,1.53E5,283.2632,4.54,7.97E4,283.2632,4.53,4.8E4,283.2634,4.54,8.46E4,0.51:0.54:0.34:0.09:0.74:1.00:0.52:0.31:0.55,5.68E4,9.58E4,0.59:1.00,4.54,,
,0.68,5.07,443.2781,3.87 - 4.76,1,1.7E4,443.2784,4.53,1.87E4,443.2780,4.53,1.9E4,443.2788,4.54,7.14E3,443.2782,4.53,3.98E3,443.2778,4.55,2.37E4,443.2774,4.53,3.12E4,443.2788,4.55,1.87E4,443.2778,4.53,9.79E3,443.2781,4.56,1.78E4,0.60:0.61:0.23:0.13:0.76:1.00:0.60:0.31:0.57,1.22E4,2.02E4,0.60:1.00,4.54,,
,0.68,3.99,944.8046,19.62 - 20.26,1,2.1E4,944.8037,20.18,1.82E4,944.8049,20.18,2.15E4,944.8056,20.18,2.4E4,944.8053,20.18,3.46E4,944.8048,20.17,1.98E4,944.8038,20.16,2.01E4,944.8048,20.19,2.08E4,944.8049,20.18,1.52E4,944.8038,20.18,1.82E4,0.90:1.07:1.19:1.72:0.98:1.00:1.04:0.76:0.91,2.46E4,1.88E4,1.30:1.00,20.18,,
,0.68,6.28,673.2628,2.38 - 3.15,1,3E4,673.2630,2.98,2.31E4,673.2628,2.98,2.83E4,673.2627,2.97,2.23E4,-,-,0,673.2631,2.98,3.26E4,673.2626,2.97,6.06E4,673.2621,2.99,3.61E4,673.2628,2.98,2.15E4,673.2632,2.99,4.26E4,0.38:0.47:0.37:0:0.54:1.00:0.60:0.36:0.70,1.84E4,3.87E4,0.48:1.00,2.98,,
,0.67,3.62,646.2660,8.02 - 10.31,1,1.9E4,646.2658,8.53,1.1E4,646.2668,8.23,8.51E3,646.2657,8.56,1.75E4,646.2657,8.52,3.22E4,646.2663,8.24,2.97E4,646.2660,8.58,1.77E4,646.2664,8.13,2.16E4,646.2667,8.24,1.49E4,646.2646,8.23,1.84E4,0.62:0.48:0.99:1.81:1.67:1.00:1.22:0.84:1.04,1.73E4,2.05E4,0.84:1.00,8.36,,
,0.67,5.72,337.1813,0.28 - 0.62,1,6.2E4,337.1808,0.48,8.8E4,-,-,0,337.1810,0.50,7.8E4,-,-,0,337.1818,0.52,1.16E5,337.1810,0.52,1.83E5,337.1816,0.50,7.09E4,-,-,0,337.1819,0.53,2.28E4,0.48:0:0.43:0:0.63:1.00:0.39:0:0.12,4.15E4,7.84E4,0.53:1.00,0.51,,
,0.67,24.19,714.5071,7.31 - 8.21,1,2.9E5,-,-,0,714.5082,7.79,4.88E4,714.5077,7.77,3.51E4,-,-,0,714.5062,7.78,1.32E6,714.5063,7.78,6.94E5,714.5063,7.78,3.63E5,714.5073,7.77,6.98E4,714.5074,7.79,8.02E4,0:0.07:0.05:0:1.90:1.00:0.52:0.10:0.12,2.1E4,5.05E5,0.04:1.00,7.78,,
,0.67,6.14,327.1792,0.94 - 1.73,1,9.8E3,327.1790,1.58,1.15E4,327.1796,1.59,8.74E3,327.1797,1.59,4.02E3,-,-,0,327.1796,1.58,5.94E3,327.1790,1.58,2.01E4,327.1790,1.58,1.53E4,327.1791,1.57,5.82E3,327.1788,1.58,1.67E4,0.57:0.43:0.20:0:0.30:1.00:0.76:0.29:0.83,6.06E3,1.28E4,0.47:1.00,1.58,,
,0.67,5.87,407.1864,1.63 - 2.14,1,8.1E3,407.1862,2.01,9.03E3,407.1866,2.02,8.05E3,407.1863,2.01,3.65E3,-,-,0,407.1864,2.02,4.67E3,407.1857,2.02,2.01E4,407.1867,2.02,1.01E4,407.1866,2.02,3.26E3,407.1863,2.02,1.37E4,0.45:0.40:0.18:0:0.23:1.00:0.50:0.16:0.68,5.18E3,1.04E4,0.50:1.00,2.02,,
,0.66,6.41,387.2745,0.51 - 1.40,1,8.2E3,387.2740,1.22,4.16E3,387.2748,1.21,6.76E3,387.2744,1.21,8.57E3,-,-,0,387.2747,1.25,2.2E4,387.2746,1.20,9.88E3,387.2747,1.22,4.15E3,387.2746,1.23,1.02E4,387.2745,1.24,7.92E3,0.42:0.68:0.87:0:2.23:1.00:0.42:1.04:0.80,4.87E3,1.08E4,0.45:1.00,1.22,,
,0.66,5.30,581.5254,9.20 - 9.96,1,6.3E4,581.5250,9.60,4.1E4,581.5253,9.61,3.17E4,581.5247,9.61,9.83E4,581.5259,9.63,4.73E3,581.5251,9.60,6.01E4,581.5256,9.61,5.14E4,581.5255,9.60,2.18E5,581.5257,9.60,1.83E4,581.5254,9.60,4.59E4,0.80:0.62:1.91:0.09:1.17:1.00:4.23:0.35:0.89,4.39E4,7.87E4,0.56:1.00,9.61,,
,0.66,6.14,393.1708,1.11 - 1.94,1,1.1E4,393.1704,1.58,1.17E4,393.1709,1.59,9.98E3,393.1710,1.60,4.75E3,-,-,0,393.1707,1.58,8.03E3,393.1708,1.58,2.44E4,393.1708,1.58,1.56E4,393.1710,1.58,3.17E3,393.1709,1.58,1.89E4,0.48:0.41:0.20:0:0.33:1.00:0.64:0.13:0.78,6.6E3,1.4E4,0.47:1.00,1.58,,
,0.66,3.68,587.3917,8.09 - 11.76,1,1.9E4,587.3911,8.53,1.08E4,587.3932,8.18,1.87E4,587.3914,8.57,1.23E4,587.3913,8.56,2.74E4,587.3909,8.56,3.9E4,587.3918,8.55,1.8E4,587.3916,8.53,1.9E4,587.3921,8.27,1.3E4,587.3917,8.23,1.61E4,0.60:1.04:0.68:1.52:2.17:1.00:1.06:0.72:0.90,1.73E4,2.1E4,0.82:1.00,8.44,,
,0.66,3.78,607.4570,8.87 - 14.44,1,1.6E5,607.4568,8.99,1.01E5,607.4572,9.12,1.13E5,607.4573,9.07,1.16E5,607.4570,9.44,2.24E5,607.4567,9.15,2.47E5,607.4569,9.09,2.33E5,607.4565,9.05,1.08E5,607.4576,9.15,1.49E5,607.4572,9.15,1.3E5,0.43:0.49:0.50:0.96:1.06:1.00:0.46:0.64:0.56,1.38E5,1.73E5,0.80:1.00,9.13,,
,0.66,4.55,411.1324,3.92 - 4.71,1,7.9E3,411.1323,4.52,8.35E3,411.1325,4.55,1.07E4,411.1322,4.56,5.61E3,-,-,0,411.1320,4.55,1.03E4,411.1324,4.51,1.33E4,411.1327,4.54,8.4E3,411.1325,4.53,6.21E3,411.1328,4.56,8.14E3,0.63:0.80:0.42:0:0.77:1.00:0.63:0.47:0.61,6.17E3,9.28E3,0.67:1.00,4.54,,
,0.66,10.22,518.1409,3.14 - 3.96,1,8.6E4,518.1415,3.85,4.99E3,518.1415,3.84,1.33E4,518.1405,3.84,1.11E5,-,-,0,518.1409,3.86,3.94E4,518.1405,3.84,7.08E4,518.1407,3.84,3.91E5,518.1412,3.84,2.92E4,518.1404,3.84,1.16E5,0.07:0.19:1.57:0:0.56:1.00:5.52:0.41:1.64,3.23E4,1.29E5,0.25:1.00,3.84,,
,0.66,3.20,1175.7718,17.85 - 19.83,1,3.6E4,1175.7714,18.48,2.62E4,1175.7692,18.50,4.19E4,1175.7703,18.42,4.88E4,1175.7727,18.47,2.19E4,1175.7693,18.41,3.94E4,1175.7722,18.59,5.33E4,1175.7736,18.45,4.7E4,1175.7759,18.43,1.56E4,1175.7721,18.49,2.84E4,0.49:0.78:0.91:0.41:0.74:1.00:0.88:0.29:0.53,3.47E4,3.68E4,0.94:1.00,18.47,,
,0.66,23.52,742.5380,8.69 - 9.44,1,2.4E5,-,-,0,742.5387,9.10,4.65E4,742.5382,9.09,3.5E4,-,-,0,742.5372,9.08,1.16E6,742.5385,9.08,5.27E5,742.5377,9.08,2.64E5,742.5378,9.08,5.13E4,742.5382,9.08,6.52E4,0:0.09:0.07:0:2.20:1.00:0.50:0.10:0.12,2.04E4,4.14E5,0.05:1.00,9.08,,
,0.66,4.17,727.8430,20.06 - 20.27,2,1.1E4,727.8438,20.18,1.15E4,727.8413,20.15,1.2E4,727.8429,20.20,1E4,727.8406,20.18,1.89E4,727.8452,20.21,9.94E3,727.8452,20.21,7.37E3,727.8430,20.19,1.07E4,727.8424,20.16,7.96E3,727.8423,20.16,1.18E4,1.56:1.63:1.36:2.57:1.35:1.00:1.45:1.08:1.60,1.31E4,9.55E3,1.37:1.00,20.18,,
