Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,FABP1_C00_neg m/z,FABP1_C00_neg RT mean,FABP1_C00_neg Normalized Area,FABP1_C05_neg m/z,FABP1_C05_neg RT mean,FABP1_C05_neg Normalized Area,FABP1_C06_neg m/z,FABP1_C06_neg RT mean,FABP1_C06_neg Normalized Area,FABP1_C07_neg m/z,FABP1_C07_neg RT mean,FABP1_C07_neg Normalized Area,FABP1_C11_neg m/z,FABP1_C11_neg RT mean,FABP1_C11_neg Normalized Area,FABP1_C12_neg m/z,FABP1_C12_neg RT mean,FABP1_C12_neg Normalized Area,FABP1_C08_neg m/z,FABP1_C08_neg RT mean,FABP1_C08_neg Normalized Area,FABP1_C09_neg m/z,FABP1_C09_neg RT mean,FABP1_C09_neg Normalized Area,FABP1_C10_neg m/z,FABP1_C10_neg RT mean,FABP1_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.33,3.23,493.8200,20.35 - 21.80,1,594.1,-,-,-,493.8194,21.70,5.62E2,493.8190,20.70,8.37E2,493.8198,21.09,4.33E2,493.8205,20.90,8.79E2,493.8222,21.48,1.6E2,493.8184,20.80,8.37E2,493.8205,20.77,5.1E2,493.8206,20.89,5.34E2,-:0.64:0.95:0.49:1.00:0.18:0.95:0.58:0.61,5.74E2,6.27E2,1.00:1.09,21.04,,
,0.33,6.30,564.8230,14.43 - 16.45,1,2.9E3,564.8238,15.36,1.07E3,564.8216,14.87,6.08E3,-,-,-,564.8233,15.37,2.29E3,564.8245,15.16,8.32E3,564.8201,15.73,1.24E3,564.8239,15.79,1.34E3,564.8237,15.24,2.28E3,564.8232,15.72,6.79E2,0.13:0.73:-:0.28:1.00:0.15:0.16:0.27:0.08,3.8E3,1.43E3,1.00:0.38,15.41,,
,0.33,3.67,654.8006,7.97 - 9.43,1,1.2E3,654.7992,8.67,2.02E3,654.7999,9.33,6.65E2,654.8002,8.66,1.15E3,654.8010,8.89,1.48E3,654.8033,8.79,1.59E3,654.8004,8.09,8.37E2,-,-,-,654.7989,8.66,8.46E2,654.8018,8.80,1.18E3,1.27:0.42:0.72:0.93:1.00:0.53:-:0.53:0.74,1.29E3,1.01E3,1.00:0.79,8.73,,
,0.33,5.02,498.7787,6.88 - 12.79,1,896.3,498.7790,8.00,6.22E2,-,-,-,498.7782,8.33,8.44E2,498.7796,8.54,3.2E3,498.7783,8.20,3.5E2,498.7780,7.86,4.46E2,498.7788,8.05,1.06E3,498.7783,8.37,5E2,498.7794,6.92,1.42E2,1.78:-:2.41:9.15:1.00:1.27:3.03:1.43:0.41,1.09E3,5.68E2,1.00:0.52,8.03,,
,0.33,3.43,484.8810,19.31 - 20.18,1,1.4E3,484.8812,19.87,1.65E3,484.8806,19.50,1.41E3,484.8792,19.47,2.08E3,484.8811,19.48,1.51E3,484.8818,20.14,4.23E2,484.8804,19.74,1.11E3,484.8819,19.53,2.15E3,484.8819,19.65,1.05E3,-,-,-,3.89:3.33:4.93:3.56:1.00:2.63:5.08:2.49:-,1.36E3,1.6E3,1.00:1.17,19.67,,
,0.33,4.70,498.7788,8.53 - 10.05,1,802.9,498.7788,9.54,7.64E2,-,-,-,498.7776,9.77,1.35E3,498.7791,9.27,6.66E2,498.7784,8.79,1.06E3,498.7786,9.24,9.54E2,498.7794,9.26,7.51E2,498.7795,9.98,1.84E2,498.7793,9.17,6.92E2,0.72:-:1.27:0.63:1.00:0.90:0.71:0.17:0.65,9.59E2,5.42E2,1.00:0.57,9.38,,
,0.33,5.70,768.7865,6.58 - 7.92,1,670,768.7843,7.19,1.45E3,-,-,-,768.7924,7.28,2.2E2,768.7855,7.25,6.23E2,768.7861,6.95,4.69E2,768.7848,7.20,1.5E3,768.7878,7.07,3.64E2,768.7852,6.67,3.86E2,768.7859,7.28,3.51E2,3.09:-:0.47:1.33:1.00:3.19:0.78:0.82:0.75,8.52E2,3.67E2,1.00:0.43,7.11,,
,0.33,5.54,385.1400,1.00 - 2.45,1,1.1E4,385.1396,1.79,5.34E4,-,-,0,-,-,0,-,-,0,385.1400,1.81,7.82E3,385.1406,1.80,1.87E4,-,-,0,385.1396,1.81,1.79E4,-,-,0,6.83:0:0:0:1.00:2.39:0:2.29:0,1.33E4,5.98E3,1.00:0.45,1.80,,
,0.33,6.24,620.8568,11.99 - 14.89,1,1.6E3,620.8557,12.64,2.13E3,-,-,-,620.8550,12.08,1.88E3,620.8544,12.47,2.06E3,620.8589,12.55,2.92E3,620.8579,13.03,1.4E3,620.8569,13.30,7.77E2,620.8586,12.54,7.29E2,620.8573,12.97,7.99E2,0.73:-:0.64:0.70:1.00:0.48:0.27:0.25:0.27,2.08E3,7.69E2,1.00:0.37,12.70,,
,0.33,3.13,740.8480,8.07 - 10.92,1,1.5E3,740.8484,8.85,1.83E3,-,-,-,740.8459,8.11,3.41E2,740.8448,8.93,8.49E2,740.8491,8.57,3.29E3,740.8495,8.81,1.39E3,740.8492,8.39,4.87E2,740.8473,8.84,3.04E3,740.8494,8.96,8.76E2,0.56:-:0.10:0.26:1.00:0.42:0.15:0.92:0.27,1.54E3,1.47E3,1.00:0.95,8.68,,
,0.33,4.54,625.8655,20.00 - 20.28,1,2.5E3,625.8635,20.17,4.31E3,625.8652,20.18,3.73E3,625.8672,20.22,2.85E3,-,-,0,625.8668,20.21,2.63E3,625.8634,20.16,4.05E3,625.8665,20.22,3.15E3,625.8658,20.18,2.01E3,-,-,0,1.64:1.42:1.08:0:1.00:1.54:1.20:0.76:0,2.93E3,1.72E3,1.00:0.59,20.19,,
,0.33,4.06,739.5587,1.15 - 1.38,1,1.2E3,739.5596,1.26,2.78E3,739.5601,1.31,2.46E3,739.5580,1.28,8.94E2,-,-,0,-,-,0,-,-,0,739.5576,1.28,6.87E2,-,-,0,739.5583,1.30,3.8E3,1.00:0.88:0.32:0:0:0:0.25:0:1.36,1.02E3,1.5E3,1.00:1.46,1.29,,
,0.33,3.37,924.7533,18.86 - 19.31,1,1.5E3,924.7541,19.01,1.27E3,-,-,-,924.7533,19.09,1.69E3,924.7511,18.94,6.53E2,924.7548,18.93,2.32E3,924.7496,18.89,9.99E2,924.7542,18.94,1.51E3,924.7567,19.15,1.9E3,924.7527,18.95,1.39E3,0.55:-:0.73:0.28:1.00:0.43:0.65:0.82:0.60,1.39E3,1.6E3,1.00:1.15,18.99,,
,0.33,4.60,1164.7493,20.11 - 20.24,1,2.3E3,1164.7499,20.19,2.75E3,1164.7451,20.15,3.82E3,1164.7485,20.20,2.39E3,1164.7504,20.15,3.68E3,1164.7534,20.18,3.27E3,-,-,0,-,-,0,1164.7454,20.17,1.89E3,1164.7522,20.17,2.7E3,0.84:1.17:0.73:1.12:1.00:0:0:0.58:0.83,2.65E3,1.53E3,1.00:0.58,20.17,,
,0.33,3.74,858.7623,17.19 - 18.24,1,1.8E3,858.7646,17.79,1.3E3,-,-,-,858.7620,17.53,1.25E3,858.7637,17.21,8.36E2,858.7634,17.88,1.46E3,858.7603,17.89,2.99E3,858.7585,17.83,2.55E3,858.7653,18.11,9.56E2,858.7606,18.05,2.69E3,0.89:-:0.86:0.57:1.00:2.05:1.74:0.65:1.84,1.57E3,2.06E3,1.00:1.31,17.79,,
,0.33,16.35,518.2490,0.74 - 1.56,1,7.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,518.2488,1.44,1.93E4,518.2488,1.43,2.41E4,518.2493,1.44,2.19E4,0:0:0:0:0:0:1.00:1.25:1.13,0,2.17E4,0:1.00,1.44,,
,0.33,7.38,426.1181,2.68 - 3.92,1,2.5E4,-,-,0,-,-,0,426.1181,3.54,6.95E2,426.1194,3.53,3.8E4,426.1181,3.52,4.42E4,-,-,0,426.1180,3.52,7.57E4,426.1171,3.50,6.88E4,-,-,0,0:0:0.02:0.86:1.00:0:1.71:1.56:0,1.38E4,4.82E4,1.00:3.49,3.52,,
,0.33,5.67,856.7728,14.25 - 20.14,1,9.3E3,856.7733,14.47,6.88E3,856.7704,15.12,3.33E3,856.7727,15.09,6.38E3,-,-,-,856.7745,14.88,6.45E3,856.7671,15.53,8.09E3,856.7717,15.11,9.53E3,856.7749,15.96,1.84E3,856.7781,15.26,3.18E4,1.07:0.52:0.99:-:1.00:1.26:1.48:0.29:4.93,6.23E3,1.44E4,1.00:2.31,15.18,,
,0.33,3.36,382.8487,17.37 - 19.38,3,1E3,382.8485,17.87,3.95E2,382.8485,17.90,1.46E3,382.8484,17.54,1.01E3,382.8487,18.07,8.15E2,382.8488,17.80,1.5E3,382.8485,18.18,6.11E2,382.8484,17.85,6.06E2,382.8494,17.93,1.6E3,-,-,-,0.26:0.97:0.67:0.54:1.00:0.41:0.40:1.07:-,9.64E2,1.1E3,1.00:1.15,17.89,,
,0.33,9.67,542.3478,1.89 - 2.64,1,1E4,-,-,0,-,-,0,-,-,0,542.3478,2.57,8.64E3,542.3478,2.56,1.55E4,-,-,0,-,-,0,542.3478,2.56,6.59E4,-,-,0,0:0:0:0.56:1.00:0:0:4.24:0,4.03E3,2.2E4,1.00:5.45,2.56,,
,0.33,16.70,475.9165,0.74 - 1.44,1,1.7E3,475.9160,1.28,3.22E3,475.9167,1.31,6.85E3,475.9161,1.29,2.88E3,-,-,0,-,-,0,475.9170,1.30,2.29E3,-,-,0,-,-,0,-,-,0,1.00:2.12:0.90:0:0:0.71:0:0:0,2.54E3,0,1.00:0,1.30,,
,0.33,6.88,532.8130,11.14 - 14.19,1,1.3E3,532.8118,11.48,1.2E3,532.8123,12.49,3.63E2,532.8124,11.33,6.94E2,532.8125,11.91,7.45E2,532.8138,12.31,6.9E2,532.8135,11.86,1.33E3,532.8131,12.12,4.7E3,-,-,-,532.8146,11.29,4.79E2,1.74:0.53:1.01:1.08:1.00:1.93:6.81:-:0.69,8.38E2,2.59E3,1.00:3.09,11.85,,
,0.33,16.70,584.4274,0.10 - 0.95,1,5.6E4,584.4254,0.14,6.13E4,584.4272,0.87,3.28E3,-,-,0,584.4279,0.86,1.9E3,584.4285,0.85,5.72E3,584.4276,0.84,4.26E5,-,-,0,-,-,0,584.4279,0.85,2.35E3,10.70:0.57:0:0.33:1.00:74.43:0:0:0.41,8.3E4,7.82E2,1.00:0.01,0.74,,
,0.33,3.03,543.8764,11.44 - 13.15,1,208.3,543.8750,11.91,1.85E2,543.8757,13.10,2.85E2,543.8757,11.47,1.4E2,543.8768,11.71,2.48E2,543.8774,12.56,1.8E2,-,-,-,543.8759,12.80,2.28E2,543.8775,11.73,1.39E2,543.8771,12.82,2.62E2,1.03:1.59:0.78:1.38:1.00:-:1.27:0.77:1.46,2.07E2,2.1E2,1.00:1.01,12.26,,
,0.33,9.75,730.5854,6.97 - 7.50,1,2.5E3,730.5852,7.31,3.45E3,730.5853,7.33,5.66E3,-,-,0,730.5850,7.35,1.12E4,-,-,0,-,-,0,-,-,0,-,-,0,730.5862,7.34,1.9E3,1.00:1.64:0:3.26:0:0:0:0:0.55,3.39E3,6.34E2,1.00:0.19,7.33,,
,0.33,4.43,711.8397,11.03 - 11.96,1,811.6,711.8395,11.45,7.19E2,711.8383,11.80,1.34E3,-,-,-,711.8397,11.05,5.91E2,711.8402,11.29,8.7E2,711.8420,11.32,1.21E3,711.8384,11.44,3.41E2,711.8402,11.37,6.04E2,711.8391,11.34,8.13E2,0.83:1.54:-:0.68:1.00:1.39:0.39:0.69:0.93,9.47E2,5.86E2,1.00:0.62,11.38,,
,0.33,4.04,620.8572,12.73 - 15.10,1,1.4E3,620.8558,13.64,1.23E3,-,-,-,620.8586,13.49,1.53E3,620.8558,14.69,9.68E2,620.8568,14.26,7.5E2,620.8581,14.31,1.6E3,620.8574,14.16,1.99E3,620.8569,12.76,2.53E2,620.8581,13.99,2.99E3,1.65:-:2.05:1.29:1.00:2.13:2.66:0.34:3.99,1.22E3,1.74E3,1.00:1.43,13.91,,
,0.33,4.35,702.7283,18.03 - 20.12,1,1.6E4,702.7288,18.41,3.85E4,702.7284,19.23,2.55E4,702.7283,19.36,5.49E3,702.7277,18.66,2.31E4,702.7288,19.52,2.79E3,-,-,-,702.7285,19.34,2.9E3,702.7294,19.35,6.1E3,702.7265,18.94,2.72E4,13.80:9.13:1.97:8.28:1.00:-:1.04:2.19:9.75,1.91E4,1.21E4,1.00:0.63,19.10,,
,0.33,5.77,350.7768,8.57 - 9.93,1,403.2,350.7753,9.56,8.64E2,-,-,-,350.7768,8.95,4.06E2,350.7770,9.23,4.56E2,350.7766,9.32,3.85E2,350.7764,9.80,4.55E2,350.7766,9.35,2.41E2,350.7773,9.11,2.71E2,350.7784,8.64,1.48E2,2.25:-:1.06:1.19:1.00:1.18:0.63:0.70:0.38,5.13E2,2.2E2,1.00:0.43,9.24,,
,0.33,17.08,546.2801,1.67 - 2.40,1,8.2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,546.2800,2.29,1.83E4,546.2802,2.31,2.75E4,546.2803,2.28,2.76E4,0:0:0:0:0:0:1.00:1.50:1.51,0,2.45E4,0:1.00,2.29,,
,0.33,5.11,554.7928,7.25 - 8.45,1,1.1E3,554.7928,7.86,1.08E3,554.7935,7.96,9.26E2,554.7913,7.64,1.54E3,-,-,-,554.7936,7.71,1.07E3,554.7925,7.74,1.98E3,554.7935,8.32,4.53E2,554.7926,7.61,4.17E2,554.7930,7.88,1.15E3,1.01:0.86:1.44:-:1.00:1.85:0.42:0.39:1.07,1.32E3,6.72E2,1.00:0.51,7.84,,
,0.33,17.16,283.2546,3.02 - 3.92,1,1.3E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,283.2545,3.77,6.5E5,283.2547,3.78,4.89E5,0:0:0:0:0:0:0:1.00:0.75,0,3.8E5,0:1.00,3.77,,
,0.33,13.21,381.2312,0.11 - 2.19,1,5.5E4,381.2307,2.04,7.84E3,381.2314,2.08,2.43E4,381.2314,2.04,7.05E3,381.2315,2.05,3.68E4,381.2314,2.05,1.46E4,-,-,0,381.2303,2.04,1.56E5,-,-,0,381.2314,2.06,2.47E5,0.54:1.67:0.48:2.53:1.00:0:10.69:0:16.97,1.51E4,1.34E5,1.00:8.89,2.05,,
,0.33,5.74,562.8057,8.50 - 9.35,2,740,562.8047,9.11,8.86E2,562.8054,8.86,7.21E2,562.8060,8.54,3.03E2,-,-,-,562.8065,8.84,1.2E3,562.8059,9.17,1.57E3,562.8052,8.99,6.28E2,562.8054,8.73,3.57E2,562.8068,8.96,2.57E2,0.74:0.60:0.25:-:1.00:1.31:0.52:0.30:0.21,9.36E2,4.14E2,1.00:0.44,8.90,,
,0.33,17.72,704.3808,3.84 - 4.00,1,8.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,704.3805,3.88,2.15E4,704.3811,3.92,2.65E4,704.3808,3.89,2.47E4,0:0:0:0:0:0:1.00:1.23:1.15,0,2.42E4,0:1.00,3.90,,
,0.33,5.50,552.8708,5.93 - 10.51,1,1.4E3,552.8699,6.27,6.49E2,-,-,-,552.8693,6.24,1.12E3,552.8694,6.38,8.93E2,552.8716,6.33,1.12E3,552.8719,6.71,9.52E2,552.8712,7.07,4.8E3,552.8713,6.54,7.17E2,552.8718,6.36,5.59E2,0.58:-:1.00:0.79:1.00:0.85:4.27:0.64:0.50,9.48E2,2.03E3,1.00:2.14,6.49,,
,0.33,4.38,427.8590,20.42 - 21.60,1,286.8,-,-,-,427.8591,20.43,1.91E2,427.8585,21.24,2E2,427.8581,20.86,2.34E2,427.8588,21.28,6.1E2,427.8582,21.24,4.25E2,427.8583,21.04,2.2E2,427.8614,21.28,1.66E2,427.8594,20.97,2.48E2,-:0.31:0.33:0.38:1.00:0.70:0.36:0.27:0.41,3.32E2,2.12E2,1.00:0.64,21.04,,
,0.33,3.92,690.7714,13.62 - 14.67,1,803.5,690.7721,13.69,6.71E2,690.7684,13.99,8.98E2,690.7740,13.86,1.16E3,690.7722,14.36,4.74E2,690.7743,14.17,2.5E2,690.7684,14.26,9.68E2,-,-,-,690.7689,14.42,2.75E2,690.7725,14.15,1.74E3,2.69:3.60:4.63:1.90:1.00:3.88:-:1.10:6.95,7.36E2,1.01E3,1.00:1.37,14.11,,
,0.33,9.90,269.2119,0.03 - 7.29,1,9.6E5,-,-,0,269.2117,2.29,7.12E5,-,-,0,269.2120,1.82,6.87E5,269.2123,1.83,1.01E6,-,-,0,-,-,0,269.2117,1.83,3.51E6,269.2117,1.82,2.73E6,0:0.70:0:0.68:1.00:0:0:3.46:2.69,4.02E5,2.08E6,1.00:5.17,1.92,,
,0.33,3.05,982.7095,19.33 - 20.08,1,1E3,982.7101,19.96,1.25E3,982.7064,19.56,6.29E2,982.7086,19.79,1.08E3,-,-,-,982.7090,19.72,1.38E3,982.7129,19.74,6.81E2,982.7069,20.05,8.67E2,982.7124,19.70,1.07E3,982.7100,19.41,1.12E3,0.90:0.45:0.78:-:1.00:0.49:0.63:0.78:0.81,1E3,1.02E3,1.00:1.02,19.74,,
,0.33,5.25,492.1265,1.98 - 9.88,1,2.8E5,492.1260,4.24,2.89E5,492.1258,4.32,5.45E5,492.1263,4.34,3.17E5,492.1259,4.28,2.4E5,492.1269,4.44,2.53E5,492.1263,4.44,3.65E5,492.1259,4.44,1.79E5,492.1275,4.81,1.58E5,492.1280,4.88,1.79E5,1.14:2.16:1.25:0.95:1.00:1.44:0.71:0.62:0.71,3.35E5,1.72E5,1.00:0.51,4.47,,
,0.33,5.57,564.7685,10.67 - 13.64,1,993.3,564.7683,11.10,8.06E2,564.7688,10.79,7.38E2,564.7672,11.37,5.83E2,-,-,-,564.7695,11.89,9.88E2,564.7675,11.35,3.53E2,564.7687,11.66,3.34E3,564.7697,11.42,4.84E2,564.7684,11.07,6.52E2,0.82:0.75:0.59:-:1.00:0.36:3.38:0.49:0.66,6.94E2,1.49E3,1.00:2.15,11.33,,
,0.33,3.76,528.8524,4.12 - 6.76,1,2E3,528.8520,5.19,4.95E3,528.8511,6.01,8.1E2,528.8518,4.19,7.94E2,528.8542,5.85,1.24E3,528.8529,5.49,2.47E3,528.8522,5.34,6.97E2,-,-,-,528.8518,4.60,7.65E2,528.8531,5.28,3.94E3,2.01:0.33:0.32:0.50:1.00:0.28:-:0.31:1.60,1.83E3,2.35E3,1.00:1.29,5.24,,
,0.33,4.01,337.1830,16.58 - 19.43,1,3.8E3,337.1825,17.31,4.93E3,337.1828,17.62,1.57E3,337.1825,16.63,2.08E3,337.1826,17.33,6.66E3,-,-,-,337.1833,17.16,6.22E3,337.1833,16.84,5E3,337.1828,18.10,4E2,337.1840,17.87,3.87E3,1.00:0.32:0.42:1.35:-:1.26:1.01:0.08:0.78,4.29E3,3.09E3,1.00:0.72,17.36,,
,0.33,3.82,858.7647,14.76 - 16.23,1,1.3E3,858.7642,15.06,9.92E2,858.7647,15.83,1.18E3,858.7635,14.81,3.52E2,858.7684,15.62,1.79E3,858.7642,15.41,1.49E3,858.7595,15.43,1.18E3,858.7651,15.67,7.6E2,-,-,-,858.7677,15.83,2.32E3,0.66:0.79:0.24:1.20:1.00:0.79:0.51:-:1.55,1.17E3,1.54E3,1.00:1.32,15.46,,
,0.33,3.90,375.1461,0.26 - 0.62,1,2.1E4,-,-,0,-,-,0,375.1463,0.40,1.14E5,-,-,0,-,-,0,-,-,0,375.1460,0.39,7.71E4,-,-,0,-,-,0,0:0:1.00:0:0:0:0.68:0:0,1.9E4,2.57E4,1.00:1.35,0.39,,
,0.33,3.75,698.2884,14.39 - 15.70,2,362.5,698.2889,14.49,5.28E2,698.2864,14.63,1.23E2,698.2911,14.45,3.89E2,698.2866,15.11,3.75E2,698.2900,14.79,1.71E2,698.2875,15.62,4.41E2,698.2877,14.81,4.98E2,698.2891,15.01,3.75E2,-,-,-,3.09:0.72:2.28:2.19:1.00:2.58:2.91:2.19:-,3.38E2,4.36E2,1.00:1.29,14.86,,
,0.33,17.95,525.2827,0.80 - 1.38,1,6.9E3,-,-,0,-,-,0,-,-,0,-,-,0,525.2837,1.26,1.64E3,-,-,0,525.2823,1.27,1.66E4,525.2822,1.26,2.48E4,525.2826,1.26,1.94E4,0:0:0:0:1.00:0:10.15:15.12:11.83,2.73E2,2.03E4,1.00:74.20,1.26,,
,0.33,4.93,710.8284,12.77 - 14.03,1,1.3E3,710.8280,12.93,2.94E3,-,-,-,710.8271,13.18,8E2,710.8273,13.38,2.02E3,710.8292,13.76,1.19E3,710.8256,13.93,8.25E2,710.8300,13.71,5.27E2,710.8293,13.28,8.05E2,710.8304,13.16,1.19E3,2.47:-:0.67:1.70:1.00:0.69:0.44:0.68:1.00,1.56E3,8.42E2,1.00:0.54,13.42,,
,0.33,17.56,490.1109,1.84 - 3.27,1,7.2E4,490.1109,3.09,1.11E5,490.1109,3.14,1.95E5,490.1109,3.11,1.37E5,-,-,0,-,-,0,490.1110,3.09,2.08E5,-,-,0,-,-,0,-,-,0,1.00:1.76:1.24:0:0:1.88:0:0:0,1.08E5,0,1.00:0,3.11,,
,0.33,3.85,866.7991,12.30 - 18.24,1,6.8E3,-,-,-,866.7992,13.81,1.09E4,866.8021,13.14,2.66E3,866.8002,14.32,9.21E3,866.8027,13.10,1.09E4,866.7986,12.67,3.71E3,866.7987,14.02,2.45E3,866.7967,12.87,9.35E3,866.7949,13.33,4.92E3,-:1.01:0.24:0.85:1.00:0.34:0.22:0.86:0.45,7.48E3,5.57E3,1.00:0.74,13.41,,
,0.33,6.16,438.8214,3.83 - 9.24,3,1.5E4,438.8207,3.96,1.72E4,-,-,-,438.8216,4.01,7.44E3,438.8221,4.24,3.17E4,438.8213,4.04,2.98E4,438.8221,4.29,9.89E3,438.8206,4.46,2.26E3,438.8212,4.27,6.54E3,438.8216,4.27,1.41E4,0.58:-:0.25:1.06:1.00:0.33:0.08:0.22:0.47,1.92E4,7.63E3,1.00:0.40,4.19,,
,0.33,5.31,456.1302,1.80 - 4.30,1,3.2E4,456.1308,3.10,2.63E4,456.1309,3.14,5.69E4,456.1308,3.11,3.38E4,456.1295,3.78,2.62E4,456.1279,3.77,1.89E4,456.1309,3.09,6.61E4,-,-,0,-,-,0,456.1309,2.64,5.59E4,1.39:3.00:1.79:1.38:1.00:3.49:0:0:2.95,3.81E4,1.86E4,1.00:0.49,3.23,,
,0.33,4.19,671.7970,4.69 - 6.33,1,235.1,671.8009,5.75,5.01E2,671.7968,6.28,1.49E2,671.7988,6.07,2.27E2,671.7999,5.01,2.39E2,671.7937,5.35,1.6E2,671.7948,5.69,3.09E2,671.8000,4.71,1.89E2,671.7977,5.37,1.66E2,671.7899,5.30,1.76E2,3.13:0.93:1.42:1.49:1.00:1.93:1.18:1.04:1.10,2.64E2,1.77E2,1.00:0.67,5.50,,
,0.33,3.40,515.8979,11.29 - 13.11,1,252.4,515.8966,11.38,3.4E2,515.8987,13.07,1.85E2,-,-,-,515.8975,11.56,2.47E2,515.8975,12.50,2.98E2,515.8976,11.40,2.58E2,515.8980,11.51,2.54E2,515.8996,12.17,1.47E2,515.8978,12.07,2.89E2,1.14:0.62:-:0.83:1.00:0.86:0.85:0.49:0.97,2.66E2,2.3E2,1.00:0.87,11.96,,
,0.33,3.17,800.8041,16.15 - 17.41,1,974.1,800.8014,17.20,7.3E2,800.8027,16.79,7.58E2,-,-,-,800.8046,17.31,1.19E3,800.8059,16.62,1.47E3,800.8041,16.51,8.32E2,800.8033,16.20,6.17E2,800.8058,17.05,6.45E2,800.8052,16.54,1.55E3,0.50:0.51:-:0.81:1.00:0.56:0.42:0.44:1.05,9.97E2,9.36E2,1.00:0.94,16.78,,
,0.33,3.78,814.7921,10.26 - 11.81,1,387,814.7943,10.95,4.1E2,814.7839,11.77,2.5E2,-,-,-,814.7949,10.66,5.6E2,814.7950,11.27,5.94E2,814.7906,10.87,3.11E2,814.7916,11.13,4.7E2,814.7928,10.31,2.11E2,814.7933,10.50,2.9E2,0.69:0.42:-:0.94:1.00:0.52:0.79:0.35:0.49,4.25E2,3.24E2,1.00:0.76,10.93,,
,0.33,3.41,566.7654,13.02 - 14.86,1,1.4E3,566.7632,13.43,1.64E3,566.7660,13.77,4.58E2,566.7646,13.07,1.98E3,566.7647,13.73,1.49E3,566.7673,13.67,1.56E3,566.7650,13.63,1.33E3,566.7653,14.70,6.08E2,566.7670,13.30,1.82E3,-,-,-,1.05:0.29:1.27:0.95:1.00:0.85:0.39:1.16:-,1.41E3,1.21E3,1.00:0.86,13.66,,
,0.33,5.56,770.7244,13.51 - 16.98,1,1.2E3,770.7219,14.27,4.1E2,770.7208,13.60,3.57E2,770.7290,14.29,5.2E2,770.7249,14.75,1.36E3,770.7274,14.65,2.07E3,770.7255,14.60,3.86E2,770.7236,15.13,3.21E2,770.7224,14.42,4.29E3,770.7241,13.75,1.04E3,0.20:0.17:0.25:0.65:1.00:0.19:0.15:2.07:0.50,8.51E2,1.89E3,1.00:2.22,14.38,,
,0.33,4.91,924.7604,11.00 - 12.70,1,699,924.7642,11.99,8.24E2,924.7603,12.66,4.62E2,924.7541,11.06,4.36E2,-,-,-,924.7601,11.25,8.11E2,924.7620,11.70,1.7E3,924.7598,11.34,4.41E2,924.7616,11.04,2.77E2,924.7615,11.70,6.46E2,1.02:0.57:0.54:-:1.00:2.09:0.54:0.34:0.80,8.46E2,4.55E2,1.00:0.54,11.59,,
,0.33,4.28,646.2703,9.18 - 10.67,2,410.6,646.2694,9.37,5.94E2,646.2695,9.23,4.8E2,646.2696,9.23,3.93E2,646.2698,9.56,3.24E2,646.2697,9.26,7.11E2,646.2699,10.59,1.97E2,-,-,-,646.2726,9.45,3.45E2,646.2721,9.69,2.42E2,0.83:0.67:0.55:0.45:1.00:0.28:-:0.48:0.34,4.5E2,2.93E2,1.00:0.65,9.55,,
,0.33,3.97,720.7966,4.83 - 6.55,1,1.6E3,720.7959,5.21,1.55E3,720.7959,5.63,4.29E2,720.7959,5.66,1.12E3,720.7986,5.61,4.44E3,-,-,-,720.7946,5.77,1.57E3,720.7996,4.97,1.19E3,720.7947,6.25,1.22E3,720.7977,6.10,1.51E3,1.00:0.28:0.72:2.87:-:1.02:0.77:0.79:0.97,1.82E3,1.31E3,1.00:0.72,5.65,,
,0.33,8.41,507.9386,1.21 - 1.57,1,2.2E3,-,-,0,507.9384,1.47,5.12E3,507.9387,1.44,3.45E3,507.9383,1.44,3.39E3,507.9393,1.43,1.49E3,507.9387,1.43,4.43E3,-,-,0,-,-,0,507.9379,1.44,2.19E3,0:3.43:2.31:2.27:1.00:2.97:0:0:1.47,2.98E3,7.3E2,1.00:0.25,1.44,,
,0.33,17.44,485.0376,2.22 - 2.57,1,1.3E3,-,-,0,-,-,0,485.0381,2.47,1.73E3,485.0370,2.43,4.96E3,485.0375,2.44,2.74E3,485.0379,2.43,1.94E3,-,-,0,-,-,0,-,-,0,0:0:0.63:1.81:1.00:0.71:0:0:0,1.9E3,0,1.00:0,2.45,,
,0.33,12.76,808.8354,13.03 - 18.27,1,6.4E3,808.8370,13.78,2.47E3,808.8356,14.36,7.04E2,808.8362,13.11,9.25E2,808.8362,14.92,2.51E3,808.8361,14.22,1.76E3,808.8340,14.48,2.58E3,808.8328,14.45,3.12E4,808.8358,14.81,7.8E3,808.8345,14.15,7.47E3,1.41:0.40:0.53:1.43:1.00:1.47:17.77:4.43:4.25,1.82E3,1.55E4,1.00:8.49,14.25,,
