Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS1_A00_neg m/z,CLVS1_A00_neg RT mean,CLVS1_A00_neg Normalized Area,CLVS1_A04_neg m/z,CLVS1_A04_neg RT mean,CLVS1_A04_neg Normalized Area,CLVS1_A05_neg m/z,CLVS1_A05_neg RT mean,CLVS1_A05_neg Normalized Area,CLVS1_A06_neg m/z,CLVS1_A06_neg RT mean,CLVS1_A06_neg Normalized Area,CLVS1_A07_neg m/z,CLVS1_A07_neg RT mean,CLVS1_A07_neg Normalized Area,CLVS1_A08_neg m/z,CLVS1_A08_neg RT mean,CLVS1_A08_neg Normalized Area,CLVS1_A09_neg m/z,CLVS1_A09_neg RT mean,CLVS1_A09_neg Normalized Area,CLVS1_A10_neg m/z,CLVS1_A10_neg RT mean,CLVS1_A10_neg Normalized Area,CLVS1_A11_neg m/z,CLVS1_A11_neg RT mean,CLVS1_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.09,9.26,383.3521,6.72 - 7.28,2,563.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,383.3521,6.99,5.07E3,0:0:0:0:0:0:0:0:1.00,0,1.69E3,0:1.00,6.99,,
,0.09,9.26,1085.0757,10.29 - 10.51,1,611.3,-,-,0,-,-,0,-,-,0,1085.0757,10.45,5.5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.17E2,0,1.00:0,10.45,,
,0.09,9.26,919.8458,16.72 - 16.85,1,582.7,-,-,0,-,-,0,919.8458,16.77,5.24E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8.74E2,0,1.00:0,16.77,,
,0.09,9.26,368.9602,6.01 - 6.33,3,74.1,-,-,0,-,-,0,368.9595,6.28,2.12E2,-,-,0,368.9614,6.04,2.67E2,368.9597,6.27,1.87E2,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.26:0.88:0:0:0,1.11E2,0,1.00:0,6.19,,
,0.10,9.26,745.1365,6.05 - 6.30,1,1.2E3,-,-,0,-,-,0,-,-,0,745.1365,6.17,1.07E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.79E3,0,1.00:0,6.17,,
,0.10,9.26,958.0710,6.87 - 7.13,1,1.9E3,-,-,0,-,-,0,-,-,0,958.0710,6.99,1.67E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.79E3,0,1.00:0,6.99,,
,0.10,9.26,772.7342,21.19 - 21.91,1,189.8,772.7413,21.24,1.87E2,772.7305,21.70,3.98E2,772.7305,21.76,5.08E2,772.7347,21.76,1.94E2,-,-,0,772.7340,21.88,4.22E2,-,-,0,-,-,0,-,-,0,1.00:2.13:2.72:1.04:0:2.26:0:0:0,2.85E2,0,1.00:0,21.67,,
,0.09,9.26,1039.2157,12.13 - 12.53,1,928.9,-,-,0,-,-,0,-,-,0,1039.2157,12.34,8.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.39E3,0,1.00:0,12.34,,
,0.09,9.26,1380.2239,15.77 - 16.26,1,659.1,-,-,0,-,-,0,-,-,0,1380.2239,15.94,5.93E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.89E2,0,1.00:0,15.94,,
,0.09,9.26,819.8324,20.12 - 20.23,2,369,-,-,0,-,-,0,-,-,0,-,-,0,819.8329,20.18,1.93E3,819.8319,20.19,1.39E3,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0.72:0:0:0,5.53E2,0,1.00:0,20.19,,
,0.09,9.26,452.7758,0.00 - 0.10,1,573.4,-,-,0,-,-,0,452.7752,0.05,1.6E3,452.7757,0.05,1.1E3,452.7766,0.05,1.34E3,452.7755,0.04,1.11E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0.69:0.84:0.69:0:0:0,8.6E2,0,1.00:0,0.05,,
,0.10,9.26,377.0208,0.19 - 0.32,1,1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,377.0208,0.22,9.25E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,3.08E3,0:1.00,0.22,,
,0.10,9.26,1307.3276,14.60 - 14.77,1,1.7E3,-,-,0,-,-,0,-,-,0,1307.3276,14.69,1.49E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.48E3,0,1.00:0,14.69,,
,0.10,9.26,526.7946,1.01 - 1.82,1,147.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,526.7943,1.73,5.55E2,526.7946,1.09,5.46E2,526.7949,1.79,2.28E2,0:0:0:0:0:0:1.00:0.98:0.41,0,4.43E2,0:1.00,1.54,,
,0.10,9.26,549.9342,1.39 - 1.76,1,709.2,-,-,0,549.9342,1.67,6.38E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.06E3,0,1.00:0,1.67,,
,0.10,9.26,1221.1285,12.08 - 12.84,1,2.6E3,-,-,0,-,-,0,-,-,0,1221.1285,12.50,2.34E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.9E3,0,1.00:0,12.50,,
,0.10,9.26,702.4707,5.06 - 5.59,1,1.1E3,-,-,0,702.4707,5.47,1.01E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.69E3,0,1.00:0,5.47,,
,0.12,9.26,664.8263,19.03 - 20.23,1,3E3,664.8281,19.77,6.2E3,664.8261,19.10,2.53E3,664.8247,20.06,5.86E3,-,-,0,664.8245,20.09,4.92E3,664.8279,19.73,7.39E3,-,-,0,-,-,0,-,-,0,1.00:0.41:0.94:0:0.79:1.19:0:0:0,4.48E3,0,1.00:0,19.75,,
,0.09,9.26,536.3564,6.06 - 6.51,1,760.6,-,-,0,536.3564,6.27,6.85E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.14E3,0,1.00:0,6.27,,
,0.09,9.26,439.3164,0.34 - 0.66,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,439.3164,0.55,1.02E4,0:0:0:0:0:0:0:0:1.00,0,3.41E3,0:1.00,0.55,,
,0.09,9.26,680.5938,9.90 - 10.36,1,563,-,-,0,-,-,0,680.5938,10.23,5.07E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8.44E2,0,1.00:0,10.23,,
,0.09,9.26,600.2467,8.87 - 9.73,1,997.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,600.2467,9.26,8.97E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.99E3,0:1.00,9.26,,
,0.09,9.26,581.8677,19.51 - 20.09,1,890.9,-,-,0,581.8673,19.94,1.69E3,581.8676,19.65,3.03E3,-,-,0,581.8674,19.85,1.31E3,581.8684,19.82,1.98E3,-,-,0,-,-,0,-,-,0,0:1.00:1.79:0:0.78:1.17:0:0:0,1.34E3,0,1.00:0,19.81,,
,0.13,9.25,473.6513,0.11 - 0.19,1,1.1E5,-,-,0,-,-,0,-,-,0,473.6511,0.15,4.14E5,-,-,0,473.6516,0.16,5.47E5,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:1.32:0:0:0,1.6E5,0,1.00:0,0.16,,
,0.36,9.25,738.6970,15.70 - 15.87,1,1E3,738.6967,15.79,1.04E3,738.6971,15.81,1.09E3,738.6987,15.81,2.19E3,-,-,0,-,-,0,738.6961,15.78,4.01E3,-,-,0,-,-,0,738.6967,15.79,1.08E3,1.00:1.05:2.11:0:0:3.86:0:0:1.04,1.39E3,3.59E2,3.87:1.00,15.79,,
,0.09,9.25,743.1376,16.83 - 17.25,1,656.1,-,-,0,-,-,0,-,-,0,743.1376,17.00,5.9E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,9.84E2,0,1.00:0,17.00,,
,0.11,9.25,1240.1455,12.65 - 13.24,1,6.7E3,-,-,0,-,-,0,-,-,0,1240.1455,12.91,6.05E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.01E4,0,1.00:0,12.91,,
,0.11,9.25,621.9564,2.10 - 2.66,1,1.8E3,621.9565,2.49,9.27E2,621.9564,2.55,1.37E4,621.9562,2.50,1.5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:14.77:1.62:0:0:0:0:0:0,2.69E3,0,1.00:0,2.51,,
,0.11,9.25,712.6446,13.91 - 14.14,1,383.8,712.6437,14.02,1.43E3,-,-,0,712.6454,14.05,2.02E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.41:0:0:0:0:0:0,5.76E2,0,1.00:0,14.03,,
,0.11,9.25,879.2137,6.89 - 7.13,1,2.1E3,-,-,0,-,-,0,-,-,0,879.2137,7.00,1.87E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.12E3,0,1.00:0,7.00,,
,0.11,9.25,801.7550,7.27 - 9.02,1,158.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,801.7528,7.71,4.05E2,801.7548,8.99,6.2E2,801.7574,7.29,4.03E2,0:0:0:0:0:0:1.00:1.53:1.00,0,4.76E2,0:1.00,8.00,,
,0.11,9.25,402.8491,0.04 - 1.23,1,1.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,402.8491,0.04,1.65E4,-,-,0,0:0:0:0:0:0:0:1.00:0,0,5.5E3,0:1.00,0.04,,
,0.11,9.25,461.2538,1.21 - 1.60,1,601.9,-,-,0,461.2540,1.39,2.39E3,-,-,0,-,-,0,-,-,0,461.2536,1.35,3.03E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.27:0:0:0,9.03E2,0,1.00:0,1.37,,
,0.13,9.25,966.1954,11.09 - 12.21,1,3.1E4,-,-,0,-,-,0,-,-,0,966.1954,11.59,2.82E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.71E4,0,1.00:0,11.59,,
,0.13,9.25,698.6505,0.04 - 0.15,1,2E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,698.6505,0.04,1.83E4,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.11E3,0:1.00,0.04,,
,0.13,9.25,750.4221,4.24 - 4.39,1,326.7,-,-,0,750.4214,4.35,2.24E3,-,-,0,-,-,0,750.4229,4.29,6.98E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.31:0:0:0:0,4.9E2,0,1.00:0,4.32,,
,0.13,9.25,516.6747,0.12 - 0.20,1,2.2E4,516.6747,0.17,1.98E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.31E4,0,1.00:0,0.17,,
,0.13,9.25,628.7163,0.04 - 0.13,1,2.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,628.7163,0.04,2.49E4,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.31E3,0:1.00,0.04,,
,0.13,9.25,965.4366,6.69 - 6.84,1,223.3,-,-,0,965.4370,6.74,1.61E3,965.4361,6.74,4.04E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.25:0:0:0:0:0:0,3.35E2,0,1.00:0,6.74,,
,0.09,9.25,649.5519,7.13 - 7.73,1,803.7,649.5519,7.54,7.23E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.21E3,0,1.00:0,7.54,,
,0.09,9.25,1149.2618,12.84 - 13.00,1,327,-,-,0,-,-,0,-,-,0,1149.2618,12.91,2.94E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.9E2,0,1.00:0,12.91,,
,0.09,9.25,681.8249,11.80 - 13.62,1,902,681.8257,13.37,1.04E3,681.8271,11.83,1.31E3,681.8237,12.49,3.52E3,-,-,0,681.8230,12.92,1.59E3,681.8250,12.45,6.48E2,-,-,0,-,-,0,-,-,0,1.00:1.26:3.38:0:1.53:0.62:0:0:0,1.35E3,0,1.00:0,12.61,,
,0.09,9.25,882.0562,4.75 - 5.91,1,2.1E3,-,-,0,882.0562,5.18,1.88E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.14E3,0,1.00:0,5.18,,
,0.09,9.25,648.4041,3.39 - 3.55,1,709.9,-,-,0,-,-,0,648.4041,3.51,6.39E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.06E3,0,1.00:0,3.51,,
,0.09,9.25,1338.2723,14.35 - 14.57,1,503.1,-,-,0,-,-,0,-,-,0,1338.2723,14.52,4.53E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,7.55E2,0,1.00:0,14.52,,
,0.09,9.25,806.1031,8.39 - 9.36,1,936.6,-,-,0,-,-,0,-,-,0,806.1031,9.15,8.43E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.4E3,0,1.00:0,9.15,,
,0.09,9.25,343.8950,1.16 - 6.58,1,3.8E4,-,-,0,343.8969,3.44,3.37E5,343.8959,4.03,1.91E3,-,-,0,-,-,0,343.8922,2.93,3.25E2,-,-,0,-,-,0,-,-,0,0:1.00:0.01:0:0:0.00:0:0:0,5.65E4,0,1.00:0,3.47,,
,0.09,9.25,829.5176,8.39 - 8.76,1,573.4,-,-,0,829.5176,8.61,5.16E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,8.6E2,0,1.00:0,8.61,,
,0.09,9.25,820.1860,7.85 - 8.04,1,286.2,-,-,0,-,-,0,-,-,0,820.1860,7.98,2.58E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.29E2,0,1.00:0,7.98,,
,0.09,9.25,1425.2368,15.33 - 15.58,1,568.1,-,-,0,-,-,0,-,-,0,1425.2368,15.45,5.11E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.52E2,0,1.00:0,15.45,,
,0.09,9.25,723.4993,4.88 - 5.36,1,414.1,-,-,0,723.4993,5.24,3.73E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,6.21E2,0,1.00:0,5.24,,
,0.09,9.25,829.1942,5.65 - 5.83,1,319,-,-,0,-,-,0,-,-,0,829.1942,5.77,2.87E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.78E2,0,1.00:0,5.77,,
,0.09,9.25,1145.0969,12.50 - 12.88,1,736.2,-,-,0,-,-,0,-,-,0,1145.0969,12.68,6.63E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.1E3,0,1.00:0,12.68,,
,0.09,9.25,506.2871,2.15 - 2.30,1,232.5,-,-,0,506.2871,2.23,2.09E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.49E2,0,1.00:0,2.23,,
,0.09,9.25,423.1501,0.57 - 0.69,1,275.1,423.1501,0.61,2.48E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.13E2,0,1.00:0,0.61,,
,0.09,9.25,492.3082,2.36 - 2.93,1,1.1E3,-,-,0,492.3082,2.87,9.81E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.64E3,0,1.00:0,2.87,,
,0.09,9.24,1029.2488,9.43 - 9.82,1,557.8,-,-,0,-,-,0,-,-,0,1029.2488,9.66,5.02E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.37E2,0,1.00:0,9.66,,
,0.09,9.24,1075.2415,11.65 - 11.81,1,306.6,-,-,0,-,-,0,-,-,0,1075.2415,11.72,2.76E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.6E2,0,1.00:0,11.72,,
,0.09,9.24,1380.2178,16.01 - 16.37,1,562.7,-,-,0,-,-,0,-,-,0,1380.2178,16.15,5.06E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.44E2,0,1.00:0,16.15,,
,0.09,9.24,567.3904,2.36 - 2.90,1,448.7,-,-,0,-,-,0,567.3904,2.85,4.04E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.73E2,0,1.00:0,2.85,,
,0.09,9.24,795.1655,5.70 - 5.91,1,243.5,-,-,0,795.1655,5.78,2.19E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.65E2,0,1.00:0,5.78,,
,0.10,9.24,1435.2029,14.93 - 15.27,1,1.6E3,-,-,0,-,-,0,-,-,0,1435.2029,15.09,1.43E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.38E3,0,1.00:0,15.09,,
,0.10,9.24,642.5706,8.14 - 8.61,1,1.2E3,-,-,0,-,-,0,642.5706,8.47,1.08E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.79E3,0,1.00:0,8.47,,
,0.10,9.24,481.2336,2.50 - 2.66,1,377.9,-,-,0,481.2336,2.61,3.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,5.67E2,0,1.00:0,2.61,,
,0.10,9.24,417.2848,0.62 - 1.88,1,2.8E3,-,-,0,417.2848,1.54,2.55E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.24E3,0,1.00:0,1.54,,
,0.10,9.24,1307.1812,15.23 - 15.79,1,3.4E3,-,-,0,-,-,0,-,-,0,1307.1812,15.46,3.06E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.11E3,0,1.00:0,15.46,,
,0.10,9.24,432.2018,2.03 - 2.49,1,394.1,-,-,0,-,-,0,-,-,0,-,-,0,432.2018,2.44,2.81E3,432.2018,2.44,7.35E2,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0.26:0:0:0,5.91E2,0,1.00:0,2.44,,
,0.10,9.24,937.5367,16.63 - 16.76,1,732.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,937.5367,16.68,6.59E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.2E3,0:1.00,16.68,,
,0.10,9.24,453.2697,9.02 - 9.44,1,770.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,453.2697,9.19,6.93E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.31E3,0:1.00,9.19,,
,0.10,9.24,321.8134,0.00 - 0.11,1,811.2,-,-,0,321.8134,0.06,7.3E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.22E3,0,1.00:0,0.06,,
,0.10,9.24,753.2255,2.92 - 3.08,1,672.3,-,-,0,753.2255,3.02,6.05E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.01E3,0,1.00:0,3.02,,
,0.10,9.24,396.2172,4.98 - 5.49,1,333,-,-,0,396.2174,5.37,1.5E3,-,-,0,396.2171,5.07,1.5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:1.00:0:0:0:0:0,4.99E2,0,1.00:0,5.22,,
,0.10,9.24,838.7845,16.59 - 16.74,1,433.2,-,-,0,838.7826,16.68,8.01E2,-,-,0,-,-,0,-,-,0,838.7864,16.68,3.1E3,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:3.87:0:0:0,6.5E2,0,1.00:0,16.68,,
,0.10,9.24,1322.3262,13.86 - 14.21,1,4.2E3,-,-,0,-,-,0,-,-,0,1322.3262,14.07,3.78E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.3E3,0,1.00:0,14.07,,
,0.10,9.24,1250.3068,12.99 - 13.24,1,1.3E3,-,-,0,-,-,0,-,-,0,1250.3068,13.13,1.14E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.9E3,0,1.00:0,13.13,,
,0.10,9.24,788.5427,8.91 - 9.17,1,1.1E3,-,-,0,-,-,0,788.5427,9.01,1E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.67E3,0,1.00:0,9.01,,
,0.10,9.24,557.3252,6.87 - 7.97,2,957.7,557.3252,7.02,3.18E3,-,-,0,557.3262,6.98,1.92E3,557.3242,7.33,2.45E3,-,-,0,557.3253,7.12,1.07E3,-,-,0,-,-,0,-,-,0,1.00:0:0.60:0.77:0:0.34:0:0:0,1.44E3,0,1.00:0,7.11,,
,0.10,9.24,1233.3101,13.80 - 14.10,1,1.3E3,-,-,0,-,-,0,-,-,0,1233.3101,13.95,1.18E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.96E3,0,1.00:0,13.95,,
,0.10,9.24,1278.0955,11.62 - 14.74,1,1.3E3,-,-,0,-,-,0,-,-,0,1278.0955,11.65,1.19E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.99E3,0,1.00:0,11.65,,
,0.13,9.24,1159.1633,14.66 - 15.23,1,2.2E4,-,-,0,-,-,0,-,-,0,1159.1633,14.99,1.94E5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.24E4,0,1.00:0,14.99,,
,0.13,9.24,638.4617,3.44 - 4.07,1,6.1E3,-,-,0,638.4617,3.90,5.49E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.15E3,0,1.00:0,3.90,,
,0.13,9.24,958.5165,9.12 - 10.04,2,2.3E3,-,-,0,958.5167,9.37,1.91E4,-,-,0,958.5162,9.26,1.62E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.09:0:0:0:0:0,3.45E3,0,1.00:0,9.31,,
,0.13,9.24,1532.2375,15.43 - 16.44,1,1E4,-,-,0,-,-,0,-,-,0,1532.2375,15.89,9.44E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.57E4,0,1.00:0,15.89,,
,0.11,9.24,771.4814,3.65 - 4.08,1,2.3E3,-,-,0,771.4814,3.86,2.04E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.4E3,0,1.00:0,3.86,,
,0.11,9.24,454.8476,20.78 - 22.00,1,1.5E3,-,-,0,-,-,0,454.8473,21.05,5.52E3,-,-,0,-,-,0,454.8479,20.95,7.73E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:1.40:0:0:0,2.21E3,0,1.00:0,21.00,,
,0.10,9.24,847.8109,13.03 - 15.44,1,246.2,-,-,0,847.8104,15.37,5.21E2,847.8113,14.41,4.85E2,847.8107,13.08,3.77E2,847.8082,15.11,4.42E2,847.8141,14.41,3.9E2,-,-,0,-,-,0,-,-,0,0:1.00:0.93:0.72:0.85:0.75:0:0:0,3.69E2,0,1.00:0,14.48,,
,0.10,9.24,797.1614,7.01 - 7.53,1,991.2,-,-,0,-,-,0,-,-,0,797.1614,7.31,8.92E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.49E3,0,1.00:0,7.31,,
,0.10,9.24,1277.0978,14.32 - 14.78,1,1.5E3,-,-,0,-,-,0,-,-,0,1277.0978,14.72,1.33E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.22E3,0,1.00:0,14.72,,
,0.10,9.24,1225.2216,14.82 - 15.17,1,3E3,-,-,0,-,-,0,-,-,0,1225.2216,14.99,2.73E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,4.55E3,0,1.00:0,14.99,,
,0.10,9.24,1237.1449,12.23 - 13.42,1,1E4,-,-,0,-,-,0,-,-,0,1237.1449,12.74,9.01E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.5E4,0,1.00:0,12.74,,
,0.10,9.24,443.8219,6.04 - 6.72,1,845.6,-,-,0,443.8219,6.29,7.61E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.27E3,0,1.00:0,6.29,,
,0.10,9.24,331.9286,0.73 - 1.14,1,971.2,-,-,0,-,-,0,331.9286,1.07,8.74E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,1.46E3,0,1.00:0,1.07,,
,0.10,9.24,525.3018,3.92 - 4.06,1,699.8,-,-,0,-,-,0,-,-,0,-,-,0,525.3018,3.98,6.3E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.05E3,0,1.00:0,3.98,,
,0.10,9.24,369.2744,0.27 - 0.51,1,3.5E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,369.2744,0.44,3.19E4,0:0:0:0:0:0:0:0:1.00,0,1.06E4,0:1.00,0.44,,
,0.11,9.24,868.7308,11.28 - 12.76,1,130.7,-,-,0,868.7289,12.71,2.57E2,868.7360,11.34,4.6E2,-,-,0,868.7274,11.74,4.6E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.79:0:1.79:0:0:0:0,1.96E2,0,1.00:0,11.93,,
,0.10,9.24,595.1003,7.41 - 8.12,1,772.3,-,-,0,-,-,0,-,-,0,595.1003,7.97,6.95E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,1.16E3,0,1.00:0,7.97,,
