Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,ORP10_C00_neg m/z,ORP10_C00_neg RT mean,ORP10_C00_neg Normalized Area,ORP10_C07_neg m/z,ORP10_C07_neg RT mean,ORP10_C07_neg Normalized Area,ORP10_C08_neg m/z,ORP10_C08_neg RT mean,ORP10_C08_neg Normalized Area,ORP10_C09_neg m/z,ORP10_C09_neg RT mean,ORP10_C09_neg Normalized Area,ORP10_C10_neg m/z,ORP10_C10_neg RT mean,ORP10_C10_neg Normalized Area,ORP10_C11_neg m/z,ORP10_C11_neg RT mean,ORP10_C11_neg Normalized Area,ORP10_C04_neg m/z,ORP10_C04_neg RT mean,ORP10_C04_neg Normalized Area,ORP10_C05_neg m/z,ORP10_C05_neg RT mean,ORP10_C05_neg Normalized Area,ORP10_C06_neg m/z,ORP10_C06_neg RT mean,ORP10_C06_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.06,4.30,766.7825,14.77 - 16.51,1,800.4,766.7865,15.41,3.5E3,766.7877,15.12,6.59E2,-,-,0,-,-,0,-,-,0,766.7798,15.18,1.57E3,766.7761,16.37,1.47E3,-,-,0,-,-,0,1.00:0.19:0:0:0:0.45:0.42:0:0,9.55E2,4.91E2,1.95:1.00,15.52,,
,0.06,4.77,736.7746,4.39 - 6.49,1,164.1,736.7748,5.24,4.97E2,736.7769,5.78,4.36E2,-,-,0,-,-,0,-,-,0,736.7762,4.45,2.9E2,736.7703,6.47,2.55E2,-,-,0,-,-,0,1.00:0.88:0:0:0:0.58:0.51:0:0,2.04E2,8.5E1,2.40:1.00,5.48,,
,0.06,3.27,681.8186,17.14 - 18.35,1,197,-,-,0,681.8189,17.67,7.02E2,-,-,0,-,-,0,681.8213,17.92,5.38E2,-,-,0,681.8164,17.17,3.63E2,681.8176,18.33,1.7E2,-,-,0,0:4.13:0:0:3.17:0:2.14:1.00:0,2.07E2,1.77E2,1.16:1.00,17.77,,
,0.06,10.47,879.2203,6.94 - 7.08,1,107.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,879.2203,6.99,9.69E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.61E2,0,1.00:0,6.99,,
,0.06,10.47,585.2061,0.00 - 0.94,2,35.7,585.2051,0.03,1.48E2,585.2070,0.89,1.73E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:1.17:0:0:0:0:0:0:0,5.36E1,0,1.00:0,0.46,,
,0.06,4.60,701.8102,9.52 - 11.14,1,371.7,-,-,0,701.8099,10.66,8.56E2,-,-,0,701.8108,11.01,7.2E2,-,-,0,-,-,0,-,-,0,701.8090,10.55,1.38E3,701.8110,9.60,3.93E2,0:0.62:0:0.52:0:0:0:1.00:0.29,2.63E2,5.9E2,0.45:1.00,10.46,,
,0.06,10.56,1462.0404,20.14 - 20.21,1,96.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1462.0404,20.20,8.69E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.9E2,0:1.00,20.20,,
,0.06,10.64,460.1074,15.62 - 16.50,1,164.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,460.1074,15.75,1.48E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.93E2,0:1.00,15.75,,
,0.06,10.54,884.7975,16.60 - 16.66,1,13,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,884.7975,16.66,1.17E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.94E1,0,1.00:0,16.66,,
,0.06,10.54,306.7725,21.94 - 22.00,1,521.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,306.7725,21.96,4.69E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.56E3,0:1.00,21.96,,
,0.06,6.76,476.7773,1.24 - 2.00,1,331,-,-,0,476.7778,1.35,8.27E2,-,-,0,-,-,0,-,-,0,-,-,0,476.7766,1.93,7.53E2,476.7773,1.39,1.4E3,-,-,0,0:0.59:0:0:0:0:0.54:1.00:0,1.38E2,7.17E2,0.19:1.00,1.56,,
,0.06,5.73,522.7971,9.93 - 12.45,1,188.7,-,-,0,522.7972,10.26,3.05E2,-,-,0,-,-,0,-,-,0,522.7971,10.03,3.04E2,522.7974,12.39,5.81E2,522.7966,10.40,5.08E2,-,-,0,0:0.60:0:0:0:0.60:1.14:1.00:0,1.02E2,3.63E2,0.28:1.00,10.77,,
,0.06,3.53,811.2777,19.26 - 20.14,2,325.5,811.2765,19.31,2.85E2,811.2778,19.82,1.54E3,-,-,0,-,-,0,-,-,0,811.2789,19.34,3.05E2,-,-,0,811.2775,20.07,7.96E2,-,-,0,0.36:1.94:0:0:0:0.38:0:1.00:0,3.56E2,2.65E2,1.34:1.00,19.63,,
,0.06,5.11,602.7997,9.87 - 13.50,1,377.8,602.8002,10.65,3.58E2,602.8004,10.45,4.67E2,-,-,0,-,-,0,-,-,0,602.7976,9.89,6.08E2,602.8005,13.22,1.97E3,-,-,0,-,-,0,1.00:1.30:0:0:0:1.70:5.49:0:0,2.39E2,6.55E2,0.36:1.00,11.05,,
,0.06,3.20,700.8051,9.28 - 11.24,1,572,-,-,0,700.8044,10.29,2.27E3,-,-,0,700.8072,11.02,1.03E3,-,-,0,-,-,0,-,-,0,700.8044,10.19,8.25E2,700.8044,9.46,1.02E3,0:2.75:0:1.25:0:0:0:1.00:1.24,5.51E2,6.15E2,0.90:1.00,10.24,,
,0.06,3.64,849.7487,13.87 - 14.49,1,232.6,849.7512,13.94,6.35E2,849.7441,14.15,2.68E2,-,-,0,-,-,0,-,-,0,849.7524,13.98,6.41E2,849.7468,14.45,5.5E2,-,-,0,-,-,0,1.00:0.42:0:0:0:1.01:0.87:0:0,2.57E2,1.83E2,1.40:1.00,14.13,,
,0.06,10.85,485.0056,0.81 - 0.98,1,85.7,485.0056,0.90,7.71E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.29E2,0,1.00:0,0.90,,
,0.06,3.36,658.8150,14.23 - 15.32,1,247.9,658.8209,14.23,5.54E2,658.8125,14.50,4.91E2,-,-,0,-,-,0,-,-,0,658.8137,14.77,3.41E2,658.8127,15.21,8.45E2,-,-,0,-,-,0,1.00:0.89:0:0:0:0.62:1.52:0:0,2.31E2,2.82E2,0.82:1.00,14.68,,
,0.06,9.46,706.7458,6.20 - 6.95,1,155.7,-,-,0,706.7490,6.27,2.13E2,-,-,0,-,-,0,-,-,0,-,-,0,706.7437,6.85,8.18E2,706.7448,6.29,3.7E2,-,-,0,0:0.57:0:0:0:0:2.21:1.00:0,3.54E1,3.96E2,0.09:1.00,6.47,,
,0.06,3.92,660.7507,18.94 - 20.07,1,82.9,660.7513,18.97,2.66E2,660.7491,20.03,1.91E2,-,-,0,-,-,0,-,-,0,660.7490,19.16,1.12E2,660.7534,19.57,1.77E2,-,-,0,-,-,0,1.00:0.72:0:0:0:0.42:0.67:0:0,9.48E1,5.9E1,1.61:1.00,19.43,,
,0.06,4.17,528.8514,3.02 - 8.74,1,1.6E4,528.8507,3.11,8.65E3,-,-,0,-,-,0,528.8517,3.74,6.02E4,528.8521,3.66,6.95E3,-,-,0,-,-,0,528.8512,3.65,6.83E4,-,-,0,0.13:0:0:0.88:0.10:0:0:1.00:0,1.26E4,2.28E4,0.55:1.00,3.54,,
,0.06,4.37,312.8658,8.12 - 9.24,3,85.8,-,-,0,312.8663,8.58,2.59E2,-,-,0,-,-,0,-,-,0,312.8652,9.04,1.29E2,312.8657,9.19,1.66E2,312.8658,8.18,2.18E2,-,-,0,0:1.19:0:0:0:0.59:0.76:1.00:0,6.46E1,1.28E2,0.50:1.00,8.75,,
,0.06,10.85,952.2393,7.44 - 8.47,1,1.2E3,-,-,0,-,-,0,-,-,0,-,-,0,952.2393,7.48,1.07E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.79E3,0,1.00:0,7.48,,
,0.06,5.13,634.7535,4.81 - 7.44,1,130.2,634.7542,4.84,1.7E2,634.7523,5.94,2.55E2,-,-,0,-,-,0,-,-,0,634.7551,5.64,5.65E2,634.7524,7.42,1.81E2,-,-,0,-,-,0,1.00:1.50:0:0:0:3.32:1.06:0:0,1.65E2,6.02E1,2.74:1.00,5.96,,
,0.06,10.85,586.8241,7.05 - 8.70,1,161.9,586.8202,8.59,6.12E2,-,-,0,586.8257,7.61,4.03E2,-,-,0,586.8247,8.60,2.06E2,586.8256,7.11,2.37E2,-,-,0,-,-,0,-,-,0,1.00:0:0.66:0:0.34:0.39:0:0:0,2.43E2,0,1.00:0,7.98,,
,0.06,10.85,1508.6918,20.12 - 20.21,1,581.4,-,-,0,1508.6984,20.18,3.3E3,-,-,0,-,-,0,1508.6852,20.15,1.94E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.59:0:0:0:0,8.72E2,0,1.00:0,20.16,,
,0.06,10.85,478.7908,21.59 - 21.86,1,67.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,478.7908,21.68,6.08E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,2.03E2,0:1.00,21.68,,
,0.06,5.76,528.8541,12.95 - 18.83,1,1.2E4,-,-,0,528.8549,13.85,7.36E3,-,-,0,-,-,0,-,-,0,528.8544,13.48,3.11E4,-,-,0,528.8528,14.43,2.79E4,528.8543,13.83,3.93E4,0:0.26:0:0:0:1.11:0:1.00:1.41,6.41E3,2.24E4,0.29:1.00,13.90,,
,0.06,5.72,778.8190,13.55 - 15.42,1,335.8,778.8237,15.19,2.91E2,778.8204,15.33,5.13E2,-,-,0,-,-,0,-,-,0,778.8186,14.68,2.99E2,-,-,0,778.8132,13.69,1.92E3,-,-,0,0.15:0.27:0:0:0:0.16:0:1.00:0,1.84E2,6.4E2,0.29:1.00,14.72,,
,0.06,10.66,852.0671,7.45 - 7.71,1,130.6,-,-,0,-,-,0,-,-,0,-,-,0,852.0671,7.55,1.18E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,1.96E2,0,1.00:0,7.55,,
,0.06,10.66,1354.3850,20.15 - 20.21,1,98,-,-,0,1354.3850,20.18,8.82E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.47E2,0,1.00:0,20.18,,
,0.06,5.07,692.8169,19.56 - 20.05,2,161.2,692.8244,19.67,1.71E2,692.8148,19.67,4.43E2,-,-,0,-,-,0,-,-,0,-,-,0,692.8140,19.93,5.07E2,692.8145,20.01,3.3E2,-,-,0,0.52:1.34:0:0:0:0:1.54:1.00:0,1.02E2,2.79E2,0.37:1.00,19.82,,
,0.06,3.06,554.7936,4.08 - 4.87,1,224.4,554.7966,4.13,2.31E2,554.7938,4.77,2.48E2,-,-,0,-,-,0,-,-,0,554.7918,4.54,8.52E2,554.7922,4.78,6.88E2,-,-,0,-,-,0,1.00:1.07:0:0:0:3.68:2.97:0:0,2.22E2,2.29E2,0.97:1.00,4.55,,
,0.06,10.56,890.5172,0.16 - 0.21,2,1.3E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,890.5172,0.18,1.14E5,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.89E4,0,1.00:0,0.18,,
,0.06,10.56,388.7138,1.09 - 1.16,3,5.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,388.7138,1.09,4.63E1,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,7.72E0,0,1.00:0,1.09,,
,0.06,3.24,836.7799,17.24 - 17.89,1,182.8,836.7776,17.25,2.09E2,836.7797,17.53,4.54E2,-,-,0,-,-,0,-,-,0,836.7839,17.70,4.82E2,-,-,0,836.7786,17.85,5E2,-,-,0,0.42:0.91:0:0:0:0.96:0:1.00:0,1.91E2,1.67E2,1.14:1.00,17.58,,
,0.06,10.56,575.1096,3.47 - 3.63,1,370.7,-,-,0,-,-,0,-,-,0,575.1101,3.56,8.08E2,575.1091,3.55,2.53E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:3.13:0:0:0:0,5.56E2,0,1.00:0,3.56,,
,0.06,3.20,935.7990,14.68 - 17.69,1,847.5,-,-,0,935.8012,14.92,1.43E3,-,-,0,-,-,0,-,-,0,935.7993,16.17,3.84E3,935.7974,15.28,1.07E3,935.7980,16.01,1.29E3,-,-,0,0:1.11:0:0:0:2.99:0.83:1.00:0,8.79E2,7.84E2,1.12:1.00,15.60,,
,0.06,10.66,377.1585,0.10 - 0.24,1,9.3E3,377.1585,0.16,8.4E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.4E4,0,1.00:0,0.16,,
,0.06,10.66,628.7212,20.27 - 20.34,1,74.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,628.7212,20.31,6.72E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,1.12E2,0,1.00:0,20.31,,
,0.06,10.66,873.1648,5.13 - 5.82,1,587.8,-,-,0,-,-,0,-,-,0,-,-,0,873.1648,5.39,5.29E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,8.82E2,0,1.00:0,5.39,,
,0.06,5.73,680.3175,18.13 - 19.36,2,216.1,-,-,0,680.3179,18.15,3.17E2,-,-,0,680.3173,19.30,3.87E2,-,-,0,-,-,0,-,-,0,680.3203,18.80,1.01E3,680.3143,19.11,2.31E2,0:0.31:0:0.38:0:0:0:1.00:0.23,1.17E2,4.14E2,0.28:1.00,18.84,,
,0.06,3.30,378.8634,20.27 - 21.04,1,2E3,378.8633,20.28,7.42E3,-,-,0,-,-,0,-,-,0,-,-,0,378.8633,20.31,5.4E3,-,-,0,-,-,0,378.8637,20.28,5.43E3,1.00:0:0:0:0:0.73:0:0:0.73,2.14E3,1.81E3,1.18:1.00,20.29,,
,0.06,5.16,836.7769,14.26 - 16.17,1,266.7,-,-,0,836.7758,16.13,4.79E2,-,-,0,-,-,0,-,-,0,836.7784,14.30,5.17E2,836.7762,15.16,7.02E2,836.7773,15.30,7.02E2,-,-,0,0:0.68:0:0:0:0.74:1.00:1.00:0,1.66E2,4.68E2,0.35:1.00,15.22,,
,0.06,10.23,488.0786,2.05 - 2.29,1,213.2,488.0785,2.23,2.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,488.0787,2.23,1.68E3,-,-,0,0.14:0:0:0:0:0:0:1.00:0,3.92E1,5.61E2,0.07:1.00,2.23,,
,0.06,4.12,508.8074,3.70 - 4.46,1,349.1,508.8071,4.07,1.17E3,-,-,0,-,-,0,-,-,0,-,-,0,508.8072,3.82,4.82E2,-,-,0,508.8078,4.42,1.49E3,-,-,0,0.79:0:0:0:0:0.32:0:1.00:0,2.76E2,4.96E2,0.56:1.00,4.10,,
,0.06,10.57,877.2219,6.30 - 6.61,1,166.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,877.2219,6.43,1.5E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.99E2,0:1.00,6.43,,
,0.06,4.11,390.8927,5.27 - 16.60,1,2.4E5,390.8925,11.60,4.92E5,390.8926,11.40,3.89E5,-,-,0,-,-,0,-,-,0,390.8928,11.30,2.49E5,-,-,0,390.8929,11.28,3.95E5,390.8929,10.27,6.14E5,1.24:0.98:0:0:0:0.63:0:1.00:1.55,1.88E5,3.36E5,0.56:1.00,11.17,,
,0.06,3.39,778.8172,5.26 - 6.71,1,170.1,778.8182,5.89,3.88E2,778.8195,6.26,2.99E2,-,-,0,-,-,0,-,-,0,778.8142,5.35,2.58E2,778.8168,6.70,5.85E2,-,-,0,-,-,0,1.00:0.77:0:0:0:0.66:1.51:0:0,1.58E2,1.95E2,0.81:1.00,6.05,,
,0.06,10.67,309.8952,0.15 - 0.22,1,157.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,309.8952,0.19,1.42E3,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,4.74E2,0:1.00,0.19,,
,0.06,8.04,574.8516,9.18 - 15.31,1,1.3E4,-,-,0,574.8501,9.94,1.5E4,-,-,0,574.8515,9.74,3.61E3,574.8531,9.51,4.98E3,-,-,0,574.8513,11.36,4.82E4,574.8517,10.31,4.29E4,-,-,0,0:0.35:0:0.08:0.12:0:1.12:1.00:0,3.94E3,3.04E4,0.13:1.00,10.17,,
,0.06,10.77,1066.1162,20.16 - 20.22,1,30.2,1066.1162,20.16,2.72E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.53E1,0,1.00:0,20.16,,
,0.06,5.94,478.8547,5.35 - 6.65,1,116.2,-,-,0,478.8532,5.45,3.62E2,-,-,0,-,-,0,-,-,0,-,-,0,478.8564,6.39,5.18E2,478.8545,5.50,1.66E2,-,-,0,0:2.19:0:0:0:0:3.12:1.00:0,6.04E1,2.28E2,0.26:1.00,5.78,,
,0.06,10.77,920.7418,13.14 - 14.51,1,40.4,920.7457,14.46,2.24E2,-,-,0,-,-,0,-,-,0,-,-,0,920.7378,13.17,1.4E2,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0.63:0:0:0,6.07E1,0,1.00:0,13.81,,
,0.06,10.77,875.3514,0.28 - 0.70,1,1.8E3,-,-,0,-,-,0,875.3514,0.62,1.59E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.65E3,0,1.00:0,0.62,,
,0.06,3.02,299.8295,20.38 - 21.62,1,577.2,299.8294,20.63,2.65E3,-,-,0,-,-,0,-,-,0,-,-,0,299.8295,20.54,8.3E2,299.8296,20.46,1.64E2,299.8296,20.54,1.56E3,-,-,0,1.70:0:0:0:0:0.53:0.11:1.00:0,5.79E2,5.73E2,1.01:1.00,20.54,,
,0.06,4.57,714.7819,9.78 - 13.76,1,927,714.7806,10.47,2.44E3,714.7863,11.20,1.54E3,-,-,0,-,-,0,-,-,0,-,-,0,714.7839,12.76,3.75E3,714.7769,9.84,6.03E2,-,-,0,4.05:2.56:0:0:0:0:6.22:1.00:0,6.64E2,1.45E3,0.46:1.00,11.07,,
,0.06,3.03,768.7908,11.97 - 13.42,1,616.9,768.7920,13.11,1.05E3,768.7922,12.23,2.2E3,-,-,0,-,-,0,-,-,0,768.7872,12.49,4.39E2,-,-,0,768.7919,13.12,1.87E3,-,-,0,0.56:1.18:0:0:0:0.24:0:1.00:0,6.14E2,6.22E2,0.99:1.00,12.74,,
,0.06,5.33,726.8047,13.47 - 14.82,1,139.5,726.8051,13.87,2.32E2,-,-,0,-,-,0,-,-,0,-,-,0,726.8087,13.53,2.71E2,726.8011,14.78,4.62E2,726.8038,13.95,2.9E2,-,-,0,0.80:0:0:0:0:0.93:1.59:1.00:0,8.39E1,2.51E2,0.33:1.00,14.03,,
,0.06,3.64,734.8340,14.27 - 16.35,1,172.7,734.8356,15.55,3.79E2,-,-,0,-,-,0,-,-,0,-,-,0,734.8325,15.30,5.32E2,734.8370,16.29,3.86E2,734.8312,14.31,2.57E2,-,-,0,1.48:0:0:0:0:2.07:1.51:1.00:0,1.52E2,2.14E2,0.71:1.00,15.36,,
,0.06,5.09,737.7736,19.20 - 19.89,2,220,737.7699,19.29,3.41E2,737.7753,19.52,3.7E2,-,-,0,-,-,0,-,-,0,737.7747,19.54,9.62E2,-,-,0,737.7744,19.85,3.07E2,-,-,0,1.11:1.20:0:0:0:3.13:0:1.00:0,2.79E2,1.02E2,2.72:1.00,19.55,,
,0.06,10.76,576.4240,2.10 - 2.18,1,42.3,-,-,0,-,-,0,-,-,0,576.4240,2.16,3.8E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.34E1,0,1.00:0,2.16,,
,0.06,10.76,774.7393,10.04 - 10.14,1,89.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,774.7392,10.11,3.23E2,774.7395,10.06,4.83E2,-,-,0,0:0:0:0:0:0:0.67:1.00:0,0,2.69E2,0:1.00,10.08,,
,0.06,5.60,632.8129,11.04 - 15.40,1,7.4E3,-,-,0,632.8104,11.48,4.6E3,-,-,0,-,-,0,632.8132,11.71,2.02E4,-,-,0,-,-,0,632.8143,11.15,3.73E4,632.8135,11.60,4.3E3,0:0.12:0:0:0.54:0:0:1.00:0.12,4.13E3,1.39E4,0.30:1.00,11.48,,
,0.06,4.27,297.1526,0.10 - 5.16,1,3.5E4,-,-,0,297.1527,0.15,6.61E4,-,-,0,-,-,0,297.1525,0.15,9.66E4,-,-,0,-,-,0,297.1527,0.16,1.57E5,-,-,0,0:0.42:0:0:0.62:0:0:1.00:0,2.71E4,5.22E4,0.52:1.00,0.16,,
,0.06,10.66,982.7743,15.90 - 16.02,1,30.7,982.7743,15.97,2.76E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.61E1,0,1.00:0,15.97,,
,0.06,5.39,804.7660,7.35 - 8.62,1,527,804.7634,7.50,4.2E2,804.7659,7.54,1.14E3,-,-,0,-,-,0,-,-,0,804.7676,7.66,3.06E2,-,-,0,804.7672,8.52,2.88E3,-,-,0,0.15:0.39:0:0:0:0.11:0:1.00:0,3.1E2,9.6E2,0.32:1.00,7.81,,
,0.06,10.66,913.5872,4.95 - 5.01,1,78.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,913.5872,5.00,7.06E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,2.35E2,0:1.00,5.00,,
,0.06,4.30,746.8022,4.41 - 6.15,1,576.9,-,-,0,746.8004,5.65,1.66E3,-,-,0,-,-,0,-,-,0,746.8029,5.03,9.68E2,746.8043,6.06,2.93E2,746.8010,5.02,2.27E3,-,-,0,0:0.73:0:0:0:0.43:0.13:1.00:0,4.38E2,8.54E2,0.51:1.00,5.44,,
,0.06,3.33,852.7556,11.52 - 14.01,1,172.2,852.7582,12.32,3.65E2,852.7531,11.58,3.79E2,-,-,0,-,-,0,-,-,0,852.7572,12.83,2.24E2,852.7539,13.97,5.81E2,-,-,0,-,-,0,1.00:1.04:0:0:0:0.61:1.59:0:0,1.61E2,1.94E2,0.83:1.00,12.68,,
,0.06,10.47,271.1668,0.00 - 0.12,1,1.4E3,271.1667,0.05,3.9E3,-,-,0,271.1668,0.06,5.33E3,-,-,0,-,-,0,271.1668,0.06,3.23E3,-,-,0,-,-,0,-,-,0,1.00:0:1.37:0:0:0.83:0:0:0,2.08E3,0,1.00:0,0.06,,
,0.06,5.04,682.8240,11.41 - 13.71,1,444.5,682.8286,12.44,1.6E3,682.8235,13.58,9.62E2,-,-,0,-,-,0,-,-,0,682.8225,11.66,8.19E2,-,-,0,682.8213,12.47,6.17E2,-,-,0,2.60:1.56:0:0:0:1.33:0:1.00:0,5.64E2,2.06E2,2.74:1.00,12.54,,
,0.06,5.62,738.7675,16.10 - 16.76,1,205.9,738.7681,16.18,4.94E2,-,-,0,-,-,0,-,-,0,-,-,0,738.7692,16.31,1.88E2,738.7675,16.74,5.51E2,738.7653,16.53,6.21E2,-,-,0,0.80:0:0:0:0:0.30:0.89:1.00:0,1.14E2,3.91E2,0.29:1.00,16.44,,
,0.06,10.51,956.0792,6.37 - 7.16,1,543.8,-,-,0,-,-,0,-,-,0,-,-,0,956.0792,6.63,4.89E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,8.16E2,0,1.00:0,6.63,,
,0.06,10.51,373.0457,3.81 - 4.60,1,510.8,-,-,0,373.0457,3.88,9.18E2,-,-,0,-,-,0,373.0457,4.09,3.68E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:4.01:0:0:0:0,7.66E2,0,1.00:0,3.98,,
,0.06,10.51,556.7257,19.39 - 20.01,1,38.6,-,-,0,556.7264,19.96,1.58E2,-,-,0,-,-,0,-,-,0,556.7250,19.43,1.89E2,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:1.20:0:0:0,5.79E1,0,1.00:0,19.70,,
,0.06,6.65,586.8259,10.43 - 12.51,1,651.2,586.8278,10.67,1.18E3,-,-,0,-,-,0,586.8241,11.33,4.75E2,-,-,0,-,-,0,586.8250,12.28,2.45E3,-,-,0,586.8266,10.55,1.76E3,1.00:0:0:0.40:0:0:2.08:0:1.49,2.76E2,1.4E3,0.20:1.00,11.21,,
,0.06,3.69,328.9047,11.64 - 13.32,3,76.8,328.9052,11.69,1.68E2,328.9045,13.28,1.39E2,-,-,0,-,-,0,-,-,0,328.9045,12.68,9.23E1,-,-,0,328.9046,11.89,2.92E2,-,-,0,0.58:0.48:0:0:0:0.32:0:1.00:0,6.66E1,9.72E1,0.69:1.00,12.39,,
,0.06,5.95,671.7962,13.99 - 14.62,1,220.8,671.7913,14.06,5.46E2,-,-,0,-,-,0,-,-,0,-,-,0,671.7946,14.26,1.27E2,671.8008,14.54,9.49E2,671.7980,14.04,3.66E2,-,-,0,1.49:0:0:0:0:0.35:2.60:1.00:0,1.12E2,4.38E2,0.26:1.00,14.23,,
,0.06,10.43,502.7792,4.20 - 4.31,1,19,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,502.7792,4.28,1.71E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,5.7E1,0:1.00,4.28,,
,0.06,3.67,536.8240,2.53 - 3.83,1,240.6,536.8235,2.62,8.03E2,536.8234,2.83,3.16E2,-,-,0,-,-,0,-,-,0,536.8248,3.75,1.36E2,-,-,0,536.8242,3.00,9.09E2,-,-,0,0.88:0.35:0:0:0:0.15:0:1.00:0,2.09E2,3.03E2,0.69:1.00,3.05,,
,0.06,3.66,1478.6878,20.11 - 20.23,1,1.1E3,1478.6731,20.18,3.13E3,1478.6843,20.19,3.11E3,-,-,0,-,-,0,-,-,0,1478.6959,20.18,1.28E3,1478.6978,20.17,2.62E3,-,-,0,-,-,0,1.00:0.99:0:0:0:0.41:0.84:0:0,1.25E3,8.73E2,1.43:1.00,20.18,,
,0.06,3.03,592.7697,13.93 - 14.96,1,82.7,592.7700,13.97,1.86E2,592.7693,14.98,1.51E2,-,-,0,-,-,0,-,-,0,592.7719,14.59,1.56E2,-,-,0,592.7678,13.99,2.51E2,-,-,0,0.74:0.60:0:0:0:0.62:0:1.00:0,8.23E1,8.35E1,0.99:1.00,14.38,,
,0.06,3.63,485.2790,1.18 - 1.40,1,407.5,-,-,0,485.2793,1.31,2.15E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,485.2787,1.30,1.52E3,-,-,0,0:1.41:0:0:0:0:0:1.00:0,3.58E2,5.07E2,0.71:1.00,1.31,,
,0.06,10.34,765.7266,7.46 - 7.53,1,16.8,765.7266,7.49,1.51E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.51E1,0,1.00:0,7.49,,
,0.06,10.34,714.7588,17.06 - 17.24,1,60.1,714.7588,17.16,5.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,9.02E1,0,1.00:0,17.16,,
