Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,PITPNC1_G00_neg m/z,PITPNC1_G00_neg RT mean,PITPNC1_G00_neg Normalized Area,PITPNC1_G05_neg m/z,PITPNC1_G05_neg RT mean,PITPNC1_G05_neg Normalized Area,PITPNC1_G06_neg m/z,PITPNC1_G06_neg RT mean,PITPNC1_G06_neg Normalized Area,PITPNC1_G07_neg m/z,PITPNC1_G07_neg RT mean,PITPNC1_G07_neg Normalized Area,PITPNC1_G10_neg m/z,PITPNC1_G10_neg RT mean,PITPNC1_G10_neg Normalized Area,PITPNC1_G11_neg m/z,PITPNC1_G11_neg RT mean,PITPNC1_G11_neg Normalized Area,PITPNC1_G12_neg m/z,PITPNC1_G12_neg RT mean,PITPNC1_G12_neg Normalized Area,PITPNC1_G08_neg m/z,PITPNC1_G08_neg RT mean,PITPNC1_G08_neg Normalized Area,PITPNC1_G09_neg m/z,PITPNC1_G09_neg RT mean,PITPNC1_G09_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.24,3.37,634.2406,8.08 - 8.77,1,7E3,-,-,0,-,-,0,634.2405,8.54,1.31E4,634.2401,8.58,1.1E4,-,-,0,634.2421,8.25,1.04E4,634.2412,8.26,1.22E4,634.2397,8.19,7.29E3,634.2399,8.26,8.88E3,0:0:1.00:0.84:0:0.79:0.93:0.56:0.68,6.68E3,8.09E3,1.00:1.21,8.35,,
,0.24,6.19,644.7787,5.28 - 6.85,1,825.1,-,-,0,644.7771,6.38,1.36E3,644.7819,5.63,8.63E2,644.7800,5.89,7.38E2,644.7775,5.87,9.78E2,644.7794,5.38,9.76E2,644.7778,6.27,1.97E3,644.7771,5.76,5.34E2,-,-,0,0:1.00:0.63:0.54:0.72:0.72:1.45:0.39:0,9.85E2,2.67E2,1.00:0.27,5.88,,
,0.24,4.56,857.7766,11.01 - 15.04,1,3.4E3,-,-,0,857.7783,11.09,3.42E3,857.7782,12.03,5.71E3,-,-,0,857.7736,11.25,2.61E3,857.7791,11.72,5.88E3,857.7766,11.76,1.91E3,857.7744,11.55,2.36E3,857.7756,14.22,9.07E3,0:1.00:1.67:0:0.76:1.72:0.56:0.69:2.65,2.79E3,5.71E3,1.00:2.05,11.95,,
,0.24,4.90,478.8518,2.05 - 2.92,1,545.1,-,-,0,-,-,0,478.8521,2.53,7.04E2,478.8526,2.82,7.09E2,478.8526,2.64,3.02E2,478.8505,2.54,7.19E2,478.8528,2.87,5E2,478.8515,2.60,3.29E2,478.8506,2.30,1.64E3,0:0:1.00:1.01:0.43:1.02:0.71:0.47:2.34,4.19E2,9.87E2,1.00:2.35,2.62,,
,0.24,4.16,1059.7906,20.08 - 20.22,1,4.1E3,-,-,0,1059.7922,20.18,6.16E3,1059.7952,20.17,5.87E3,1059.7927,20.18,5.53E3,1059.7876,20.17,7.32E3,-,-,0,-,-,0,1059.7844,20.17,4.34E3,1059.7915,20.16,8.07E3,0:1.00:0.95:0.90:1.19:0:0:0.70:1.31,3.56E3,6.21E3,1.00:1.75,20.17,,
,0.24,3.91,634.2420,8.95 - 9.92,2,564.7,634.2433,9.14,4.54E2,634.2419,9.88,1.3E3,634.2410,9.19,4.5E2,634.2428,9.63,3.03E2,634.2412,9.11,4.98E2,-,-,0,634.2424,9.10,1.29E3,-,-,0,634.2417,9.20,7.85E2,0.35:1.00:0.35:0.23:0.38:0:0.99:0:0.60,6.14E2,3.93E2,1.00:0.64,9.32,,
,0.24,3.81,736.7731,9.94 - 14.73,1,1.7E3,736.7747,10.59,2.28E3,736.7745,10.81,5.68E2,736.7693,10.87,5.5E3,736.7717,10.00,1.19E3,-,-,0,736.7731,10.42,1.14E3,-,-,0,736.7744,10.72,3.01E3,736.7742,12.96,1.55E3,4.01:1.00:9.68:2.10:0:2.01:0:5.30:2.74,1.52E3,2.28E3,1.00:1.50,10.91,,
,0.24,3.85,925.7626,15.13 - 17.23,1,1.3E3,-,-,0,925.7646,16.14,9.97E2,925.7651,15.18,1.09E3,925.7620,16.83,1.8E3,-,-,0,925.7608,16.83,2.96E3,925.7617,16.96,1.36E3,925.7635,16.38,2.35E3,925.7602,17.04,1.22E3,0:1.00:1.10:1.81:0:2.97:1.36:2.35:1.23,1.17E3,1.79E3,1.00:1.52,16.48,,
,0.24,4.24,1088.7707,20.07 - 20.22,1,3.2E3,1088.7693,20.19,4.93E3,-,-,0,-,-,0,1088.7732,20.14,4.98E3,1088.7732,20.12,5.38E3,-,-,0,1088.7683,20.14,3.46E3,1088.7676,20.14,4.46E3,1088.7727,20.16,5.26E3,1.00:0:0:1.01:1.09:0:0.70:0.91:1.07,2.68E3,4.86E3,1.00:1.82,20.15,,
,0.24,3.73,369.3003,3.21 - 5.09,1,8.6E3,-,-,0,369.3006,3.49,4.27E3,369.3004,3.51,1.49E4,-,-,0,369.3007,3.51,1.16E4,369.3003,3.50,1.98E4,369.3004,3.50,1.37E4,369.2995,4.38,1.27E4,-,-,0,0:1.00:3.50:0:2.72:4.63:3.22:2.98:0,9.19E3,6.36E3,1.00:0.69,3.65,,
,0.24,11.54,399.3272,3.07 - 3.74,1,2.2E3,-,-,0,-,-,0,399.3271,3.67,5.91E3,-,-,0,399.3270,3.67,1.11E4,-,-,0,399.3276,3.66,2.99E3,-,-,0,-,-,0,0:0:1.00:0:1.88:0:0.51:0:0,2.86E3,0,1.00:0,3.67,,
,0.24,5.22,811.6298,13.21 - 13.46,1,666.6,-,-,0,811.6295,13.38,1.4E3,811.6300,13.36,1.99E3,-,-,0,-,-,0,-,-,0,-,-,0,811.6300,13.37,2.62E3,-,-,0,0:1.00:1.42:0:0:0:0:1.87:0,4.83E2,1.31E3,1.00:2.71,13.37,,
,0.24,4.70,457.2955,4.20 - 4.99,1,3.2E3,457.2953,4.83,6.31E3,457.2956,4.84,5.55E3,457.2958,4.84,1.48E3,457.2958,4.84,3.7E3,-,-,0,-,-,0,457.2961,4.85,8.61E3,-,-,0,457.2945,4.85,3.31E3,1.14:1.00:0.27:0.67:0:0:1.55:0:0.60,3.66E3,1.66E3,1.00:0.45,4.84,,
,0.24,3.72,700.7993,6.12 - 7.28,1,1.4E3,-,-,0,700.7996,6.85,1.96E3,-,-,0,700.7999,6.25,7.62E2,700.7982,6.81,3.01E3,700.8003,6.75,1.27E3,700.7969,6.53,3.8E3,700.7973,6.27,4.73E2,700.8031,6.25,1.68E3,0:1.00:0:0.39:1.54:0.65:1.94:0.24:0.86,1.54E3,1.07E3,1.00:0.70,6.53,,
,0.24,6.04,657.8883,8.03 - 14.57,1,6.6E4,657.8894,8.08,1.01E5,-,-,0,-,-,0,657.8879,9.39,1.06E5,657.8880,8.38,1.3E5,657.8873,8.17,1.28E5,657.8892,8.28,8.37E4,657.8878,9.57,4.32E4,-,-,0,1.00:0:0:1.05:1.30:1.27:0.83:0.43:0,7.83E4,2.16E4,1.00:0.28,8.64,,
,0.24,3.34,709.8277,14.38 - 16.10,1,408.7,709.8269,15.69,4.29E2,-,-,0,709.8259,16.09,9.53E2,-,-,0,709.8309,14.90,6.32E2,709.8273,14.42,4.29E2,709.8289,15.12,5.25E2,709.8293,14.60,2.28E2,709.8247,14.91,4.81E2,1.00:0:2.22:0:1.47:1.00:1.22:0.53:1.12,4.24E2,3.55E2,1.00:0.84,15.10,,
,0.24,10.14,734.8287,11.56 - 14.57,1,1.7E3,734.8284,12.00,7.31E2,-,-,0,734.8292,12.86,6.61E2,734.8282,12.28,4.23E3,734.8290,12.18,4.05E3,734.8295,11.71,3.01E3,734.8267,12.12,2.61E3,734.8297,11.69,3.69E2,-,-,0,1.00:0:0.90:5.79:5.53:4.12:3.57:0.51:0,2.18E3,1.85E2,1.00:0.08,12.12,,
,0.24,3.45,876.8188,17.66 - 20.23,1,2.2E3,876.8188,17.92,8.6E2,876.8193,18.12,2.63E3,-,-,0,876.8197,17.99,1.3E3,876.8172,18.97,8.52E3,876.8159,17.91,2.58E3,-,-,0,876.8213,17.93,1.07E3,876.8197,17.73,2.53E3,0.33:1.00:0:0.49:3.24:0.98:0:0.40:0.96,2.27E3,1.8E3,1.00:0.79,18.08,,
,0.24,5.18,411.8805,5.73 - 7.23,1,513.3,-,-,0,411.8805,7.04,1.65E3,411.8806,6.02,3.23E2,411.8805,5.81,5.17E2,411.8807,5.97,5.89E2,411.8798,5.93,4.1E2,411.8810,6.11,6.83E2,-,-,0,411.8807,6.47,4.49E2,0:1.00:0.20:0.31:0.36:0.25:0.41:0:0.27,5.96E2,2.25E2,1.00:0.38,6.19,,
,0.24,3.38,700.7985,2.37 - 3.55,1,283.5,700.8003,2.42,3.37E2,700.7977,2.56,2.83E2,700.7993,2.67,3.38E2,700.7990,2.71,3.91E2,-,-,0,700.7987,3.40,7.17E2,-,-,0,700.7990,2.63,1.89E2,700.7957,2.85,2.96E2,1.19:1.00:1.19:1.38:0:2.53:0:0.67:1.05,2.95E2,2.43E2,1.00:0.82,2.75,,
,0.24,11.46,726.6609,14.43 - 14.71,1,1.5E3,-,-,0,-,-,0,726.6605,14.55,2.23E3,-,-,0,-,-,0,726.6610,14.59,2.73E3,726.6611,14.55,8.5E3,-,-,0,-,-,0,0:0:1.00:0:0:1.22:3.80:0:0,1.92E3,0,1.00:0,14.56,,
,0.24,4.31,632.8093,5.45 - 6.65,1,751.9,632.8085,6.53,7.52E2,632.8112,5.90,8.78E2,632.8072,5.94,9.75E2,632.8085,5.68,1.48E3,-,-,0,632.8105,5.55,1.78E3,-,-,0,632.8093,6.37,3.24E2,632.8102,5.82,5.73E2,0.86:1.00:1.11:1.69:0:2.03:0:0.37:0.65,8.39E2,4.48E2,1.00:0.53,5.97,,
,0.24,3.49,950.7565,18.99 - 20.01,1,1.1E3,950.7587,19.99,1.34E3,950.7593,19.56,1.7E3,950.7612,19.95,1E3,-,-,0,-,-,0,950.7524,19.05,5.2E2,950.7507,19.42,2.67E3,950.7571,19.59,8.8E2,950.7559,19.89,1.78E3,0.79:1.00:0.59:0:0:0.31:1.57:0.52:1.05,1.03E3,1.33E3,1.00:1.29,19.64,,
,0.24,3.08,598.2495,8.55 - 9.93,1,5.8E3,-,-,0,598.2494,9.08,2.08E4,598.2487,9.33,3.41E3,598.2496,9.03,6.38E3,-,-,0,-,-,0,598.2500,8.95,9.82E3,-,-,0,598.2500,9.15,1.2E4,0:1.00:0.16:0.31:0:0:0.47:0:0.58,5.77E3,6.01E3,1.00:1.04,9.11,,
,0.24,5.92,726.7994,7.15 - 8.74,1,523.6,726.7954,8.34,6.95E2,726.7980,8.16,4.18E2,726.8002,8.19,4E2,726.8002,8.66,6.01E2,726.8006,8.53,1.41E3,-,-,0,726.8029,7.18,8.38E2,726.7989,8.71,3.54E2,-,-,0,1.66:1.00:0.96:1.44:3.37:0:2.00:0.85:0,6.23E2,1.77E2,1.00:0.28,8.25,,
,0.24,3.06,532.8116,10.20 - 13.75,1,1.3E3,532.8143,10.29,5.19E2,-,-,0,532.8110,11.42,2.33E3,532.8096,10.73,2.23E3,532.8109,10.97,1.84E3,-,-,0,532.8132,10.87,1.86E3,532.8104,10.58,1.53E3,532.8116,13.67,1.05E3,1.00:0:4.48:4.30:3.54:0:3.58:2.95:2.02,1.25E3,1.29E3,1.00:1.03,11.22,,
,0.24,3.56,739.7841,9.80 - 13.83,1,642.9,739.7843,10.21,1.21E3,739.7820,9.93,5.1E2,-,-,0,-,-,0,739.7862,10.13,1.12E3,739.7887,9.90,5.57E2,739.7825,9.83,7.87E2,739.7822,10.55,8.89E2,739.7826,13.73,7.08E2,2.38:1.00:0:0:2.20:1.09:1.54:1.74:1.39,5.98E2,7.98E2,1.00:1.33,10.61,,
,0.24,3.41,484.8813,4.28 - 6.56,1,1.3E3,484.8813,5.27,4.97E2,484.8816,4.85,4.14E3,-,-,0,484.8830,5.00,5.27E2,484.8821,4.57,1.24E3,484.8816,4.66,2.2E3,-,-,0,484.8804,4.31,5.47E2,484.8791,4.60,2.5E3,0.12:1.00:0:0.13:0.30:0.53:0:0.13:0.60,1.23E3,1.52E3,1.00:1.24,4.75,,
,0.24,5.71,814.7877,8.01 - 14.77,1,2.6E4,814.7881,8.99,6.16E4,814.7815,8.04,4.7E2,814.7856,9.48,1.54E4,814.7871,9.46,6.34E4,814.7881,9.45,2.57E3,814.7919,9.77,4.35E4,814.7892,9.19,2.78E4,814.7908,9.17,1.64E3,814.7874,9.60,1.71E4,130.99:1.00:32.65:134.70:5.46:92.42:59.18:3.49:36.33,3.07E4,9.36E3,1.00:0.31,9.24,,
,0.24,11.32,829.1933,5.67 - 5.83,1,767.4,-,-,0,829.1935,5.77,1.03E3,829.1925,5.76,2.86E3,-,-,0,-,-,0,829.1940,5.77,3.02E3,-,-,0,-,-,0,-,-,0,0:1.00:2.76:0:0:2.92:0:0:0,9.87E2,0,1.00:0,5.77,,
,0.24,11.33,736.7735,13.19 - 14.83,1,1.4E3,736.7716,14.38,2.32E3,736.7776,13.29,2.17E3,736.7715,13.46,3.87E3,736.7751,14.79,8.54E2,736.7734,14.11,1.59E3,736.7715,13.94,1.06E3,736.7740,13.59,3.93E2,-,-,0,-,-,0,1.07:1.00:1.78:0.39:0.73:0.49:0.18:0:0,1.75E3,0,1.00:0,13.94,,
,0.24,5.29,398.8337,11.13 - 12.61,1,234.7,398.8329,12.55,2.59E2,398.8339,12.30,2.15E2,398.8339,12.39,3.26E2,398.8347,11.17,2.18E2,398.8330,12.32,6.64E2,-,-,0,398.8340,11.67,2.36E2,398.8337,11.64,1.94E2,-,-,0,1.21:1.00:1.52:1.02:3.10:0:1.10:0.90:0,2.74E2,9.71E1,1.00:0.35,12.01,,
,0.24,4.86,702.7302,16.58 - 17.68,1,644,702.7289,16.62,5.67E2,702.7300,17.60,1.28E3,702.7262,17.64,7.96E2,702.7313,16.82,6.15E2,702.7360,16.67,1.15E3,-,-,0,702.7284,17.24,7.73E2,702.7304,17.17,6.14E2,-,-,0,0.44:1.00:0.62:0.48:0.91:0:0.61:0.48:0,7.4E2,3.07E2,1.00:0.41,17.11,,
,0.24,4.32,722.7839,18.46 - 20.20,1,2.3E4,722.7855,19.63,2.37E4,722.7843,19.45,4.97E4,722.7844,18.83,3.88E4,-,-,0,-,-,0,722.7847,19.32,1.71E4,722.7808,19.38,5.45E4,-,-,0,722.7834,19.71,2.72E4,0.48:1.00:0.78:0:0:0.34:1.10:0:0.55,2.63E4,1.36E4,1.00:0.52,19.39,,
,0.24,3.47,870.7683,19.33 - 20.14,1,746.8,-,-,0,870.7687,19.70,1.29E3,870.7676,20.13,1.53E3,-,-,0,870.7675,19.37,5.84E2,870.7688,19.88,1.15E3,870.7667,19.79,9.48E2,870.7646,19.91,6.89E2,870.7745,19.48,5.33E2,0:1.00:1.19:0:0.45:0.89:0.74:0.53:0.41,7.86E2,6.11E2,1.00:0.78,19.75,,
,0.24,4.26,549.2017,0.79 - 1.11,1,1.2E3,-,-,0,-,-,0,-,-,0,549.2014,1.03,1.01E3,-,-,0,549.2020,1.00,2.61E3,549.2012,1.01,3.24E3,-,-,0,549.2023,1.02,3.66E3,0:0:0:1.00:0:2.58:3.19:0:3.60,9.8E2,1.83E3,1.00:1.86,1.01,,
,0.24,3.66,470.1451,4.34 - 4.84,1,1.9E3,-,-,0,-,-,0,470.1441,4.53,2.79E3,470.1457,4.54,3.8E3,470.1453,4.54,2.39E3,-,-,0,470.1456,4.53,3.34E3,470.1448,4.62,2.73E3,470.1451,4.56,2.23E3,0:0:1.00:1.36:0.86:0:1.20:0.98:0.80,1.76E3,2.48E3,1.00:1.41,4.55,,
,0.24,6.70,473.3315,1.02 - 1.39,1,1.4E3,-,-,0,473.3309,1.32,5.29E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,473.3324,1.32,8.46E2,473.3311,1.32,6.21E3,0:1.00:0:0:0:0:0:0.16:1.18,7.55E2,3.53E3,1.00:4.67,1.32,,
,0.24,3.45,925.7647,15.00 - 16.05,1,1.7E3,-,-,0,925.7662,15.75,2.6E3,925.7642,15.59,2.34E3,925.7666,15.88,2.28E3,-,-,0,925.7625,15.40,1.8E3,925.7635,15.29,1.94E3,925.7659,15.35,2.01E3,925.7640,15.04,1.96E3,0:1.00:0.90:0.88:0:0.69:0.74:0.77:0.75,1.56E3,1.98E3,1.00:1.27,15.47,,
,0.24,4.64,484.8819,7.71 - 14.03,1,5.4E3,484.8829,7.99,7.64E3,484.8828,8.35,3.14E3,484.8813,9.03,1.11E4,484.8805,8.21,1.94E3,-,-,0,484.8811,8.34,5.86E3,-,-,0,484.8820,8.81,2.09E3,484.8827,8.82,1.66E4,2.43:1.00:3.52:0.62:0:1.86:0:0.66:5.30,4.23E3,9.37E3,1.00:2.21,8.51,,
,0.24,5.23,552.8688,8.20 - 12.33,1,1.5E3,552.8698,8.83,2.69E3,552.8678,8.75,2.32E3,552.8684,9.34,2.75E3,552.8668,9.06,1.43E3,-,-,0,-,-,0,552.8706,9.21,3.19E3,552.8698,9.34,7.66E2,552.8687,8.26,4.86E2,1.16:1.00:1.19:0.62:0:0:1.38:0.33:0.21,1.77E3,6.26E2,1.00:0.35,8.97,,
,0.24,3.44,328.8599,14.04 - 15.54,1,545.9,-,-,0,328.8606,14.61,1.2E3,328.8598,14.16,1.14E3,-,-,0,328.8599,15.50,2.54E2,328.8598,14.37,3.41E2,328.8598,14.33,1.07E3,328.8598,14.73,5.85E2,328.8594,15.23,3.2E2,0:1.00:0.94:0:0.21:0.28:0.89:0.49:0.27,5.73E2,4.53E2,1.00:0.79,14.70,,
,0.24,4.68,593.7815,4.91 - 6.35,1,289.6,593.7819,5.37,6.15E2,593.7799,5.91,3.17E2,593.7826,5.43,3.34E2,593.7814,5.85,2.98E2,593.7811,5.72,3.72E2,-,-,0,593.7812,6.25,3.78E2,-,-,0,593.7825,4.95,2.92E2,1.94:1.00:1.05:0.94:1.17:0:1.19:0:0.92,3.31E2,1.46E2,1.00:0.44,5.64,,
,0.24,3.62,689.3427,19.29 - 20.14,1,1.1E3,689.3417,20.00,1.02E3,689.3407,19.36,1.26E3,689.3438,19.62,1.52E3,689.3425,20.12,5.01E2,-,-,0,689.3444,20.07,3.84E3,-,-,0,689.3423,19.68,5.57E2,689.3439,19.43,1.12E3,0.81:1.00:1.20:0.40:0:3.04:0:0.44:0.89,1.16E3,8.39E2,1.00:0.72,19.76,,
,0.24,3.84,574.7895,20.35 - 21.05,1,217.6,574.7896,20.38,1.49E2,574.7921,20.63,4E2,-,-,0,574.7919,20.56,2.29E2,574.7887,20.47,3.12E2,574.7854,20.52,2.7E2,-,-,0,574.7881,21.00,2.43E2,574.7904,20.55,3.55E2,0.37:1.00:0:0.57:0.78:0.68:0:0.61:0.89,1.94E2,2.99E2,1.00:1.54,20.59,,
,0.24,11.05,1456.0240,16.66 - 16.81,1,2.6E3,-,-,0,1456.0259,16.71,1.61E4,1456.0227,16.71,5.7E3,1456.0236,16.72,1.23E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.35:0.08:0:0:0:0:0,3.29E3,0,1.00:0,16.71,,
,0.24,11.05,1014.4870,8.78 - 9.27,1,3.8E3,-,-,0,1014.4872,9.10,2.3E4,1014.4874,9.08,8.14E3,1014.4864,9.09,2.8E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.35:0.12:0:0:0:0:0,4.85E3,0,1.00:0,9.09,,
,0.24,3.06,512.3371,2.49 - 2.59,1,302.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,512.3369,2.56,8.95E2,512.3374,2.55,1.21E3,-,-,0,512.3369,2.55,6.19E2,0:0:0:0:0:1.00:1.35:0:0.69,3.01E2,3.1E2,1.00:1.03,2.55,,
,0.24,4.27,726.7471,13.33 - 15.29,1,683.4,-,-,0,726.7502,13.68,2.58E3,726.7450,14.29,1.09E3,726.7465,14.97,4.44E2,-,-,0,726.7490,14.20,7.84E2,726.7455,15.23,4.39E2,726.7471,14.45,5.39E2,726.7461,14.85,2.76E2,0:1.00:0.42:0.17:0:0.30:0.17:0.21:0.11,7.62E2,4.08E2,1.00:0.53,14.53,,
,0.24,4.79,386.8185,14.56 - 15.49,3,313.1,386.8181,14.91,3.41E2,386.8182,15.14,4.65E2,-,-,0,386.8186,15.02,2.61E2,386.8191,14.77,5.83E2,386.8189,14.60,4.34E2,386.8181,14.91,4.25E2,-,-,0,386.8184,15.46,3.09E2,0.73:1.00:0:0.56:1.25:0.93:0.91:0:0.66,3.58E2,1.54E2,1.00:0.43,14.97,,
,0.24,3.03,794.7375,9.08 - 11.25,1,642.5,794.7386,9.24,8.28E2,-,-,0,794.7412,10.63,5.99E2,794.7352,9.36,1.12E3,794.7394,9.83,1.09E3,-,-,0,794.7404,9.75,8.76E2,794.7305,9.47,5.25E2,794.7373,11.10,7.48E2,1.00:0:0.72:1.35:1.32:0:1.06:0.63:0.90,6.44E2,6.37E2,1.00:0.99,9.91,,
,0.23,3.01,602.7956,9.66 - 13.21,1,975.2,-,-,0,-,-,0,602.7952,10.10,1.57E3,602.7939,10.63,2.01E3,602.7968,10.15,2.12E3,602.7963,9.99,2.22E2,602.7958,9.76,9.02E2,602.7944,10.59,1.18E3,602.7966,13.11,7.67E2,0:0:1.00:1.28:1.35:0.14:0.57:0.75:0.49,9.75E2,9.75E2,1.00:1.00,10.62,,
,0.23,3.17,678.8064,17.64 - 18.34,1,1.2E3,678.8073,17.95,1.37E3,678.8051,18.01,1.67E3,678.8063,18.06,1.84E3,678.8118,17.76,2.46E2,678.8051,18.29,1.9E3,678.8066,17.69,1.3E3,-,-,0,-,-,0,678.8030,18.02,2.61E3,0.82:1.00:1.10:0.15:1.14:0.78:0:0:1.56,1.19E3,1.3E3,1.00:1.10,17.97,,
,0.23,5.00,732.7594,9.19 - 10.61,1,307.6,732.7640,9.22,2.52E2,-,-,0,732.7536,9.80,2.06E2,732.7612,9.77,2.83E2,-,-,0,732.7559,9.53,4.86E2,732.7603,9.56,3.79E2,732.7611,9.55,7.17E2,732.7599,10.57,4.45E2,1.00:0:0.82:1.12:0:1.93:1.50:2.84:1.77,2.29E2,5.81E2,1.00:2.53,9.71,,
,0.23,4.40,793.8597,19.06 - 20.25,1,1.5E4,-,-,0,793.8595,20.18,3.03E4,-,-,0,-,-,0,793.8603,20.16,2.86E4,-,-,0,793.8602,20.15,2.75E4,793.8591,20.17,2.15E4,793.8596,20.16,2.72E4,0:1.00:0:0:0.94:0:0.91:0.71:0.90,1.24E4,2.44E4,1.00:1.97,20.16,,
,0.23,6.95,794.7368,11.19 - 13.10,1,853,794.7365,12.13,1.89E3,794.7366,12.42,2.01E3,794.7389,12.95,1.47E3,794.7386,12.29,6.28E2,794.7420,11.71,3.4E2,794.7327,11.57,9.29E2,-,-,0,794.7324,11.27,4.11E2,-,-,0,0.94:1.00:0.73:0.31:0.17:0.46:0:0.20:0,1.04E3,2.05E2,1.00:0.20,12.05,,
,0.23,11.06,264.1596,0.14 - 2.36,1,5.9E5,264.1596,1.94,1.52E6,264.1596,2.10,3.8E6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0.40:1.00:0:0:0:0:0:0:0,7.61E5,0,1.00:0,2.02,,
,0.23,7.11,366.8740,0.50 - 6.06,3,2.8E5,-,-,0,366.8735,1.25,-,366.8742,0.72,6.82E5,-,-,0,366.8741,0.71,7.15E5,366.8745,1.06,7E5,-,-,0,-,-,0,366.8736,0.68,1.29E5,0:-:1.00:0:1.05:1.03:0:0:0.19,3.5E5,6.47E4,1.00:0.19,0.89,,
,0.23,4.18,565.8325,10.66 - 12.40,1,884.2,565.8308,11.15,8.5E2,-,-,0,565.8325,10.89,5.75E2,565.8324,11.38,5.03E2,565.8332,11.38,1.75E3,565.8330,11.19,1.72E3,565.8331,10.72,1.47E3,565.8328,11.89,1.09E3,-,-,0,1.00:0:0.68:0.59:2.06:2.02:1.73:1.28:0,9.82E2,5.43E2,1.00:0.55,11.23,,
,0.23,3.26,671.7955,13.68 - 15.63,1,283.1,671.7969,15.60,2.03E2,671.7991,13.93,3.12E2,671.7958,13.73,3.27E2,671.7947,15.19,2.88E2,-,-,0,671.7952,14.32,4.07E2,671.7916,14.98,3.82E2,671.7954,13.84,6.3E2,-,-,0,0.65:1.00:1.05:0.92:0:1.30:1.22:2.02:0,2.74E2,3.15E2,1.00:1.15,14.51,,
,0.23,3.17,806.7579,9.16 - 10.07,1,546.9,806.7567,9.25,5.22E2,806.7576,9.96,4.04E2,-,-,0,806.7570,9.85,5.59E2,806.7621,9.39,1.26E3,806.7542,10.04,4.8E2,806.7584,9.49,6.83E2,-,-,0,806.7593,9.78,1.02E3,1.29:1.00:0:1.38:3.11:1.19:1.69:0:2.51,5.58E2,5.08E2,1.00:0.91,9.68,,
,0.23,10.94,455.2275,0.45 - 0.81,1,2.1E3,-,-,0,455.2270,0.65,3.62E3,-,-,0,455.2274,0.64,6.83E3,455.2280,0.66,4.66E3,455.2276,0.64,3.89E3,-,-,0,-,-,0,-,-,0,0:1.00:0:1.89:1.29:1.07:0:0:0,2.71E3,0,1.00:0,0.65,,
,0.23,4.39,516.9071,0.33 - 0.91,1,3.9E3,-,-,0,-,-,0,-,-,0,-,-,0,516.9070,0.82,6.78E3,516.9071,0.82,2.37E4,-,-,0,-,-,0,516.9071,0.82,4.34E3,0:0:0:0:1.00:3.50:0:0:0.64,4.36E3,2.17E3,1.00:0.50,0.82,,
,0.23,10.86,780.7066,15.25 - 15.42,1,715.4,-,-,0,-,-,0,780.7065,15.31,1.21E3,-,-,0,-,-,0,780.7068,15.35,1.7E3,780.7064,15.33,3.52E3,-,-,0,-,-,0,0:0:1.00:0:0:1.41:2.91:0:0,9.2E2,0,1.00:0,15.33,,
,0.23,3.73,447.9089,7.28 - 8.95,1,237.9,447.9090,7.76,2.77E2,-,-,0,447.9098,8.28,1.96E2,-,-,0,447.9089,8.73,4.03E2,447.9089,8.86,4.05E2,447.9082,7.32,2.25E2,447.9085,8.83,1.88E2,447.9091,8.78,4.47E2,1.00:0:0.71:0:1.45:1.46:0.81:0.68:1.61,2.15E2,3.18E2,1.00:1.48,8.37,,
,0.23,3.42,660.7553,9.03 - 9.95,1,250.5,660.7552,9.64,2.21E2,-,-,0,660.7542,9.66,3.54E2,660.7578,9.76,4.78E2,-,-,0,660.7545,9.07,3.35E2,660.7578,9.17,2.72E2,660.7531,9.87,1.96E2,660.7546,9.68,3.99E2,1.00:0:1.60:2.16:0:1.52:1.23:0.89:1.81,2.37E2,2.97E2,1.00:1.25,9.55,,
,0.23,3.06,658.7651,8.70 - 9.68,1,430.3,-,-,0,658.7607,9.22,7.37E2,-,-,0,658.7638,9.56,7.31E2,658.7674,9.04,3.92E2,658.7676,8.91,5.07E2,658.7629,8.81,6.24E2,658.7672,9.41,4.03E2,658.7662,9.13,4.78E2,0:1.00:0:0.99:0.53:0.69:0.85:0.55:0.65,4.27E2,4.41E2,1.00:1.03,9.15,,
,0.23,4.45,508.8053,12.94 - 16.12,1,3E3,-,-,0,508.8040,14.39,5.48E3,508.8056,14.21,4.94E3,-,-,0,508.8059,15.20,1.9E3,508.8047,14.89,2.38E3,508.8059,14.66,2.13E3,508.8047,13.29,8.67E3,508.8062,16.03,1.19E3,0:1.00:0.90:0:0.35:0.43:0.39:1.58:0.22,2.4E3,4.93E3,1.00:2.05,14.67,,
