Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,CLVS2_C00_neg m/z,CLVS2_C00_neg RT mean,CLVS2_C00_neg Normalized Area,CLVS2_C04_neg m/z,CLVS2_C04_neg RT mean,CLVS2_C04_neg Normalized Area,CLVS2_C05_neg m/z,CLVS2_C05_neg RT mean,CLVS2_C05_neg Normalized Area,CLVS2_C06_neg m/z,CLVS2_C06_neg RT mean,CLVS2_C06_neg Normalized Area,CLVS2_C07_neg m/z,CLVS2_C07_neg RT mean,CLVS2_C07_neg Normalized Area,CLVS2_C08_neg m/z,CLVS2_C08_neg RT mean,CLVS2_C08_neg Normalized Area,CLVS2_C09_neg m/z,CLVS2_C09_neg RT mean,CLVS2_C09_neg Normalized Area,CLVS2_C10_neg m/z,CLVS2_C10_neg RT mean,CLVS2_C10_neg Normalized Area,CLVS2_C11_neg m/z,CLVS2_C11_neg RT mean,CLVS2_C11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.04,6.55,348.8984,16.98 - 18.00,1,268.3,-,-,0,-,-,0,-,-,0,-,-,0,348.8984,17.03,3.44E2,-,-,0,-,-,0,348.8984,17.85,2.07E3,-,-,0,0:0:0:0:1.00:0:0:6.03:0,6.87E1,5.18E2,1.00:7.53,17.44,,
,0.04,8.37,717.4702,4.56 - 5.85,1,1.1E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,717.4702,4.64,1.03E4,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,2.58E3,0:1.00,4.64,,
,0.04,8.37,634.7498,12.85 - 13.56,1,124,634.7491,12.88,1.77E2,-,-,0,-,-,0,634.7513,13.46,5.68E2,634.7488,13.41,3.71E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:3.21:2.10:0:0:0:0,2.23E2,0,1.00:0,13.25,,
,0.04,8.37,991.4385,6.12 - 6.67,1,264.4,-,-,0,991.4385,6.18,2.38E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.76E2,0,1.00:0,6.18,,
,0.04,4.84,390.8695,21.35 - 21.91,1,533.4,390.8691,21.67,1.34E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,390.8701,21.58,1.29E3,390.8695,21.75,2.17E3,1.00:0:0:0:0:0:0:0.96:1.62,2.68E2,8.65E2,1.00:3.23,21.67,,
,0.04,5.59,642.7809,5.98 - 8.23,1,1.5E3,642.7823,6.54,9.08E3,-,-,0,-,-,0,642.7786,6.23,1.13E3,642.7812,6.92,1.1E3,-,-,0,-,-,0,-,-,0,642.7816,6.89,1.9E3,1.00:0:0:0.12:0.12:0:0:0:0.21,2.26E3,4.74E2,1.00:0.21,6.64,,
,0.04,8.37,253.2166,2.31 - 3.15,1,1.9E3,-,-,0,-,-,0,-,-,0,-,-,0,253.2166,3.00,1.74E4,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,3.48E3,0,1.00:0,3.00,,
,0.04,8.37,1063.2664,20.16 - 20.24,1,83.6,1063.2664,20.19,7.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.5E2,0,1.00:0,20.19,,
,0.04,8.37,302.8462,6.56 - 7.29,1,480.3,-,-,0,302.8467,6.86,1.25E3,302.8460,6.73,1.35E3,302.8461,6.93,1.72E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0.92:1.00:1.27:0:0:0:0:0,8.65E2,0,1.00:0,6.84,,
,0.04,8.37,949.4628,6.19 - 6.40,1,126.2,-,-,0,-,-,0,-,-,0,949.4628,6.38,1.14E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,2.27E2,0,1.00:0,6.38,,
,0.04,8.41,734.7621,8.58 - 8.68,1,37.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,734.7621,8.65,3.38E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.44E1,0:1.00,8.65,,
,0.04,8.41,510.8216,10.83 - 10.93,1,62.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,510.8211,10.89,2.95E2,510.8220,10.86,2.69E2,-,-,0,0:0:0:0:0:0:1.00:0.91:0,0,1.41E2,0:1.00,10.87,,
,0.04,8.41,597.8198,19.29 - 19.36,1,45,-,-,0,-,-,0,-,-,0,-,-,0,597.8198,19.33,4.05E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,8.09E1,0,1.00:0,19.33,,
,0.04,8.41,699.2891,6.17 - 6.23,2,21.2,-,-,0,-,-,0,-,-,0,699.2891,6.18,1.91E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,3.82E1,0,1.00:0,6.18,,
,0.04,8.45,770.7117,21.56 - 21.62,1,16.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,770.7117,21.58,1.51E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,3.78E1,0:1.00,21.58,,
,0.04,8.45,667.7832,20.82 - 20.88,1,12.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,667.7832,20.84,1.15E2,0:0:0:0:0:0:0:0:1.00,0,2.88E1,0:1.00,20.84,,
,0.04,8.45,527.7969,21.03 - 21.10,1,16.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,527.7969,21.07,1.52E2,0:0:0:0:0:0:0:0:1.00,0,3.79E1,0:1.00,21.07,,
,0.04,8.45,943.7473,6.04 - 6.09,1,28.4,-,-,0,-,-,0,-,-,0,943.7473,6.05,2.56E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.11E1,0,1.00:0,6.05,,
,0.04,6.73,275.8229,3.92 - 4.64,3,280.9,275.8230,4.36,3.43E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,275.8229,4.42,6.94E2,275.8229,4.24,1.49E3,1.00:0:0:0:0:0:0:2.02:4.35,6.85E1,5.46E2,1.00:7.97,4.34,,
,0.04,8.45,313.8781,0.32 - 0.39,1,85.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,313.8781,0.37,7.67E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.92E2,0:1.00,0.37,,
,0.04,8.45,531.2457,3.22 - 4.10,2,532.5,-,-,0,531.2457,3.25,4.79E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.58E2,0,1.00:0,3.25,,
,0.04,8.45,876.8230,5.01 - 5.06,1,22.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,876.8230,5.03,1.98E2,0:0:0:0:0:0:0:0:1.00,0,4.96E1,0:1.00,5.03,,
,0.04,8.45,550.2776,2.87 - 3.00,1,198.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,550.2776,2.94,1.78E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.46E2,0:1.00,2.94,,
,0.04,8.45,635.5037,11.00 - 11.10,3,34.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,635.5037,11.10,3.09E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,7.72E1,0:1.00,11.10,,
,0.04,3.76,512.3758,8.02 - 9.43,1,4.9E3,-,-,0,-,-,0,512.3760,8.54,9.03E3,512.3756,8.56,2.11E4,-,-,0,-,-,0,512.3759,8.58,1.43E4,-,-,0,-,-,0,0:0:1.00:2.34:0:0:1.58:0:0,6.03E3,3.57E3,1.00:0.59,8.56,,
,0.04,3.83,1313.7284,20.14 - 20.23,1,758.4,-,-,0,-,-,0,1313.7324,20.18,2.83E3,-,-,0,-,-,0,1313.7244,20.18,4E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:1.41:0:0:0,5.66E2,9.99E2,1.00:1.76,20.18,,
,0.04,3.24,1211.7562,18.35 - 18.62,1,178,1211.7582,18.40,8.21E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1211.7543,18.55,7.81E2,1.00:0:0:0:0:0:0:0:0.95,1.64E2,1.95E2,1.00:1.19,18.48,,
,0.04,8.41,349.9437,2.26 - 2.31,1,12.4,-,-,0,-,-,0,349.9437,2.28,1.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.24E1,0,1.00:0,2.28,,
,0.04,3.19,523.8493,3.94 - 4.36,1,81.6,-,-,0,-,-,0,523.8495,4.30,3.82E2,-,-,0,-,-,0,-,-,0,523.8491,3.99,3.52E2,-,-,0,-,-,0,0:0:1.00:0:0:0:0.92:0:0,7.65E1,8.79E1,1.00:1.15,4.14,,
,0.04,8.41,942.8048,20.11 - 20.21,1,189.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,942.8048,20.16,1.7E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,4.25E2,0:1.00,20.16,,
,0.04,8.41,539.2678,5.37 - 6.00,1,395,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,539.2678,5.57,3.55E3,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.89E2,0:1.00,5.57,,
,0.04,4.30,693.8504,19.53 - 20.27,1,6.5E3,-,-,0,693.8480,20.17,1.72E4,-,-,0,693.8511,20.19,2.66E4,-,-,0,-,-,0,693.8520,20.22,1.48E4,-,-,0,-,-,0,0:1.00:0:1.54:0:0:0.86:0:0,8.76E3,3.7E3,1.00:0.42,20.19,,
,0.04,8.42,726.7477,9.28 - 9.35,1,25.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,726.7477,9.32,2.26E2,0:0:0:0:0:0:0:0:1.00,0,5.66E1,0:1.00,9.32,,
,0.04,8.42,415.3163,2.43 - 2.56,1,210,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,415.3163,2.48,1.89E3,0:0:0:0:0:0:0:0:1.00,0,4.72E2,0:1.00,2.48,,
,0.04,3.66,724.8023,5.79 - 8.12,1,517.8,-,-,0,724.8029,5.84,1.3E3,724.8021,6.11,7.52E2,-,-,0,-,-,0,-,-,0,724.8018,6.30,2.61E3,-,-,0,-,-,0,0:1.73:1.00:0:0:0:3.47:0:0,4.11E2,6.51E2,1.00:1.58,6.08,,
,0.04,3.09,268.8003,12.61 - 13.30,3,135.2,268.8001,13.23,3.56E2,-,-,0,268.8006,12.99,3.01E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,268.8002,12.67,5.6E2,1.18:0:1.00:0:0:0:0:0:1.86,1.31E2,1.4E2,1.00:1.06,12.96,,
,0.04,3.65,407.8814,12.91 - 15.09,1,830.9,407.8813,13.39,1.24E3,407.8814,13.04,2.07E3,-,-,0,-,-,0,-,-,0,407.8813,13.27,4.17E3,-,-,0,-,-,0,-,-,0,1.00:1.67:0:0:0:3.37:0:0:0,6.62E2,1.04E3,1.00:1.57,13.23,,
,0.04,8.42,812.7805,5.73 - 5.78,1,34.2,-,-,0,-,-,0,-,-,0,-,-,0,812.7805,5.77,3.08E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,6.16E1,0,1.00:0,5.77,,
,0.04,8.42,486.2891,18.32 - 18.38,2,48.2,-,-,0,-,-,0,-,-,0,486.2891,18.35,4.33E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,8.67E1,0,1.00:0,18.35,,
,0.04,3.08,406.8652,17.90 - 19.15,1,2.1E3,406.8648,18.61,4.32E3,406.8652,18.02,6.4E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,406.8656,18.37,8.11E3,1.00:1.48:0:0:0:0:0:0:1.88,2.14E3,2.03E3,1.00:0.94,18.33,,
,0.04,8.46,294.8139,0.94 - 1.01,1,19.2,294.8139,0.97,1.73E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,3.46E1,0,1.00:0,0.97,,
,0.04,4.49,819.7923,16.32 - 16.56,1,668.8,-,-,0,819.7915,16.46,2.56E3,-,-,0,819.7922,16.45,2.06E3,-,-,0,-,-,0,-,-,0,-,-,0,819.7932,16.42,1.41E3,0:1.00:0:0.80:0:0:0:0:0.55,9.23E2,3.52E2,1.00:0.38,16.44,,
,0.04,8.46,901.7854,20.14 - 20.21,2,118.2,-,-,0,-,-,0,901.7854,20.16,1.06E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,2.13E2,0,1.00:0,20.16,,
,0.04,8.46,621.7921,20.67 - 20.72,1,19.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,621.7921,20.67,1.75E2,0:0:0:0:0:0:0:0:1.00,0,4.36E1,0:1.00,20.67,,
,0.04,3.67,827.8113,13.59 - 14.97,1,111.4,-,-,0,827.8196,13.65,4.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,827.8031,14.92,5.62E2,0:1.00:0:0:0:0:0:0:1.27,8.82E1,1.4E2,1.00:1.59,14.29,,
,0.04,5.81,462.8778,12.88 - 14.63,1,1.6E3,-,-,0,-,-,0,-,-,0,462.8780,13.31,2.71E3,-,-,0,-,-,0,-,-,0,462.8781,13.73,4.8E3,462.8773,13.15,6.52E3,0:0:0:1.00:0:0:0:1.77:2.41,5.42E2,2.83E3,1.00:5.22,13.39,,
,0.04,8.46,888.3304,20.14 - 20.21,2,105.5,-,-,0,888.3304,20.16,9.5E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,1.9E2,0,1.00:0,20.16,,
,0.04,8.46,790.7169,20.94 - 21.03,1,25,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,790.7169,20.95,2.25E2,0:0:0:0:0:0:0:0:1.00,0,5.62E1,0:1.00,20.95,,
,0.04,8.46,1173.7515,20.15 - 20.23,1,1.6E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1173.7517,20.20,7.19E3,1173.7479,20.19,2.97E3,-,-,0,1173.7549,20.17,4.04E3,0:0:0:0:0:1.00:0.41:0:0.56,0,3.55E3,0:1.00,20.19,,
,0.04,3.56,734.8268,16.15 - 16.41,1,199.5,-,-,0,-,-,0,734.8259,16.19,8.23E2,-,-,0,-,-,0,-,-,0,-,-,0,734.8276,16.41,5.01E2,734.8268,16.29,4.72E2,0:0:1.00:0:0:0:0:0.61:0.57,1.65E2,2.43E2,1.00:1.48,16.30,,
,0.04,4.91,576.7812,19.88 - 20.11,1,959.1,-,-,0,-,-,0,-,-,0,576.7822,20.02,3.81E3,576.7808,19.99,3.14E3,-,-,0,-,-,0,-,-,0,576.7805,20.00,1.68E3,0:0:0:1.00:0.82:0:0:0:0.44,1.39E3,4.2E2,1.00:0.30,20.00,,
,0.04,5.17,302.8461,4.63 - 9.71,1,1.1E3,-,-,0,-,-,0,302.8461,4.86,1.46E3,302.8461,5.17,1.11E3,-,-,0,302.8460,4.71,7.76E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0.76:0:5.32:0:0:0,5.14E2,1.94E3,1.00:3.78,4.91,,
,0.04,8.46,563.8322,3.49 - 3.57,2,28.2,-,-,0,-,-,0,-,-,0,563.8322,3.54,2.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,5.08E1,0,1.00:0,3.54,,
,0.04,3.19,564.8193,7.09 - 7.71,1,569.1,-,-,0,-,-,0,-,-,0,564.8186,7.15,2.67E3,-,-,0,564.8196,7.63,1.77E3,-,-,0,-,-,0,564.8198,7.57,6.78E2,0:0:0:1.00:0:0.66:0:0:0.25,5.34E2,6.12E2,1.00:1.15,7.45,,
,0.04,4.28,552.8701,5.59 - 11.14,1,658.1,-,-,0,552.8698,5.73,2.19E3,-,-,0,552.8696,5.83,1.99E3,-,-,0,552.8712,6.14,-,-,-,0,552.8698,6.85,1.08E3,-,-,0,0:1.00:0:0.91:0:-:0:0.49:0,8.37E2,3.6E2,1.00:0.43,6.14,,
,0.04,8.46,793.8029,14.39 - 14.45,1,53.6,-,-,0,-,-,0,-,-,0,-,-,0,793.8029,14.42,4.83E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,9.66E1,0,1.00:0,14.42,,
,0.04,8.46,1234.7776,20.15 - 20.22,1,471.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1234.7683,20.19,2.92E3,1234.7870,20.17,1.32E3,-,-,0,0:0:0:0:0:0:1.00:0.45:0,0,1.06E3,0:1.00,20.18,,
,0.04,8.46,946.6782,20.37 - 20.42,1,26,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,946.6782,20.38,2.34E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,5.86E1,0:1.00,20.38,,
,0.04,8.46,305.1753,1.54 - 1.80,1,594.5,-,-,0,305.1752,1.73,2.7E3,-,-,0,305.1754,1.74,2.65E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.98:0:0:0:0:0,1.07E3,0,1.00:0,1.73,,
,0.04,8.46,578.7766,19.77 - 19.86,1,53.1,-,-,0,578.7766,19.82,4.77E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,9.55E1,0,1.00:0,19.82,,
,0.04,8.46,744.7850,20.79 - 20.84,1,12.1,744.7850,20.79,1.09E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.17E1,0,1.00:0,20.79,,
,0.04,4.33,1059.7916,20.12 - 20.24,2,2.6E3,-,-,0,-,-,0,-,-,0,-,-,0,1059.7979,20.16,8.18E3,1059.7874,20.17,9.1E3,-,-,0,-,-,0,1059.7896,20.15,6.54E3,0:0:0:0:1.00:1.11:0:0:0.80,1.64E3,3.91E3,1.00:2.39,20.16,,
,0.04,8.46,604.7916,0.01 - 0.09,1,28.8,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,604.7916,0.04,2.59E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,6.48E1,0:1.00,0.04,,
,0.04,3.19,454.8473,12.27 - 12.67,1,296.3,-,-,0,-,-,0,-,-,0,454.8473,12.56,8.82E2,454.8474,12.33,5.12E2,-,-,0,454.8473,12.47,1.27E3,-,-,0,-,-,0,0:0:0:1.00:0.58:0:1.44:0:0,2.79E2,3.18E2,1.00:1.14,12.45,,
,0.04,8.46,769.7971,16.44 - 16.65,1,89.5,-,-,0,-,-,0,769.7919,16.62,4.98E2,-,-,0,769.8024,16.46,3.07E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.62:0:0:0:0,1.61E2,0,1.00:0,16.54,,
,0.04,8.46,454.7941,4.33 - 4.41,2,16.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,454.7941,4.38,1.45E2,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,3.63E1,0:1.00,4.38,,
,0.04,8.46,1002.7665,19.20 - 19.32,1,182.4,-,-,0,-,-,0,1002.7665,19.26,1.64E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,3.28E2,0,1.00:0,19.26,,
,0.04,8.46,848.8177,15.20 - 15.29,1,51.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,848.8177,15.25,4.65E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,1.16E2,0:1.00,15.25,,
,0.04,8.46,845.3333,20.10 - 20.23,2,303.1,845.3345,20.17,1.51E3,-,-,0,845.3322,20.18,1.22E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.23:0:1.00:0:0:0:0:0:0,5.46E2,0,1.00:0,20.18,,
,0.04,3.13,892.8162,16.37 - 16.46,1,145.1,-,-,0,-,-,0,-,-,0,-,-,0,892.8164,16.43,7.56E2,-,-,0,892.8160,16.41,5.5E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.73:0:0,1.51E2,1.37E2,1.00:0.91,16.42,,
,0.04,8.43,827.7520,10.47 - 10.53,1,28.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,827.7520,10.50,2.57E2,0:0:0:0:0:0:0:0:1.00,0,6.41E1,0:1.00,10.50,,
,0.04,8.43,641.7753,21.88 - 21.98,1,29.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,641.7753,21.91,2.69E2,0:0:0:0:0:0:0:0:1.00,0,6.73E1,0:1.00,21.91,,
,0.04,5.63,630.8102,11.79 - 14.54,1,971.7,-,-,0,-,-,0,630.8098,12.72,5.84E3,630.8098,12.56,1.66E3,-,-,0,630.8109,11.84,1.25E3,-,-,0,-,-,0,-,-,0,0:0:1.00:0.28:0:0.21:0:0:0,1.5E3,3.12E2,1.00:0.21,12.38,,
,0.04,6.74,328.9035,5.53 - 7.89,3,466.6,-,-,0,-,-,0,-,-,0,328.9033,5.54,5.65E2,-,-,0,328.9032,6.21,1.13E3,-,-,0,328.9039,6.93,2.5E3,-,-,0,0:0:0:1.00:0:2.00:0:4.43:0,1.13E2,9.09E2,1.00:8.04,6.23,,
,0.04,3.26,785.7756,13.21 - 13.53,1,55.1,-,-,0,785.7756,13.22,2.52E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,785.7756,13.45,2.44E2,-,-,0,0:1.00:0:0:0:0:0:0.97:0,5.04E1,6.09E1,1.00:1.21,13.34,,
,0.04,8.43,507.8134,0.91 - 0.98,2,14.3,507.8134,0.92,1.28E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,2.57E1,0,1.00:0,0.92,,
,0.04,8.43,682.7498,2.15 - 2.23,1,24.7,-,-,0,-,-,0,682.7498,2.17,2.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,4.45E1,0,1.00:0,2.17,,
,0.04,3.11,278.8289,8.33 - 15.96,3,5.5E3,-,-,0,-,-,0,-,-,0,-,-,0,278.8293,13.33,2.82E4,278.8287,13.64,9.55E3,-,-,0,278.8289,14.48,1.14E4,-,-,0,0:0:0:0:1.00:0.34:0:0.40:0,5.65E3,5.23E3,1.00:0.93,13.82,,
,0.04,8.43,634.7583,20.73 - 20.88,1,27.4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,634.7583,20.79,2.46E2,0:0:0:0:0:0:0:0:1.00,0,6.16E1,0:1.00,20.79,,
,0.04,5.26,527.2998,3.42 - 3.65,1,672.5,-,-,0,527.2994,3.62,1.45E3,-,-,0,-,-,0,-,-,0,527.3000,3.50,2.99E3,-,-,0,527.3000,3.50,1.61E3,-,-,0,0:1.00:0:0:0:2.07:0:1.11:0,2.89E2,1.15E3,1.00:3.98,3.54,,
,0.04,8.43,600.7977,2.00 - 2.06,3,22.5,-,-,0,-,-,0,-,-,0,-,-,0,600.7977,2.00,2.02E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,4.04E1,0,1.00:0,2.00,,
,0.04,8.43,828.2659,12.95 - 13.03,2,34.6,-,-,0,-,-,0,828.2659,12.96,3.12E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.23E1,0,1.00:0,12.96,,
,0.04,3.80,416.8942,16.74 - 18.45,1,2E3,-,-,0,-,-,0,-,-,0,416.8935,16.96,3.91E3,416.8945,16.84,8.31E3,-,-,0,416.8945,17.31,5.65E3,-,-,0,-,-,0,0:0:0:1.00:2.12:0:1.44:0:0,2.44E3,1.41E3,1.00:0.58,17.04,,
,0.04,3.12,732.8135,19.60 - 20.21,1,2.2E3,732.8121,19.96,5.57E3,-,-,0,732.8147,20.09,5.82E3,-,-,0,-,-,0,732.8138,19.71,8.36E3,-,-,0,-,-,0,-,-,0,0.96:0:1.00:0:0:1.44:0:0:0,2.28E3,2.09E3,1.00:0.92,19.92,,
,0.04,8.36,1421.6919,20.15 - 20.23,1,188.7,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1421.6919,20.18,1.7E3,-,-,0,-,-,0,-,-,0,0:0:0:0:0:1.00:0:0:0,0,4.25E2,0:1.00,20.18,,
,0.04,8.36,867.7339,6.88 - 6.95,1,36.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,867.7339,6.90,3.26E2,0:0:0:0:0:0:0:0:1.00,0,8.16E1,0:1.00,6.90,,
,0.04,8.36,640.7673,0.03 - 0.08,1,40.2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,640.7673,0.07,3.62E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,9.05E1,0:1.00,0.07,,
,0.04,3.94,578.7949,8.11 - 8.64,1,155.4,578.7954,8.50,5.55E2,-,-,0,-,-,0,-,-,0,-,-,0,578.7944,8.15,5.09E2,-,-,0,578.7948,8.24,3.35E2,-,-,0,1.00:0:0:0:0:0.92:0:0.60:0,1.11E2,2.11E2,1.00:1.90,8.30,,
,0.04,8.36,635.7563,5.26 - 5.31,1,14.6,-,-,0,-,-,0,-,-,0,-,-,0,635.7563,5.27,1.32E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:0:1.00:0:0:0:0,2.63E1,0,1.00:0,5.27,,
,0.04,8.36,646.2681,11.72 - 11.83,2,51.9,646.2681,11.78,4.67E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,9.34E1,0,1.00:0,11.78,,
,0.04,8.36,250.9903,17.62 - 17.67,1,26.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,250.9903,17.63,2.39E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,5.97E1,0:1.00,17.63,,
,0.04,8.36,586.8101,13.61 - 15.91,1,1.4E3,-,-,0,586.8091,13.81,3.82E3,-,-,0,586.8102,14.04,2.6E3,586.8112,14.29,6.62E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0.68:1.73:0:0:0:0,2.61E3,0,1.00:0,14.04,,
,0.04,3.11,791.7889,15.19 - 15.64,1,570,791.7893,15.53,1.67E3,-,-,0,791.7899,15.30,1.08E3,-,-,0,-,-,0,-,-,0,791.7874,15.37,2.38E3,-,-,0,-,-,0,1.56:0:1.00:0:0:0:2.22:0:0,5.49E2,5.96E2,1.00:1.08,15.40,,
