Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LCN8_A00_neg m/z,LCN8_A00_neg RT mean,LCN8_A00_neg Normalized Area,LCN8_A06_neg m/z,LCN8_A06_neg RT mean,LCN8_A06_neg Normalized Area,LCN8_A07_neg m/z,LCN8_A07_neg RT mean,LCN8_A07_neg Normalized Area,LCN8_A08_neg m/z,LCN8_A08_neg RT mean,LCN8_A08_neg Normalized Area,LCN8_A12_neg m/z,LCN8_A12_neg RT mean,LCN8_A12_neg Normalized Area,LCN8_B01_neg m/z,LCN8_B01_neg RT mean,LCN8_B01_neg Normalized Area,LCN8_A09_neg m/z,LCN8_A09_neg RT mean,LCN8_A09_neg Normalized Area,LCN8_A10_neg m/z,LCN8_A10_neg RT mean,LCN8_A10_neg Normalized Area,LCN8_A11_neg m/z,LCN8_A11_neg RT mean,LCN8_A11_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.01,8.34,298.8875,0.98 - 1.31,3,97.9,-,-,0,-,-,0,298.8872,1.27,3.54E2,298.8878,0.99,5.27E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0.67:1.00:0:0:0:0:0,1.47E2,0,1.00:0,1.13,,
,0.01,4.51,475.8877,7.47 - 7.75,1,99.5,-,-,0,-,-,0,-,-,0,475.8884,7.56,3.82E2,-,-,0,-,-,0,475.8871,7.65,5.14E2,-,-,0,-,-,0,0:0:0:1.00:0:0:1.34:0:0,6.37E1,1.71E2,1.00:2.69,7.60,,
,0.01,8.34,1031.7905,20.15 - 20.24,1,256.3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1031.7872,20.19,1.47E3,1031.7938,20.20,8.35E2,0:0:0:0:0:0:0:1.00:0.57,0,7.69E2,0:1.00,20.19,,
,0.01,4.40,858.7684,5.76 - 6.28,1,43.1,-,-,0,-,-,0,-,-,0,-,-,0,858.7690,6.25,1.71E2,-,-,0,-,-,0,-,-,0,858.7678,5.80,2.16E2,0:0:0:0:1.00:0:0:0:1.26,2.86E1,7.2E1,1.00:2.52,6.03,,
,0.01,3.99,794.7326,15.22 - 16.15,1,65.3,-,-,0,-,-,0,-,-,0,-,-,0,794.7325,15.27,2.96E2,-,-,0,794.7327,16.10,2.91E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.98:0:0,4.94E1,9.71E1,1.00:1.97,15.69,,
,0.01,4.21,687.3073,19.37 - 19.74,1,38.3,-,-,0,-,-,0,-,-,0,687.3083,19.73,1.62E2,-,-,0,-,-,0,-,-,0,-,-,0,687.3062,19.41,1.83E2,0:0:0:1.00:0:0:0:0:1.12,2.71E1,6.09E1,1.00:2.25,19.57,,
,0.01,8.34,468.8358,21.03 - 21.77,1,445.2,-,-,0,468.8358,21.10,3.22E3,468.8358,21.66,7.86E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0.24:0:0:0:0:0:0,6.68E2,0,1.00:0,21.38,,
,0.01,8.34,622.3625,16.99 - 17.11,2,48.5,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,622.3625,17.03,4.36E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,1.45E2,0:1.00,17.03,,
,0.01,3.06,642.8438,19.17 - 20.27,1,848.9,-,-,0,642.8429,19.49,5.03E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,642.8446,19.24,2.61E3,-,-,0,0:1.00:0:0:0:0:0:0.52:0,8.38E2,8.71E2,1.00:1.04,19.37,,
,0.01,8.34,679.8218,19.44 - 20.14,2,385.4,-,-,0,-,-,0,679.8204,19.67,1.48E3,-,-,0,679.8231,19.70,1.99E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.34:0:0:0:0,5.78E2,0,1.00:0,19.69,,
,0.01,8.34,728.3211,19.75 - 19.86,2,26.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,728.3211,19.79,2.42E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,8.07E1,0:1.00,19.79,,
,0.01,8.34,416.8968,5.28 - 6.88,1,131.4,416.8965,5.41,8.22E2,416.8971,6.82,3.61E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.44:0:0:0:0:0:0:0,1.97E2,0,1.00:0,6.12,,
,0.01,8.34,815.2934,19.67 - 19.93,1,134.2,-,-,0,-,-,0,815.2925,19.89,4.64E2,815.2943,19.73,7.43E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0.62:1.00:0:0:0:0:0,2.01E2,0,1.00:0,19.81,,
,0.01,4.86,719.8629,19.04 - 19.28,1,69.1,-,-,0,-,-,0,719.8617,19.09,2.36E2,-,-,0,-,-,0,-,-,0,-,-,0,719.8642,19.24,3.86E2,-,-,0,0:0:1.00:0:0:0:0:1.64:0,3.93E1,1.29E2,1.00:3.27,19.17,,
,0.01,8.34,726.7441,6.66 - 6.73,1,20.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,726.7441,6.73,1.88E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,6.26E1,0:1.00,6.73,,
,0.01,8.34,858.7652,16.99 - 18.36,1,2.1E3,-,-,0,-,-,0,858.7671,18.01,4.02E3,858.7633,17.70,1.53E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0.26:1.00:0:0:0:0:0,3.21E3,0,1.00:0,17.86,,
,0.01,3.02,543.8762,17.86 - 18.13,1,49.7,-,-,0,543.8759,17.90,2.99E2,-,-,0,-,-,0,-,-,0,-,-,0,543.8766,18.07,1.48E2,-,-,0,-,-,0,0:1.00:0:0:0:0:0.49:0:0,4.98E1,4.93E1,1.00:0.99,17.99,,
,0.01,4.88,713.7769,10.80 - 11.68,1,128.8,-,-,0,-,-,0,713.7767,11.56,4.37E2,-,-,0,-,-,0,-,-,0,-,-,0,713.7771,10.82,7.22E2,-,-,0,0:0:1.00:0:0:0:0:1.65:0,7.28E1,2.41E2,1.00:3.31,11.19,,
,0.01,8.34,275.8250,11.15 - 12.28,1,223.5,-,-,0,-,-,0,-,-,0,275.8251,11.89,7.62E2,275.8250,11.35,1.25E3,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.64:0:0:0:0,3.35E2,0,1.00:0,11.62,,
,0.01,8.34,390.8710,19.06 - 20.68,1,76.6,-,-,0,-,-,0,390.8710,20.53,-,-,-,0,-,-,0,-,-,0,390.8710,19.89,3.18E2,390.8711,19.10,2.94E2,-,-,0,0:0:-:0:0:0:1.00:0.92:0,0,2.04E2,0:1.00,19.84,,
,0.01,8.34,635.7621,20.40 - 20.48,1,19.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,635.7621,20.47,1.72E2,-,-,0,0:0:0:0:0:0:0:1.00:0,0,5.74E1,0:1.00,20.47,,
,0.01,8.34,564.8229,13.90 - 14.65,1,199.9,564.8229,14.43,3.24E2,-,-,0,-,-,0,-,-,0,-,-,0,564.8229,14.15,1.48E3,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:4.56:0:0:0,3E2,0,1.00:0,14.29,,
,0.01,8.34,1000.3017,20.11 - 20.22,2,457.9,1000.3041,20.15,1.22E3,-,-,0,-,-,0,-,-,0,1000.2994,20.17,2.9E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:2.37:0:0:0:0,6.87E2,0,1.00:0,20.16,,
,0.01,8.34,793.7937,19.60 - 20.11,2,114.2,793.7939,19.70,5.91E2,-,-,0,793.7934,20.10,4.37E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0.74:0:0:0:0:0:0,1.71E2,0,1.00:0,19.90,,
,0.01,8.34,340.8996,18.98 - 19.58,3,43.2,-,-,0,-,-,0,-,-,0,340.8997,19.54,1.54E2,340.8996,19.02,2.35E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.53:0:0:0:0,6.47E1,0,1.00:0,19.28,,
,0.01,8.34,387.8618,10.01 - 10.19,1,54.1,-,-,0,-,-,0,387.8618,10.11,4.87E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,8.11E1,0,1.00:0,10.11,,
,0.01,8.34,536.8256,13.26 - 13.33,1,24.2,-,-,0,536.8256,13.27,2.18E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,3.63E1,0,1.00:0,13.27,,
,0.01,8.34,552.8729,9.17 - 10.34,1,230.9,-,-,0,552.8737,10.24,7.92E2,-,-,0,552.8721,9.30,1.29E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0.62:0:1.00:0:0:0:0:0,3.46E2,0,1.00:0,9.77,,
,0.01,8.34,392.7530,0.00 - 3.15,2,4.3E3,-,-,0,392.7536,2.59,2.22E4,-,-,0,-,-,0,-,-,0,392.7528,1.26,1.21E4,-,-,0,392.7526,0.06,-,-,-,0,0:1.00:0:0:0:0.54:0:-:0,5.72E3,0,1.00:0,1.30,,
,0.01,8.34,474.8803,11.96 - 12.63,1,471.5,-,-,0,-,-,0,474.8800,12.15,1.57E3,474.8806,12.36,2.68E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0.59:1.00:0:0:0:0:0,7.07E2,0,1.00:0,12.25,,
,0.01,8.34,620.8569,13.31 - 14.04,1,472.1,-,-,0,620.8571,13.49,3.1E3,-,-,0,-,-,0,620.8568,13.90,1.15E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.37:0:0:0:0,7.08E2,0,1.00:0,13.69,,
,0.01,8.34,552.7985,4.46 - 4.83,1,138.8,552.7974,4.71,6.37E2,552.7996,4.57,6.13E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0.96:0:0:0:0:0:0:0,2.08E2,0,1.00:0,4.64,,
,0.01,8.34,485.8868,6.17 - 6.62,1,85.8,-,-,0,-,-,0,-,-,0,485.8862,6.19,1.53E2,485.8874,6.46,6.19E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:4.03:0:0:0:0,1.29E2,0,1.00:0,6.33,,
,0.01,3.51,310.8823,8.97 - 10.18,3,268.2,-,-,0,310.8823,10.07,1.41E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,310.8823,9.02,1.01E3,-,-,0,0:1.00:0:0:0:0:0:0.72:0,2.34E2,3.36E2,1.00:1.43,9.54,,
,0.01,5.19,310.8813,20.50 - 20.80,1,87.1,-,-,0,-,-,0,-,-,0,-,-,0,310.8809,20.64,2.66E2,-,-,0,310.8817,20.66,5.17E2,-,-,0,-,-,0,0:0:0:0:1.00:0:1.94:0:0,4.44E1,1.72E2,1.00:3.89,20.65,,
,0.01,8.38,360.8590,10.99 - 13.05,1,367,-,-,0,360.8591,11.57,1.3E3,-,-,0,-,-,0,360.8589,11.04,2E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:1.53:0:0:0:0,5.5E2,0,1.00:0,11.31,,
,0.01,3.65,429.8602,18.68 - 19.35,1,79,-,-,0,-,-,0,429.8600,19.30,3.98E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,429.8605,18.71,3.13E2,0:0:1.00:0:0:0:0:0:0.79,6.63E1,1.04E2,1.00:1.58,19.00,,
,0.01,4.04,310.8825,8.19 - 9.26,1,249.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,310.8828,8.38,1.12E3,-,-,0,310.8821,8.50,1.13E3,-,-,0,0:0:0:0:0:1.00:0:1.01:0,1.86E2,3.77E2,1.00:2.02,8.44,,
,0.01,4.06,296.1955,5.02 - 6.80,1,291.8,-,-,0,-,-,0,296.1953,6.45,1.3E3,-,-,0,-,-,0,-,-,0,296.1958,5.71,1.33E3,-,-,0,-,-,0,0:0:1.00:0:0:0:1.02:0:0,2.16E2,4.43E2,1.00:2.05,6.08,,
,0.01,3.86,284.1149,17.15 - 17.53,1,44.3,-,-,0,-,-,0,-,-,0,-,-,0,284.1149,17.19,2.09E2,-,-,0,-,-,0,-,-,0,284.1149,17.44,1.89E2,0:0:0:0:1.00:0:0:0:0.90,3.49E1,6.3E1,1.00:1.81,17.31,,
,0.01,4.74,683.8273,18.99 - 19.34,2,95.5,-,-,0,683.8279,19.27,3.41E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,683.8268,19.02,5.18E2,-,-,0,0:1.00:0:0:0:0:0:1.52:0,5.68E1,1.73E2,1.00:3.04,19.14,,
,0.01,6.41,578.7973,0.63 - 1.09,1,203.6,-,-,0,-,-,0,-,-,0,-,-,0,578.7966,0.69,4.06E2,-,-,0,578.7979,0.90,1.43E3,-,-,0,-,-,0,0:0:0:0:1.00:0:3.51:0:0,6.76E1,4.75E2,1.00:7.03,0.79,,
,0.01,8.38,440.3835,7.07 - 7.24,2,75.9,-,-,0,-,-,0,440.3828,7.17,3.08E2,-,-,0,440.3842,7.20,3.75E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:1.22:0:0:0:0,1.14E2,0,1.00:0,7.19,,
,0.01,5.45,634.7506,10.66 - 11.23,1,132,-,-,0,-,-,0,-,-,0,-,-,0,634.7509,11.17,3.69E2,-,-,0,-,-,0,634.7502,10.68,8.19E2,-,-,0,0:0:0:0:1.00:0:0:2.22:0,6.16E1,2.73E2,1.00:4.43,10.93,,
,0.01,4.14,417.8999,9.86 - 10.60,1,194.5,-,-,0,-,-,0,-,-,0,-,-,0,417.8998,10.03,8.44E2,-,-,0,417.8999,10.24,9.07E2,-,-,0,-,-,0,0:0:0:0:1.00:0:1.07:0:0,1.41E2,3.02E2,1.00:2.15,10.13,,
,0.01,8.46,274.9612,15.81 - 16.19,1,71.2,-,-,0,-,-,0,274.9614,15.85,5.07E2,-,-,0,274.9609,16.14,1.34E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0.26:0:0:0:0,1.07E2,0,1.00:0,16.00,,
,0.01,8.46,387.8770,2.18 - 2.33,7,26,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,387.8770,2.28,2.34E2,-,-,0,-,-,0,0:0:0:0:0:0:1.00:0:0,0,7.79E1,0:1.00,2.28,,
,0.01,8.46,522.7856,15.03 - 15.11,1,29.6,522.7856,15.06,2.66E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,4.43E1,0,1.00:0,15.06,,
,0.01,8.46,275.8243,3.55 - 4.78,1,503.1,275.8244,4.09,3.17E3,-,-,0,-,-,0,275.8242,3.66,1.36E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,2.34:0:0:1.00:0:0:0:0:0,7.55E2,0,1.00:0,3.87,,
,0.01,8.46,753.3179,19.40 - 19.88,2,176.7,753.3186,19.47,5.37E2,-,-,0,753.3171,19.83,1.05E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.96:0:0:0:0:0:0,2.65E2,0,1.00:0,19.65,,
,0.01,8.46,407.8714,13.30 - 13.65,1,65.6,407.8713,13.59,2.37E2,-,-,0,407.8714,13.40,3.54E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:1.49:0:0:0:0:0:0,9.84E1,0,1.00:0,13.49,,
,0.01,4.59,925.7707,17.03 - 17.41,1,101.3,-,-,0,-,-,0,-,-,0,925.7697,17.38,3.82E2,-,-,0,-,-,0,-,-,0,-,-,0,925.7717,17.05,5.3E2,0:0:0:1.00:0:0:0:0:1.39,6.36E1,1.77E2,1.00:2.78,17.22,,
,0.01,8.46,414.2539,16.42 - 18.55,1,1.4E3,414.2536,17.06,7.16E3,-,-,0,-,-,0,414.2542,17.50,5.27E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.36:0:0:1.00:0:0:0:0:0,2.07E3,0,1.00:0,17.28,,
,0.01,8.46,473.8368,0.97 - 1.87,1,318.6,-,-,0,-,-,0,473.8372,1.17,1.56E3,473.8364,1.23,1.31E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.19:1.00:0:0:0:0:0,4.78E2,0,1.00:0,1.20,,
,0.01,8.46,972.7593,19.97 - 20.25,2,245.9,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,972.7560,20.12,1.17E3,972.7627,20.15,1.05E3,0:0:0:0:0:0:0:1.00:0.90,0,7.38E2,0:1.00,20.13,,
,0.01,3.65,808.7760,5.81 - 6.69,1,99.6,-,-,0,-,-,0,808.7758,6.46,5.03E2,-,-,0,-,-,0,-,-,0,-,-,0,808.7763,5.88,3.94E2,-,-,0,0:0:1.00:0:0:0:0:0.78:0,8.38E1,1.31E2,1.00:1.56,6.17,,
,0.01,4.11,466.8245,11.59 - 11.86,1,36,466.8254,11.61,1.58E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,466.8236,11.83,1.66E2,1.00:0:0:0:0:0:0:0:1.05,2.64E1,5.53E1,1.00:2.10,11.72,,
,0.01,8.46,485.8881,17.60 - 20.10,1,1E3,485.8885,17.89,1.63E3,-,-,0,-,-,0,-,-,0,485.8878,17.76,7.8E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:4.77:0:0:0:0,1.57E3,0,1.00:0,17.82,,
,0.01,8.50,277.8220,4.29 - 5.25,1,183.4,-,-,0,277.8220,4.97,8.15E2,277.8219,4.40,8.35E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:1.02:0:0:0:0:0:0,2.75E2,0,1.00:0,4.69,,
,0.01,8.21,642.7885,11.89 - 16.45,1,2.5E3,-,-,0,-,-,0,-,-,0,642.7894,12.93,2.69E3,-,-,0,-,-,0,-,-,0,642.7876,12.30,1.94E4,-,-,0,0:0:0:1.00:0:0:0:7.19:0,4.49E2,6.46E3,1.00:14.38,12.62,,
,0.01,4.08,543.8462,14.44 - 15.12,1,191.6,-,-,0,-,-,0,-,-,0,-,-,0,543.8450,14.70,8.51E2,-,-,0,-,-,0,543.8474,15.09,8.73E2,-,-,0,0:0:0:0:1.00:0:0:1.03:0,1.42E2,2.91E2,1.00:2.05,14.89,,
,0.01,8.50,557.3348,1.66 - 1.94,2,147.9,-,-,0,-,-,0,557.3341,1.76,8.38E2,557.3354,1.82,4.93E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.70:1.00:0:0:0:0:0,2.22E2,0,1.00:0,1.79,,
,0.01,6.51,546.9122,4.78 - 5.24,2,62.1,546.9120,4.84,1.22E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,546.9124,5.11,4.36E2,-,-,0,-,-,0,1.00:0:0:0:0:0:3.57:0:0,2.04E1,1.45E2,1.00:7.15,4.98,,
,0.01,5.36,828.6804,19.72 - 19.80,1,83.5,828.6796,19.75,2.45E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,828.6812,19.78,5.06E2,1.00:0:0:0:0:0:0:0:2.07,4.08E1,1.69E2,1.00:4.14,19.76,,
,0.01,8.50,407.8840,15.94 - 16.38,1,61.2,-,-,0,-,-,0,-,-,0,407.8840,16.35,2.32E2,407.8839,16.01,3.2E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.38:0:0:0:0,9.19E1,0,1.00:0,16.18,,
,0.01,8.50,857.7800,8.89 - 9.11,1,102,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,857.7813,9.06,3.11E2,857.7787,8.95,6.07E2,0:0:0:0:0:0:0:1.00:1.95,0,3.06E2,0:1.00,9.01,,
,0.01,8.50,779.8289,11.89 - 12.50,1,77.5,-,-,0,779.8279,11.99,4.63E2,-,-,0,-,-,0,779.8300,12.49,2.34E2,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.51:0:0:0:0,1.16E2,0,1.00:0,12.24,,
,0.01,8.50,915.7319,7.17 - 7.27,1,26.1,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,915.7319,7.19,2.35E2,0:0:0:0:0:0:0:0:1.00,0,7.82E1,0:1.00,7.19,,
,0.01,8.50,700.7991,11.91 - 13.64,1,2E3,-,-,0,700.8007,12.03,1.21E4,-,-,0,-,-,0,700.7975,12.50,5.85E3,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0.48:0:0:0:0,2.99E3,0,1.00:0,12.26,,
,0.01,8.50,407.1686,3.45 - 4.65,1,988.2,407.1686,4.55,8.89E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0:0:0:0:0,1.48E3,0,1.00:0,4.55,,
,0.01,8.50,1047.3004,20.14 - 20.23,2,307.4,1047.3025,20.19,1.53E3,-,-,0,-,-,0,1047.2983,20.17,1.23E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,1.25:0:0:1.00:0:0:0:0:0,4.61E2,0,1.00:0,20.18,,
,0.01,4.75,766.7896,10.15 - 11.05,1,249.8,-,-,0,-,-,0,-,-,0,-,-,0,766.7912,10.28,8.98E2,-,-,0,766.7881,10.93,1.35E3,-,-,0,-,-,0,0:0:0:0:1.00:0:1.50:0:0,1.5E2,4.5E2,1.00:3.00,10.60,,
,0.01,4.91,747.8056,19.10 - 19.46,2,205,-,-,0,747.8046,19.34,6.95E2,-,-,0,-,-,0,-,-,0,-,-,0,747.8066,19.20,1.15E3,-,-,0,-,-,0,0:1.00:0:0:0:0:1.66:0:0,1.16E2,3.83E2,1.00:3.31,19.27,,
,0.01,8.42,814.7879,17.41 - 17.92,1,133.8,-,-,0,814.7870,17.87,5.56E2,-,-,0,814.7887,17.43,6.48E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0.86:0:1.00:0:0:0:0:0,2.01E2,0,1.00:0,17.65,,
,0.01,8.42,1313.7325,20.14 - 20.23,2,480.7,1313.7323,20.19,2.97E3,-,-,0,-,-,0,1313.7327,20.18,1.35E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,2.20:0:0:1.00:0:0:0:0:0,7.21E2,0,1.00:0,20.18,,
,0.01,8.42,671.8025,9.18 - 9.49,1,136.3,-,-,0,-,-,0,-,-,0,671.8037,9.24,8.64E2,671.8013,9.45,3.62E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0.42:0:0:0:0,2.04E2,0,1.00:0,9.35,,
,0.01,8.42,717.8176,19.51 - 19.82,1,60,-,-,0,-,-,0,-,-,0,717.8163,19.54,2.67E2,717.8190,19.76,2.73E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.02:0:0:0:0,9E1,0,1.00:0,19.65,,
,0.01,8.42,313.8809,1.11 - 6.38,1,2.4E4,-,-,0,-,-,0,313.8806,2.04,-,-,-,0,-,-,0,-,-,0,313.8811,1.38,1.93E5,-,-,0,-,-,0,0:0:-:0:0:0:1.00:0:0,0,6.43E4,0:1.00,1.71,,
,0.01,8.42,416.8966,11.03 - 12.70,1,349.4,416.8964,11.12,2.31E3,-,-,0,-,-,0,-,-,0,416.8969,11.13,8.35E2,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:0.36:0:0:0:0,5.24E2,0,1.00:0,11.12,,
,0.01,8.42,681.2977,4.51 - 10.05,1,3.8E4,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,681.2970,4.61,1.72E5,-,-,0,681.2983,5.05,1.69E5,0:0:0:0:0:0:1.00:0:0.98,0,1.14E5,0:1.00,4.83,,
,0.01,8.42,268.8017,11.97 - 12.66,3,96.7,-,-,0,-,-,0,-,-,0,268.8012,12.23,3.4E2,268.8022,12.49,5.3E2,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:1.56:0:0:0:0,1.45E2,0,1.00:0,12.36,,
,0.01,8.42,298.1420,0.27 - 0.34,1,304.6,-,-,0,298.1420,0.27,2.74E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:1.00:0:0:0:0:0:0:0,4.57E2,0,1.00:0,0.27,,
,0.01,4.78,672.8216,19.41 - 20.15,1,386.3,672.8209,20.04,2.99E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,672.8223,19.76,4.82E2,1.00:0:0:0:0:0:0:0:0.16,4.99E2,1.61E2,1.00:0.32,19.90,,
,0.01,4.33,426.3356,16.14 - 16.38,2,74.1,426.3350,16.26,3.03E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,426.3361,16.21,3.64E2,-,-,0,-,-,0,1.00:0:0:0:0:0:1.20:0:0,5.05E1,1.21E2,1.00:2.40,16.23,,
,0.01,3.24,756.7595,7.40 - 7.56,1,70.4,-,-,0,-,-,0,-,-,0,756.7592,7.52,3.98E2,-,-,0,-,-,0,-,-,0,756.7598,7.47,2.36E2,-,-,0,0:0:0:1.00:0:0:0:0.59:0,6.63E1,7.86E1,1.00:1.19,7.50,,
,0.01,8.42,977.7594,12.92 - 13.02,1,43.8,-,-,0,-,-,0,977.7594,12.99,3.94E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:1.00:0:0:0:0:0:0,6.57E1,0,1.00:0,12.99,,
,0.01,8.42,644.7824,12.61 - 13.09,1,421.6,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,644.7831,12.78,2.71E3,644.7817,12.89,1.08E3,0:0:0:0:0:0:0:1.00:0.40,0,1.26E3,0:1.00,12.84,,
,0.01,8.42,369.3022,4.82 - 5.06,1,461.8,-,-,0,-,-,0,-,-,0,369.3022,4.92,4.16E3,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,0:0:0:1.00:0:0:0:0:0,6.93E2,0,1.00:0,4.92,,
,0.01,3.07,464.8263,17.77 - 17.97,1,65.7,-,-,0,-,-,0,-,-,0,464.8257,17.84,3.88E2,-,-,0,-,-,0,464.8268,17.94,2.03E2,-,-,0,-,-,0,0:0:0:1.00:0:0:0.52:0:0,6.46E1,6.78E1,1.00:1.05,17.89,,
,0.01,3.83,660.7550,14.76 - 15.01,1,38.9,-,-,0,-,-,0,-,-,0,-,-,0,660.7544,15.01,1.86E2,-,-,0,660.7556,14.78,1.64E2,-,-,0,-,-,0,0:0:0:0:1.00:0:0.88:0:0,3.1E1,5.47E1,1.00:1.76,14.90,,
,0.01,8.46,485.8885,19.70 - 20.17,1,197.8,485.8889,20.06,6.24E2,-,-,0,-,-,0,-,-,0,485.8882,19.84,1.16E3,-,-,0,-,-,0,-,-,0,-,-,0,1.00:0:0:0:1.85:0:0:0:0,2.97E2,0,1.00:0,19.95,,
,0.01,4.05,506.8105,2.71 - 8.51,1,51.9,506.8103,2.84,2.48E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,506.8107,3.21,1.67E2,506.8104,3.51,-,-,-,0,1.00:0:0:0:0:0:0.67:-:0,4.14E1,8.35E1,1.00:2.02,3.18,,
,0.01,3.25,454.8503,14.82 - 15.32,1,116.7,454.8502,14.86,6.57E2,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,454.8503,15.21,3.93E2,-,-,0,-,-,0,1.00:0:0:0:0:0:0.60:0:0,1.1E2,1.31E2,1.00:1.19,15.04,,
