Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,STARD6_C00_neg m/z,STARD6_C00_neg RT mean,STARD6_C00_neg Normalized Area,STARD6_C05_neg m/z,STARD6_C05_neg RT mean,STARD6_C05_neg Normalized Area,STARD6_C06_neg m/z,STARD6_C06_neg RT mean,STARD6_C06_neg Normalized Area,STARD6_C07_neg m/z,STARD6_C07_neg RT mean,STARD6_C07_neg Normalized Area,STARD6_C11_neg m/z,STARD6_C11_neg RT mean,STARD6_C11_neg Normalized Area,STARD6_C12_neg m/z,STARD6_C12_neg RT mean,STARD6_C12_neg Normalized Area,STARD6_C08_neg m/z,STARD6_C08_neg RT mean,STARD6_C08_neg Normalized Area,STARD6_C09_neg m/z,STARD6_C09_neg RT mean,STARD6_C09_neg Normalized Area,STARD6_C10_neg m/z,STARD6_C10_neg RT mean,STARD6_C10_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM
,0.79,3.06,1175.7785,16.36 - 20.22,1,6E4,1175.7803,18.50,5.63E4,1175.7764,18.70,8.04E4,1175.7778,18.91,4.4E4,1175.7793,18.57,7.37E4,1175.7803,18.48,6.6E4,1175.7781,18.79,3.71E4,1175.7791,18.90,5.98E4,1175.7784,18.76,4.81E4,1175.7771,18.95,7.22E4,1.28:1.83:1.00:1.67:1.50:0.84:1.36:1.09:1.64,5.96E4,6E4,1.00:1.01,18.73,,
,0.79,3.89,500.1565,3.82 - 6.01,1,3.3E4,500.1565,4.61,4.7E4,500.1581,4.65,4.88E4,500.1555,4.56,2.6E4,500.1562,4.60,2.51E4,500.1570,4.60,3.59E4,500.1562,4.62,2.64E4,500.1566,4.60,4.11E4,500.1560,4.60,2.27E4,500.1561,4.62,2.72E4,1.81:1.87:1.00:0.96:1.38:1.01:1.58:0.87:1.05,3.49E4,3.03E4,1.00:0.87,4.61,,
,0.79,8.12,723.5360,10.97 - 11.63,1,3.9E4,723.5361,11.26,2.5E4,723.5353,11.21,2.62E4,723.5355,11.24,3.55E4,723.5365,11.25,2.41E4,723.5364,11.28,1.46E4,723.5365,11.28,5.5E4,723.5360,11.25,7.69E4,723.5363,11.28,3.79E4,723.5354,11.30,5.24E4,0.70:0.74:1.00:0.68:0.41:1.55:2.16:1.07:1.47,3.01E4,5.57E4,1.00:1.85,11.26,,
,0.79,3.02,720.7910,17.27 - 20.15,1,3.7E4,720.7910,19.55,4.47E4,720.7900,19.53,4.33E4,720.7913,19.56,3.3E4,720.7913,19.60,3.57E4,720.7900,19.46,3.26E4,720.7908,19.48,3.45E4,720.7914,19.50,4.01E4,720.7909,19.77,3.35E4,720.7918,19.50,3.81E4,1.36:1.31:1.00:1.08:0.99:1.05:1.22:1.02:1.15,3.73E4,3.72E4,1.00:1.00,19.55,,
,0.78,3.03,1054.7827,19.37 - 20.25,1,1.2E4,1054.7842,20.15,1.35E4,1054.7814,20.16,1.06E4,1054.7822,20.17,1.15E4,1054.7830,20.15,1.2E4,1054.7827,20.15,1.01E4,1054.7817,20.16,1.16E4,1054.7825,20.17,1.32E4,1054.7832,20.16,1.13E4,1054.7832,20.15,1.04E4,1.18:0.92:1.00:1.04:0.87:1.01:1.15:0.98:0.90,1.16E4,1.16E4,1.00:1.00,20.16,,
,0.78,4.69,293.1756,0.10 - 0.81,1,7.5E6,293.1757,0.17,1.06E6,293.1753,0.53,2.48E5,293.1752,0.52,2.1E7,293.1756,0.15,6.1E6,-,-,-,293.1758,0.17,1.26E7,293.1757,0.16,7.73E5,293.1757,0.17,8.27E6,293.1756,0.16,1.01E7,0.05:0.01:1.00:0.29:-:0.60:0.04:0.39:0.48,8.2E6,6.37E6,1.00:0.78,0.25,,
,0.78,3.07,652.8029,16.97 - 20.15,1,4.2E4,652.8042,19.47,4.45E4,652.8026,19.50,5E4,652.8033,19.34,3.87E4,652.8032,19.43,4.13E4,652.8027,19.42,3.92E4,652.8032,19.48,3.96E4,652.8019,19.50,4.6E4,652.8025,19.46,3.83E4,652.8027,19.49,4.11E4,1.15:1.29:1.00:1.07:1.01:1.02:1.19:0.99:1.06,4.22E4,4.18E4,1.00:0.99,19.45,,
,0.78,4.93,498.1382,2.95 - 3.93,1,5.2E4,498.1385,3.72,5.35E4,498.1372,3.70,5.78E4,498.1377,3.69,4.79E4,498.1385,3.70,5.17E4,498.1385,3.72,4.09E4,498.1382,3.71,8.63E4,498.1385,3.70,4.65E4,498.1385,3.71,3.91E4,498.1383,3.72,4.2E4,1.12:1.21:1.00:1.08:0.85:1.80:0.97:0.82:0.88,5.63E4,4.25E4,1.00:0.75,3.71,,
,0.78,13.02,264.1603,0.11 - 2.40,1,2.2E5,264.1602,2.08,9.03E4,264.1600,2.08,1.08E5,264.1601,2.14,3.15E5,264.1602,2.14,1.54E5,264.1602,2.15,1.77E5,-,-,0,264.1603,2.15,8.17E4,264.1608,2.15,3.14E5,264.1601,2.02,7.54E5,0.29:0.34:1.00:0.49:0.56:0:0.26:1.00:2.39,1.41E5,3.83E5,1.00:2.72,2.11,,
,0.78,4.61,298.8867,0.11 - 0.25,1,6.1E5,298.8868,0.17,4.2E5,-,-,0,298.8868,0.17,8.31E5,298.8867,0.18,9.56E5,298.8867,0.18,1.06E6,298.8868,0.18,6.92E5,298.8867,0.18,6.63E5,298.8866,0.18,8.89E5,-,-,0,0.51:0:1.00:1.15:1.27:0.83:0.80:1.07:0,6.59E5,5.17E5,1.00:0.78,0.18,,
,0.78,4.78,543.0612,2.95 - 3.92,1,2.2E4,543.0609,3.71,2.26E4,543.0605,3.70,2.2E4,543.0612,3.69,2.12E4,543.0612,3.70,2.13E4,543.0615,3.72,1.86E4,543.0615,3.71,3.62E4,543.0615,3.70,1.96E4,543.0614,3.71,1.56E4,543.0613,3.72,1.91E4,1.07:1.04:1.00:1.00:0.88:1.71:0.93:0.74:0.90,2.36E4,1.81E4,1.00:0.77,3.71,,
,0.78,3.69,500.6349,0.10 - 0.23,1,1E6,-,-,0,-,-,0,500.6341,0.15,1.31E6,500.6348,0.17,1.46E6,500.6348,0.18,2.32E6,500.6354,0.17,1.34E6,-,-,0,500.6353,0.16,1.92E6,500.6350,0.15,9.58E5,0:0:1.00:1.11:1.77:1.03:0:1.46:0.73,1.07E6,9.6E5,1.00:0.89,0.16,,
,0.78,6.33,1175.7770,8.29 - 10.55,1,9.4E4,1175.7788,9.07,9.36E4,1175.7754,9.04,1.69E5,1175.7769,9.05,1.37E5,1175.7778,9.06,1.22E5,1175.7761,9.09,5.41E4,1175.7769,9.05,6.61E4,1175.7783,9.07,8.2E4,1175.7773,9.07,5.9E4,1175.7759,9.10,6.46E4,0.68:1.23:1.00:0.89:0.39:0.48:0.60:0.43:0.47,1.07E5,6.85E4,1.00:0.64,9.07,,
,0.78,8.52,1221.7832,8.30 - 10.46,1,8.5E4,1221.7830,9.06,8.51E4,1221.7823,9.05,1.58E5,1221.7825,9.05,1.28E5,1221.7832,9.06,1.15E5,1221.7837,9.08,5.03E4,1221.7833,9.05,6.69E4,1221.7832,9.05,7.56E4,1221.7834,9.07,5.41E4,1221.7842,9.08,2.7E4,0.66:1.23:1.00:0.90:0.39:0.52:0.59:0.42:0.21,1.01E5,5.23E4,1.00:0.52,9.06,,
,0.77,12.88,581.5272,9.36 - 10.02,1,3E4,581.5275,9.74,1.2E4,581.5271,9.69,1.83E4,581.5262,9.69,2.19E4,581.5271,9.70,2.2E4,581.5272,9.73,9.45E3,581.5274,9.74,3.26E4,581.5275,9.70,7.39E4,581.5273,9.75,3.68E4,581.5272,9.74,4.64E4,0.55:0.83:1.00:1.00:0.43:1.49:3.37:1.68:2.12,1.94E4,5.24E4,1.00:2.70,9.72,,
,0.77,4.45,381.1947,4.02 - 4.71,1,8E3,381.1947,4.61,1.06E4,381.1944,4.59,9.26E3,381.1946,4.59,7.63E3,381.1948,4.60,8.05E3,381.1948,4.61,6.65E3,381.1949,4.61,9.05E3,381.1949,4.61,7.61E3,381.1948,4.61,6.37E3,381.1945,4.61,6.59E3,1.39:1.21:1.00:1.05:0.87:1.18:1.00:0.83:0.86,8.55E3,6.86E3,1.00:0.80,4.60,,
,0.77,9.36,387.2863,0.23 - 0.61,1,1.2E4,387.2865,0.52,5.64E3,387.2861,0.51,1.47E4,387.2863,0.50,7.93E3,387.2863,0.51,2.23E4,387.2860,0.53,5.73E3,387.2860,0.52,2.95E4,387.2865,0.51,6.89E3,387.2866,0.51,7.29E3,387.2862,0.53,5.1E3,0.71:1.86:1.00:2.81:0.72:3.72:0.87:0.92:0.64,1.43E4,6.43E3,1.00:0.45,0.52,,
,0.76,3.04,753.8529,20.08 - 20.25,2,8E3,753.8528,20.16,9.42E3,753.8523,20.16,8.87E3,753.8530,20.17,7.4E3,753.8527,20.15,7.54E3,753.8522,20.17,7.33E3,753.8525,20.17,7.22E3,753.8538,20.17,8.41E3,753.8535,20.16,7.44E3,753.8529,20.18,8.22E3,1.27:1.20:1.00:1.02:0.99:0.98:1.14:1.01:1.11,7.96E3,8.02E3,1.00:1.01,20.17,,
,0.76,5.87,426.1719,3.11 - 4.30,1,1.3E4,426.1716,3.84,2.48E4,426.1717,3.84,1.3E4,426.1721,3.83,1.05E4,426.1722,3.84,8.84E3,426.1720,3.85,8.77E3,426.1716,3.85,2.11E4,426.1720,3.83,1.12E4,426.1719,3.85,7.98E3,426.1718,3.84,9.27E3,2.36:1.24:1.00:0.84:0.83:2.00:1.06:0.76:0.88,1.45E4,9.48E3,1.00:0.65,3.84,,
,0.76,3.09,804.8173,20.10 - 20.29,1,1E4,804.8169,20.22,1.2E4,804.8172,20.22,1.17E4,804.8169,20.22,9.87E3,804.8170,20.22,1.01E4,804.8177,20.21,8.34E3,804.8179,20.21,9.64E3,804.8168,20.22,1.13E4,804.8174,20.22,8.77E3,804.8177,20.22,1.02E4,1.22:1.19:1.00:1.02:0.85:0.98:1.15:0.89:1.04,1.03E4,1.01E4,1.00:0.98,20.22,,
,0.76,5.54,545.2969,5.27 - 6.56,1,1.8E4,545.2969,5.61,1.72E4,545.2969,5.60,2.02E4,545.2966,5.56,2.08E4,545.2974,5.61,1.5E4,545.2971,5.62,7.95E3,545.2971,5.60,3.72E4,545.2969,5.62,9.62E3,545.2972,5.60,1.86E4,545.2964,5.65,1.19E4,0.83:0.97:1.00:0.72:0.38:1.78:0.46:0.89:0.57,1.97E4,1.34E4,1.00:0.68,5.61,,
,0.76,4.07,675.0409,3.99 - 4.79,1,1.1E4,675.0416,4.59,1.37E4,675.0403,4.59,1.12E4,675.0399,4.60,1.05E4,675.0424,4.58,1.2E4,675.0408,4.61,9.96E3,675.0408,4.61,1.26E4,675.0410,4.60,9.69E3,675.0406,4.60,9.79E3,675.0404,4.60,9.67E3,1.31:1.07:1.00:1.15:0.95:1.21:0.93:0.93:0.92,1.17E4,9.72E3,1.00:0.83,4.60,,
,0.76,3.05,316.7629,20.28 - 22.00,1,8.7E3,316.7630,20.37,9.41E3,316.7628,20.34,8.48E3,316.7634,20.37,8.57E3,316.7628,20.38,8.67E3,316.7625,20.40,8.29E3,316.7628,20.36,8.39E3,316.7628,20.38,8.72E3,316.7628,20.37,8.84E3,316.7632,20.37,8.58E3,1.10:0.99:1.00:1.01:0.97:0.98:1.02:1.03:1.00,8.63E3,8.71E3,1.00:1.01,20.37,,
,0.76,48.50,922.4037,14.45 - 14.78,1,1.3E5,922.4038,14.59,1.23E5,922.4031,14.58,2.15E5,922.4034,14.57,2.88E5,922.4039,14.58,1.62E5,922.4034,14.61,5.06E4,922.4037,14.59,3.44E5,922.4041,14.60,1.33E4,922.4036,14.60,6.45E3,922.4045,14.62,3.17E3,0.43:0.75:1.00:0.56:0.18:1.20:0.05:0.02:0.01,1.97E5,7.64E3,1.00:0.04,14.59,,
,0.75,3.02,736.8292,20.09 - 20.30,1,1.1E4,736.8291,20.22,1.19E4,736.8286,20.22,1.18E4,736.8291,20.22,1.03E4,736.8300,20.23,9.72E3,736.8292,20.22,1.08E4,736.8298,20.22,9.2E3,736.8292,20.22,1.25E4,736.8285,20.21,9.02E3,736.8295,20.22,1.05E4,1.15:1.14:1.00:0.94:1.05:0.89:1.21:0.87:1.01,1.06E4,1.06E4,1.00:1.00,20.22,,
,0.75,3.19,417.8755,0.00 - 0.11,1,1.1E4,417.8756,0.06,1.3E4,417.8749,0.08,1.31E4,417.8754,0.05,9.57E3,417.8754,0.06,9.67E3,417.8759,0.06,1E4,417.8757,0.06,8.69E3,417.8757,0.06,1.27E4,417.8756,0.06,8.72E3,417.8757,0.06,9.49E3,1.35:1.37:1.00:1.01:1.05:0.91:1.33:0.91:0.99,1.07E4,1.03E4,1.00:0.97,0.06,,
,0.75,3.61,428.0695,0.11 - 0.63,1,3.3E4,428.0698,0.54,7.05E3,-,-,0,428.0690,0.52,7.82E4,428.0693,0.53,2.12E4,428.0696,0.54,3.24E4,428.0696,0.55,6.43E4,428.0694,0.29,8.62E3,428.0698,0.53,2.15E4,428.0691,0.53,6.1E4,0.09:0:1.00:0.27:0.41:0.82:0.11:0.28:0.78,3.39E4,3.04E4,1.00:0.90,0.50,,
,0.75,3.13,764.7683,15.98 - 20.18,1,8.4E4,764.7676,16.10,9.93E4,764.7681,16.40,9.35E4,764.7655,16.34,8.08E4,764.7708,16.28,8.2E4,764.7692,16.60,7.65E4,764.7650,16.42,7.76E4,764.7680,16.30,9.19E4,764.7703,16.54,7.33E4,764.7701,16.77,8.38E4,1.23:1.16:1.00:1.01:0.95:0.96:1.14:0.91:1.04,8.5E4,8.3E4,1.00:0.98,16.42,,
,0.75,5.19,455.0832,2.96 - 3.88,1,8.4E3,455.0831,3.72,9.48E3,455.0827,3.70,9.47E3,455.0832,3.71,7.32E3,455.0834,3.70,8.98E3,455.0831,3.72,7.26E3,455.0837,3.71,1.34E4,455.0834,3.70,7.05E3,455.0832,3.71,5.67E3,455.0833,3.72,6.61E3,1.30:1.29:1.00:1.23:0.99:1.83:0.96:0.78:0.90,9.32E3,6.44E3,1.00:0.69,3.71,,
,0.75,3.08,772.8040,15.62 - 20.24,1,9.2E4,772.8042,20.09,7.53E4,-,-,-,772.8038,20.11,6.44E4,772.8040,20.12,1.36E5,772.8038,20.12,5.73E4,772.8037,20.10,1.29E5,772.8043,20.11,6.82E4,772.8047,20.10,6.18E4,772.8035,20.12,1.43E5,1.17:-:1.00:2.12:0.89:2.00:1.06:0.96:2.23,9.25E4,9.11E4,1.00:0.99,20.11,,
,0.75,3.58,770.8646,18.90 - 20.28,1,9.1E3,770.8652,20.19,1.21E4,770.8635,20.19,9.42E3,770.8644,20.20,8.3E3,770.8643,20.21,8.7E3,770.8643,20.21,8.68E3,770.8648,20.19,9.79E3,770.8647,20.19,8.8E3,770.8647,20.20,6.51E3,770.8653,20.20,1E4,1.46:1.13:1.00:1.05:1.05:1.18:1.06:0.78:1.20,9.5E3,8.44E3,1.00:0.89,20.20,,
,0.75,3.27,456.8326,0.00 - 0.11,1,1.1E4,456.8332,0.06,1.39E4,456.8316,0.07,1.48E4,456.8328,0.05,8.28E3,456.8326,0.05,8.92E3,456.8326,0.06,9.9E3,456.8328,0.05,8.83E3,456.8327,0.06,1.25E4,456.8327,0.06,8.23E3,456.8328,0.05,9.73E3,1.68:1.79:1.00:1.08:1.20:1.07:1.51:0.99:1.18,1.08E4,1.01E4,1.00:0.94,0.06,,
,0.75,4.36,523.0703,3.07 - 3.94,1,8.8E3,523.0706,3.71,1.1E4,523.0698,3.70,9.38E3,523.0697,3.71,7.57E3,523.0707,3.70,9.75E3,523.0706,3.72,7.83E3,523.0701,3.71,1.22E4,523.0704,3.70,7.64E3,523.0706,3.73,6.52E3,523.0703,3.72,7.69E3,1.46:1.24:1.00:1.29:1.03:1.61:1.01:0.86:1.02,9.63E3,7.28E3,1.00:0.76,3.71,,
,0.75,3.23,326.7918,20.28 - 22.00,1,9.5E3,326.7919,20.36,1.06E4,326.7919,20.35,7.89E3,326.7921,20.37,9.64E3,326.7917,20.38,1.04E4,326.7917,20.35,9.44E3,326.7920,20.36,1E4,326.7915,20.35,1.05E4,326.7918,20.38,8.77E3,326.7913,20.37,8.29E3,1.10:0.82:1.00:1.08:0.98:1.04:1.09:0.91:0.86,9.67E3,9.2E3,1.00:0.95,20.36,,
,0.74,3.56,492.1274,17.92 - 19.15,1,7.9E3,492.1271,18.41,9.13E3,492.1270,18.53,1.05E4,492.1274,18.44,8.13E3,492.1274,18.49,8.39E3,492.1274,18.46,6.78E3,492.1275,18.45,6.55E3,492.1277,18.42,7.67E3,492.1274,18.40,6.75E3,492.1278,18.39,7.44E3,1.12:1.29:1.00:1.03:0.83:0.81:0.94:0.83:0.91,8.24E3,7.29E3,1.00:0.88,18.44,,
,0.74,3.07,766.8552,19.14 - 20.25,2,6.5E3,766.8555,20.18,6.84E3,766.8551,20.19,7.18E3,766.8552,20.18,6.68E3,766.8557,20.18,5.65E3,766.8561,20.17,6.42E3,766.8540,20.19,5.82E3,766.8556,20.17,7.51E3,766.8548,20.18,5.45E3,766.8549,20.18,6.62E3,1.02:1.07:1.00:0.85:0.96:0.87:1.12:0.82:0.99,6.43E3,6.53E3,1.00:1.01,20.18,,
,0.74,4.44,647.0093,3.02 - 3.91,1,1E4,647.0093,3.71,1.02E4,647.0092,3.70,1.06E4,647.0086,3.71,8.85E3,647.0101,3.70,1.1E4,647.0098,3.72,8.72E3,647.0087,3.71,1.75E4,647.0093,3.70,8.76E3,647.0089,3.73,8.05E3,647.0095,3.72,7.98E3,1.15:1.19:1.00:1.24:0.99:1.98:0.99:0.91:0.90,1.11E4,8.26E3,1.00:0.74,3.71,,
,0.74,3.08,821.8405,20.08 - 20.24,2,6.9E3,821.8402,20.18,8.19E3,821.8392,20.17,7.33E3,821.8402,20.17,6.91E3,821.8428,20.17,6.37E3,821.8401,20.17,6.34E3,821.8413,20.17,5.95E3,821.8397,20.17,7.54E3,821.8406,20.17,6.65E3,821.8405,20.17,6.73E3,1.19:1.06:1.00:0.92:0.92:0.86:1.09:0.96:0.97,6.85E3,6.97E3,1.00:1.02,20.17,,
,0.74,4.11,438.0983,0.23 - 0.64,1,7E4,438.0988,0.53,1.59E4,438.0983,0.40,5.44E3,438.0978,0.52,1.93E5,438.0985,0.53,3.15E4,438.0982,0.54,5.59E4,438.0979,0.55,1.5E5,438.0986,0.51,1.6E4,438.0984,0.55,3.27E4,438.0983,0.55,1.3E5,0.08:0.03:1.00:0.16:0.29:0.78:0.08:0.17:0.67,7.53E4,5.94E4,1.00:0.79,0.52,,
,0.73,3.01,860.8484,19.02 - 20.26,1,5E4,860.8488,20.18,5.86E4,860.8475,20.17,5.56E4,860.8481,20.18,4.75E4,860.8490,20.17,4.86E4,860.8481,20.18,4.5E4,860.8481,20.17,4.51E4,860.8489,20.17,5.43E4,860.8488,20.17,4.6E4,-,-,-,1.24:1.17:1.00:1.02:0.95:0.95:1.14:0.97:-,5.01E4,5.01E4,1.00:1.00,20.17,,
,0.73,3.44,681.2967,0.15 - 3.22,1,3.2E5,681.2964,3.03,1.41E5,681.2963,3.01,2.84E5,681.2966,3.00,5.12E5,681.2970,3.03,2.28E5,681.2970,3.02,3.41E5,681.2966,2.99,4.45E5,681.2961,2.95,3.43E5,681.2971,3.03,2.29E5,681.2969,3.01,3.11E5,0.28:0.55:1.00:0.45:0.67:0.87:0.67:0.45:0.61,3.25E5,2.95E5,1.00:0.91,3.01,,
,0.73,3.17,772.4551,3.28 - 4.14,1,1.6E4,772.4552,4.05,3.89E3,772.4551,4.05,1.38E4,772.4552,4.05,2.66E4,772.4554,4.06,2.05E4,772.4552,4.06,2.24E4,772.4547,4.06,9.87E3,772.4553,4.06,1.9E4,772.4553,4.06,1.32E4,772.4547,4.06,1.83E4,0.15:0.52:1.00:0.77:0.84:0.37:0.72:0.50:0.69,1.62E4,1.68E4,1.00:1.04,4.06,,
,0.73,9.41,695.5044,9.36 - 10.01,1,2.5E4,695.5039,9.74,9.53E3,695.5043,9.70,1.41E4,695.5042,9.66,1.79E4,695.5046,9.69,1.86E4,695.5052,9.73,7.49E3,695.5043,9.75,2.76E4,695.5044,9.72,6.09E4,695.5052,9.75,2.94E4,695.5039,9.75,3.82E4,0.53:0.79:1.00:1.04:0.42:1.55:3.41:1.65:2.14,1.59E4,4.28E4,1.00:2.70,9.72,,
,0.73,3.19,826.8550,20.08 - 20.24,2,5.4E3,826.8545,20.18,5.92E3,826.8540,20.17,5.47E3,826.8553,20.17,4.81E3,826.8557,20.18,5.53E3,826.8547,20.18,5.11E3,826.8553,20.18,4.95E3,826.8549,20.18,5.9E3,826.8557,20.18,4.93E3,826.8550,20.18,5.82E3,1.23:1.14:1.00:1.15:1.06:1.03:1.23:1.03:1.21,5.3E3,5.55E3,1.00:1.05,20.18,,
,0.73,3.05,601.8526,20.00 - 20.34,1,9.1E3,601.8523,20.23,1.07E4,601.8517,20.24,1.08E4,601.8525,20.23,7.58E3,601.8528,20.23,9.54E3,601.8531,20.23,7.86E3,601.8530,20.23,7.77E3,601.8531,20.23,9.81E3,601.8523,20.24,8.4E3,601.8525,20.23,9.2E3,1.41:1.43:1.00:1.26:1.04:1.02:1.29:1.11:1.21,9.04E3,9.14E3,1.00:1.01,20.23,,
,0.72,3.17,651.8716,19.60 - 20.28,2,7.8E3,651.8718,20.15,8.7E3,651.8708,20.16,8.72E3,651.8718,20.17,6.58E3,651.8712,20.15,7.95E3,651.8718,20.15,6.89E3,651.8718,20.17,7.55E3,651.8713,20.17,8.44E3,651.8722,20.16,7.39E3,651.8716,20.17,8.34E3,1.32:1.33:1.00:1.21:1.05:1.15:1.28:1.12:1.27,7.73E3,8.06E3,1.00:1.04,20.16,,
,0.72,3.93,331.1489,0.11 - 0.20,1,4E5,-,-,0,-,-,0,331.1483,0.15,8.68E5,-,-,0,331.1490,0.16,4.82E5,331.1489,0.15,8.9E5,-,-,0,331.1492,0.16,6.97E5,331.1490,0.15,6.92E5,0:0:1.00:0:0.55:1.03:0:0.80:0.80,3.73E5,4.63E5,1.00:1.24,0.15,,
,0.71,3.20,695.0982,3.97 - 4.80,1,9.3E3,695.0973,4.61,1.28E4,695.0978,4.59,1.02E4,695.0979,4.57,1.03E4,695.0989,4.61,3.95E3,695.0977,4.61,8.66E3,695.0988,4.62,1.05E4,695.0987,4.60,8.94E3,695.0983,4.61,8.36E3,695.0981,4.61,9.58E3,1.24:1.00:1.00:0.38:0.84:1.03:0.87:0.81:0.93,9.4E3,8.96E3,1.00:0.95,4.60,,
,0.71,3.91,526.9973,2.99 - 3.89,1,9.6E3,526.9970,3.72,8.93E3,526.9964,3.70,1.02E4,526.9974,3.71,8.61E3,526.9971,3.70,9.89E3,526.9975,3.72,9.29E3,526.9971,3.71,1.45E4,526.9973,3.70,9.03E3,526.9979,3.73,8.08E3,526.9978,3.72,7.66E3,1.04:1.19:1.00:1.15:1.08:1.68:1.05:0.94:0.89,1.02E4,8.26E3,1.00:0.81,3.71,,
,0.71,3.39,889.8283,20.09 - 20.24,2,5.5E3,889.8285,20.16,6.53E3,889.8285,20.16,5.52E3,889.8288,20.17,5.26E3,889.8278,20.17,5.07E3,889.8287,20.18,4.68E3,889.8293,20.17,4.58E3,889.8284,20.17,5.99E3,889.8281,20.19,5.01E3,889.8267,20.18,6.42E3,1.24:1.05:1.00:0.96:0.89:0.87:1.14:0.95:1.22,5.27E3,5.81E3,1.00:1.10,20.17,,
,0.71,3.65,637.5898,12.49 - 13.03,1,2E4,637.5901,12.74,1.91E4,637.5896,12.69,1.47E4,637.5894,12.68,2.61E4,637.5897,12.68,8.01E3,637.5903,12.77,7.73E3,637.5898,12.73,3.74E4,637.5900,12.72,3.01E4,637.5895,12.74,1.45E4,637.5896,12.75,2.14E4,0.73:0.56:1.00:0.31:0.30:1.43:1.15:0.55:0.82,1.88E4,2.2E4,1.00:1.17,12.72,,
,0.71,3.10,928.8364,19.08 - 20.26,1,2.7E4,928.8362,20.18,3.25E4,-,-,-,928.8367,20.17,2.64E4,928.8365,20.18,2.71E4,928.8369,20.17,2.37E4,928.8368,20.17,2.4E4,928.8367,20.17,2.92E4,928.8361,20.18,2.55E4,928.8357,20.18,2.77E4,1.23:-:1.00:1.02:0.90:0.91:1.10:0.96:1.05,2.68E4,2.75E4,1.00:1.03,20.17,,
,0.71,3.05,690.8794,19.78 - 20.25,2,7.7E3,690.8793,20.18,9.82E3,690.8785,20.17,7.6E3,690.8794,20.18,7.6E3,690.8793,20.18,6.52E3,690.8799,20.17,7.15E3,690.8798,20.17,7.47E3,690.8796,20.17,7.49E3,690.8797,20.16,7.25E3,690.8793,20.18,8.06E3,1.29:1.00:1.00:0.86:0.94:0.98:0.99:0.95:1.06,7.69E3,7.6E3,1.00:0.99,20.17,,
,0.71,3.54,751.5675,12.49 - 13.04,1,2.1E4,751.5677,12.72,2.03E4,751.5669,12.69,1.62E4,751.5677,12.66,2.79E4,751.5680,12.70,8.97E3,751.5676,12.75,8.61E3,751.5677,12.72,4.08E4,751.5672,12.72,3.2E4,751.5681,12.73,1.48E4,751.5670,12.73,2.32E4,0.73:0.58:1.00:0.32:0.31:1.46:1.15:0.53:0.83,2.05E4,2.33E4,1.00:1.14,12.71,,
,0.71,3.28,792.8606,17.86 - 20.26,1,9.1E4,792.8604,20.18,1.03E5,792.8599,20.17,9.57E4,-,-,-,792.8605,20.17,8.41E4,792.8607,20.18,7.89E4,792.8607,20.17,7.98E4,792.8608,20.18,9.34E4,792.8613,20.18,1.02E5,792.8608,20.18,8.85E4,1.00:0.93:-:0.82:0.77:0.78:0.91:0.99:0.86,8.82E4,9.46E4,1.00:1.07,20.18,,
,0.70,3.46,620.7439,20.32 - 21.99,1,1.1E4,620.7435,20.56,1.39E4,620.7440,20.52,1.13E4,620.7440,20.48,1.19E4,620.7440,20.63,7.64E3,620.7434,20.48,1.13E4,620.7439,20.47,1.2E4,620.7437,20.59,6.7E3,620.7443,20.52,1.05E4,620.7441,20.56,1.32E4,1.17:0.95:1.00:0.64:0.95:1.01:0.56:0.88:1.11,1.13E4,1.01E4,1.00:0.89,20.53,,
,0.70,3.22,499.3643,2.71 - 4.25,1,1.6E4,499.3643,3.80,1.19E4,499.3638,3.80,7E3,499.3642,3.79,1.21E4,499.3638,3.80,1.13E4,499.3644,3.80,1.56E4,499.3643,3.79,3.4E4,499.3646,3.79,2.26E4,499.3646,3.80,9.5E3,499.3644,3.80,1.64E4,0.99:0.58:1.00:0.93:1.30:2.82:1.87:0.79:1.36,1.53E4,1.62E4,1.00:1.06,3.80,,
,0.70,3.07,876.8229,19.82 - 20.26,1,8.8E3,876.8233,20.18,1.02E4,876.8203,20.17,9.8E3,876.8229,20.18,6.74E3,876.8229,20.18,9.23E3,876.8231,20.18,8.17E3,876.8236,20.18,8.39E3,876.8242,20.18,9.31E3,876.8230,20.18,8.1E3,876.8232,20.18,9.29E3,1.52:1.45:1.00:1.37:1.21:1.24:1.38:1.20:1.38,8.76E3,8.9E3,1.00:1.02,20.18,,
,0.70,3.20,872.8056,20.10 - 20.30,1,7.5E3,872.8059,20.21,8.38E3,872.8040,20.22,8.9E3,872.8055,20.21,7.96E3,872.8074,20.23,6.32E3,872.8060,20.21,6.85E3,872.8066,20.21,6.06E3,872.8055,20.22,8.08E3,872.8039,20.21,6.78E3,872.8051,20.21,8.53E3,1.05:1.12:1.00:0.79:0.86:0.76:1.02:0.85:1.07,7.41E3,7.8E3,1.00:1.05,20.22,,
